LLPerWijk_Jaar,LLPerWijk_Brin,LLPerWijk_WijkNr,LLPerWijk_Onderbouw,LLPerWijk_Bovenbouw,LLPerWijk_Totaal,LLPerWijk_InvoerWie,LLPerWijk_InvoerWanneer
2008,13CW00,308,2,0,2,eneheuvel,26-09-11
2008,13CW00,9999,1,0,1,eneheuvel,26-09-11
2008,13IF00,105,0,1,1,eneheuvel,26-09-11
2008,13IF00,207,1,0,1,eneheuvel,26-09-11
2008,13IF00,208,1,1,2,eneheuvel,26-09-11
2008,13IF00,214,0,2,2,eneheuvel,26-09-11
2008,13IF00,301,9,7,16,eneheuvel,26-09-11
2008,13IF00,302,1,3,4,eneheuvel,26-09-11
2008,13IF00,303,5,19,24,eneheuvel,26-09-11
2008,13IF00,304,32,32,64,eneheuvel,26-09-11
2008,13IF00,305,5,9,14,eneheuvel,26-09-11
2008,13IF00,306,7,22,29,eneheuvel,26-09-11
2008,13IF00,307,3,5,8,eneheuvel,26-09-11
2008,13IF00,308,3,3,6,eneheuvel,26-09-11
2008,13IF00,309,1,2,3,eneheuvel,26-09-11
2008,13IF00,310,1,0,1,eneheuvel,26-09-11
2008,13IF00,311,0,1,1,eneheuvel,26-09-11
2008,13IF00,9999,1,0,1,eneheuvel,26-09-11
2008,13IU00,101,1,1,2,eneheuvel,26-09-11
2008,13IU00,102,12,5,17,eneheuvel,26-09-11
2008,13IU00,103,8,5,13,eneheuvel,26-09-11
2008,13IU00,104,4,1,5,eneheuvel,26-09-11
2008,13IU00,105,3,6,9,eneheuvel,26-09-11
2008,13IU00,106,52,40,92,eneheuvel,26-09-11
2008,13IU00,107,5,2,7,eneheuvel,26-09-11
2008,13IU00,108,2,2,4,eneheuvel,26-09-11
2008,13IU00,109,2,3,5,eneheuvel,26-09-11
2008,13IU00,211,0,1,1,eneheuvel,26-09-11
2008,13IU00,212,1,1,2,eneheuvel,26-09-11
2008,13IU00,311,1,0,1,eneheuvel,26-09-11
2008,13IU00,9999,1,0,1,eneheuvel,26-09-11
2008,13NH00,101,3,3,6,eneheuvel,26-09-11
2008,13NH00,102,10,7,17,eneheuvel,26-09-11
2008,13NH00,103,2,1,3,eneheuvel,26-09-11
2008,13NH00,104,18,26,44,eneheuvel,26-09-11
2008,13NH00,105,64,62,126,eneheuvel,26-09-11
2008,13NH00,106,7,10,17,eneheuvel,26-09-11
2008,13NH00,107,1,2,3,eneheuvel,26-09-11
2008,13NH00,109,2,1,3,eneheuvel,26-09-11
2008,13NH00,110,6,5,11,eneheuvel,26-09-11
2008,13NH00,203,1,0,1,eneheuvel,26-09-11
2008,13NH00,208,0,1,1,eneheuvel,26-09-11
2008,13NH00,213,1,0,1,eneheuvel,26-09-11
2008,13NH00,214,1,0,1,eneheuvel,26-09-11
2008,13NH00,308,1,0,1,eneheuvel,26-09-11
2008,13NH00,502,0,1,1,eneheuvel,26-09-11
2008,13NH00,9999,0,1,1,eneheuvel,26-09-11
2008,13NU00,206,1,0,1,eneheuvel,26-09-11
2008,13NU00,207,0,1,1,eneheuvel,26-09-11
2008,13NU00,208,0,3,3,eneheuvel,26-09-11
2008,13NU00,211,0,1,1,eneheuvel,26-09-11
2008,13NU00,301,9,7,16,eneheuvel,26-09-11
2008,13NU00,302,1,0,1,eneheuvel,26-09-11
2008,13NU00,303,40,42,82,eneheuvel,26-09-11
2008,13NU00,304,69,53,122,eneheuvel,26-09-11
2008,13NU00,305,18,18,36,eneheuvel,26-09-11
2008,13NU00,306,12,22,34,eneheuvel,26-09-11
2008,13NU00,307,2,2,4,eneheuvel,26-09-11
2008,13NU00,308,3,6,9,eneheuvel,26-09-11
2008,13NU00,309,1,1,2,eneheuvel,26-09-11
2008,13NU00,310,1,0,1,eneheuvel,26-09-11
2008,13NU00,311,0,1,1,eneheuvel,26-09-11
2008,13NU00,312,1,1,2,eneheuvel,26-09-11
2008,13NU00,9999,2,1,3,eneheuvel,26-09-11
2008,14QC00,109,1,3,4,eneheuvel,26-09-11
2008,14QC00,110,1,0,1,eneheuvel,26-09-11
2008,14QC00,201,4,0,4,eneheuvel,26-09-11
2008,14QC00,202,52,54,106,eneheuvel,26-09-11
2008,14QC00,203,42,41,83,eneheuvel,26-09-11
2008,14QC00,204,32,24,56,eneheuvel,26-09-11
2008,14QC00,205,23,17,40,eneheuvel,26-09-11
2008,14QC00,206,21,9,30,eneheuvel,26-09-11
2008,14QC00,207,13,5,18,eneheuvel,26-09-11
2008,14QC00,208,23,21,44,eneheuvel,26-09-11
2008,14QC00,209,3,0,3,eneheuvel,26-09-11
2008,14QC00,210,7,7,14,eneheuvel,26-09-11
2008,14QC00,211,7,4,11,eneheuvel,26-09-11
2008,14QC00,212,3,5,8,eneheuvel,26-09-11
2008,14QC00,213,4,3,7,eneheuvel,26-09-11
2008,14QC00,214,2,4,6,eneheuvel,26-09-11
2008,14QC00,215,2,2,4,eneheuvel,26-09-11
2008,14QC00,216,4,1,5,eneheuvel,26-09-11
2008,14QC00,302,4,3,7,eneheuvel,26-09-11
2008,14QC00,303,12,1,13,eneheuvel,26-09-11
2008,14QC00,304,2,3,5,eneheuvel,26-09-11
2008,14QC00,306,4,1,5,eneheuvel,26-09-11
2008,14QC00,307,2,1,3,eneheuvel,26-09-11
2008,14QC00,309,0,1,1,eneheuvel,26-09-11
2008,14QC00,311,9,3,12,eneheuvel,26-09-11
2008,14QC00,312,5,2,7,eneheuvel,26-09-11
2008,14QC00,313,0,1,1,eneheuvel,26-09-11
2008,14QC00,502,15,12,27,eneheuvel,26-09-11
2008,14QC00,9999,3,0,3,eneheuvel,26-09-11
2008,15SJ00,101,1,1,2,eneheuvel,26-09-11
2008,15SJ00,102,1,3,4,eneheuvel,26-09-11
2008,15SJ00,103,1,6,7,eneheuvel,26-09-11
2008,15SJ00,104,0,3,3,eneheuvel,26-09-11
2008,15SJ00,106,0,5,5,eneheuvel,26-09-11
2008,15SJ00,108,0,4,4,eneheuvel,26-09-11
2008,15SJ00,201,2,5,7,eneheuvel,26-09-11
2008,15SJ00,202,2,7,9,eneheuvel,26-09-11
2008,15SJ00,203,3,7,10,eneheuvel,26-09-11
2008,15SJ00,204,0,8,8,eneheuvel,26-09-11
2008,15SJ00,205,1,5,6,eneheuvel,26-09-11
2008,15SJ00,206,2,18,20,eneheuvel,26-09-11
2008,15SJ00,207,3,13,16,eneheuvel,26-09-11
2008,15SJ00,208,2,9,11,eneheuvel,26-09-11
2008,15SJ00,209,4,7,11,eneheuvel,26-09-11
2008,15SJ00,210,7,20,27,eneheuvel,26-09-11
2008,15SJ00,211,6,20,26,eneheuvel,26-09-11
2008,15SJ00,212,1,17,18,eneheuvel,26-09-11
2008,15SJ00,213,2,7,9,eneheuvel,26-09-11
2008,15SJ00,214,3,7,10,eneheuvel,26-09-11
2008,15SJ00,216,0,1,1,eneheuvel,26-09-11
2008,15SJ00,301,2,5,7,eneheuvel,26-09-11
2008,15SJ00,302,3,6,9,eneheuvel,26-09-11
2008,15SJ00,303,2,6,8,eneheuvel,26-09-11
2008,15SJ00,304,1,6,7,eneheuvel,26-09-11
2008,15SJ00,305,1,6,7,eneheuvel,26-09-11
2008,15SJ00,306,3,7,10,eneheuvel,26-09-11
2008,15SJ00,307,3,4,7,eneheuvel,26-09-11
2008,15SJ00,308,2,7,9,eneheuvel,26-09-11
2008,15SJ00,309,4,6,10,eneheuvel,26-09-11
2008,15SJ00,311,4,2,6,eneheuvel,26-09-11
2008,15SJ00,312,1,3,4,eneheuvel,26-09-11
2008,15SJ00,313,0,1,1,eneheuvel,26-09-11
2008,15SJ00,9999,0,2,2,eneheuvel,26-09-11
2008,15ZL00,203,1,0,1,eneheuvel,26-09-11
2008,15ZL00,204,1,2,3,eneheuvel,26-09-11
2008,15ZL00,205,1,1,2,eneheuvel,26-09-11
2008,15ZL00,206,3,1,4,eneheuvel,26-09-11
2008,15ZL00,208,1,0,1,eneheuvel,26-09-11
2008,15ZL00,210,0,1,1,eneheuvel,26-09-11
2008,15ZL00,214,1,1,2,eneheuvel,26-09-11
2008,15ZL00,216,1,1,2,eneheuvel,26-09-11
2008,15ZL00,302,4,4,8,eneheuvel,26-09-11
2008,15ZL00,303,3,4,7,eneheuvel,26-09-11
2008,15ZL00,304,0,4,4,eneheuvel,26-09-11
2008,15ZL00,305,53,60,113,eneheuvel,26-09-11
2008,15ZL00,306,4,10,14,eneheuvel,26-09-11
2008,15ZL00,307,3,5,8,eneheuvel,26-09-11
2008,15ZL00,308,4,4,8,eneheuvel,26-09-11
2008,15ZL00,309,8,4,12,eneheuvel,26-09-11
2008,15ZL00,311,6,0,6,eneheuvel,26-09-11
2008,15ZL00,312,2,3,5,eneheuvel,26-09-11
2008,15ZL00,313,0,1,1,eneheuvel,26-09-11
2008,15ZL00,502,1,0,1,eneheuvel,26-09-11
2008,15ZL01,109,1,0,1,eneheuvel,26-09-11
2008,15ZL01,206,1,2,3,eneheuvel,26-09-11
2008,15ZL01,207,1,0,1,eneheuvel,26-09-11
2008,15ZL01,209,8,7,15,eneheuvel,26-09-11
2008,15ZL01,210,75,61,136,eneheuvel,26-09-11
2008,15ZL01,211,1,0,1,eneheuvel,26-09-11
2008,15ZL01,212,2,1,3,eneheuvel,26-09-11
2008,15ZL01,214,0,1,1,eneheuvel,26-09-11
2008,15ZL01,215,2,3,5,eneheuvel,26-09-11
2008,15ZL01,216,1,3,4,eneheuvel,26-09-11
2008,15ZL01,306,0,1,1,eneheuvel,26-09-11
2008,15ZL01,307,0,1,1,eneheuvel,26-09-11
2008,15ZL01,308,0,1,1,eneheuvel,26-09-11
2008,15ZL01,9999,2,2,4,eneheuvel,26-09-11
2008,16KK00,101,17,11,28,eneheuvel,26-09-11
2008,16KK00,102,40,39,79,eneheuvel,26-09-11
2008,16KK00,103,62,59,121,eneheuvel,26-09-11
2008,16KK00,104,3,0,3,eneheuvel,26-09-11
2008,16KK00,105,1,2,3,eneheuvel,26-09-11
2008,16KK00,106,5,6,11,eneheuvel,26-09-11
2008,16KK00,107,18,8,26,eneheuvel,26-09-11
2008,16KK00,108,21,28,49,eneheuvel,26-09-11
2008,16KK00,109,14,10,24,eneheuvel,26-09-11
2008,16KK00,110,1,0,1,eneheuvel,26-09-11
2008,16KK00,202,3,0,3,eneheuvel,26-09-11
2008,16KK00,203,0,1,1,eneheuvel,26-09-11
2008,16KK00,204,0,1,1,eneheuvel,26-09-11
2008,16KK00,206,0,1,1,eneheuvel,26-09-11
2008,16KK00,207,1,3,4,eneheuvel,26-09-11
2008,16KK00,208,1,0,1,eneheuvel,26-09-11
2008,16KK00,209,0,1,1,eneheuvel,26-09-11
2008,16KK00,210,0,1,1,eneheuvel,26-09-11
2008,16KK00,211,3,2,5,eneheuvel,26-09-11
2008,16KK00,212,0,1,1,eneheuvel,26-09-11
2008,16KK00,213,1,1,2,eneheuvel,26-09-11
2008,16KK00,214,0,3,3,eneheuvel,26-09-11
2008,16KK00,216,0,1,1,eneheuvel,26-09-11
2008,16KK00,302,1,0,1,eneheuvel,26-09-11
2008,16KK00,303,1,0,1,eneheuvel,26-09-11
2008,16KK00,309,3,1,4,eneheuvel,26-09-11
2008,16KK00,311,1,2,3,eneheuvel,26-09-11
2008,16KK00,502,3,1,4,eneheuvel,26-09-11
2008,16KK00,9999,2,1,3,eneheuvel,26-09-11
2008,16LJ00,101,3,2,5,eneheuvel,26-09-11
2008,16LJ00,102,5,4,9,eneheuvel,26-09-11
2008,16LJ00,103,1,0,1,eneheuvel,26-09-11
2008,16LJ00,104,2,0,2,eneheuvel,26-09-11
2008,16LJ00,105,0,2,2,eneheuvel,26-09-11
2008,16LJ00,106,47,46,93,eneheuvel,26-09-11
2008,16LJ00,107,1,8,9,eneheuvel,26-09-11
2008,16LJ00,108,1,5,6,eneheuvel,26-09-11
2008,16LJ00,109,0,2,2,eneheuvel,26-09-11
2008,16LJ00,201,0,1,1,eneheuvel,26-09-11
2008,16LJ00,203,3,2,5,eneheuvel,26-09-11
2008,16LJ00,204,0,1,1,eneheuvel,26-09-11
2008,16LJ00,208,1,0,1,eneheuvel,26-09-11
2008,16LJ00,210,0,1,1,eneheuvel,26-09-11
2008,16LJ00,212,0,2,2,eneheuvel,26-09-11
2008,16LJ00,213,0,1,1,eneheuvel,26-09-11
2008,16LJ00,214,0,1,1,eneheuvel,26-09-11
2008,16LJ00,303,0,1,1,eneheuvel,26-09-11
2008,16LJ00,304,0,1,1,eneheuvel,26-09-11
2008,16LJ00,306,1,0,1,eneheuvel,26-09-11
2008,16LJ00,308,0,1,1,eneheuvel,26-09-11
2008,16LJ00,311,0,1,1,eneheuvel,26-09-11
2008,16LJ00,9999,0,2,2,eneheuvel,26-09-11
2008,16ML00,101,4,9,13,eneheuvel,26-09-11
2008,16ML00,102,33,27,60,eneheuvel,26-09-11
2008,16ML00,103,4,2,6,eneheuvel,26-09-11
2008,16ML00,104,55,59,114,eneheuvel,26-09-11
2008,16ML00,105,26,30,56,eneheuvel,26-09-11
2008,16ML00,106,3,4,7,eneheuvel,26-09-11
2008,16ML00,107,2,4,6,eneheuvel,26-09-11
2008,16ML00,108,0,6,6,eneheuvel,26-09-11
2008,16ML00,109,4,5,9,eneheuvel,26-09-11
2008,16ML00,110,2,5,7,eneheuvel,26-09-11
2008,16ML00,201,0,1,1,eneheuvel,26-09-11
2008,16ML00,202,1,0,1,eneheuvel,26-09-11
2008,16ML00,203,1,2,3,eneheuvel,26-09-11
2008,16ML00,205,1,3,4,eneheuvel,26-09-11
2008,16ML00,209,0,1,1,eneheuvel,26-09-11
2008,16ML00,210,0,2,2,eneheuvel,26-09-11
2008,16ML00,211,1,0,1,eneheuvel,26-09-11
2008,16ML00,212,1,2,3,eneheuvel,26-09-11
2008,16ML00,213,0,1,1,eneheuvel,26-09-11
2008,16ML00,214,0,2,2,eneheuvel,26-09-11
2008,16ML00,303,1,2,3,eneheuvel,26-09-11
2008,16ML00,306,1,2,3,eneheuvel,26-09-11
2008,16ML00,308,1,0,1,eneheuvel,26-09-11
2008,16ML00,311,1,0,1,eneheuvel,26-09-11
2008,16ML00,312,0,2,2,eneheuvel,26-09-11
2008,16ML00,502,3,1,4,eneheuvel,26-09-11
2008,16ML00,9999,1,0,1,eneheuvel,26-09-11
2008,16OC00,101,1,2,3,eneheuvel,26-09-11
2008,16OC00,102,0,4,4,eneheuvel,26-09-11
2008,16OC00,103,4,10,14,eneheuvel,26-09-11
2008,16OC00,104,0,1,1,eneheuvel,26-09-11
2008,16OC00,105,0,1,1,eneheuvel,26-09-11
2008,16OC00,106,0,1,1,eneheuvel,26-09-11
2008,16OC00,107,67,81,148,eneheuvel,26-09-11
2008,16OC00,108,13,22,35,eneheuvel,26-09-11
2008,16OC00,109,44,51,95,eneheuvel,26-09-11
2008,16OC00,201,4,2,6,eneheuvel,26-09-11
2008,16OC00,202,6,1,7,eneheuvel,26-09-11
2008,16OC00,204,0,1,1,eneheuvel,26-09-11
2008,16OC00,206,0,4,4,eneheuvel,26-09-11
2008,16OC00,207,3,0,3,eneheuvel,26-09-11
2008,16OC00,208,0,5,5,eneheuvel,26-09-11
2008,16OC00,209,0,1,1,eneheuvel,26-09-11
2008,16OC00,210,2,3,5,eneheuvel,26-09-11
2008,16OC00,211,0,2,2,eneheuvel,26-09-11
2008,16OC00,212,1,0,1,eneheuvel,26-09-11
2008,16OC00,213,0,3,3,eneheuvel,26-09-11
2008,16OC00,214,2,6,8,eneheuvel,26-09-11
2008,16OC00,216,1,1,2,eneheuvel,26-09-11
2008,16OC00,301,1,0,1,eneheuvel,26-09-11
2008,16OC00,302,3,1,4,eneheuvel,26-09-11
2008,16OC00,303,1,4,5,eneheuvel,26-09-11
2008,16OC00,304,3,0,3,eneheuvel,26-09-11
2008,16OC00,306,1,0,1,eneheuvel,26-09-11
2008,16OC00,308,1,0,1,eneheuvel,26-09-11
2008,16OC00,309,5,0,5,eneheuvel,26-09-11
2008,16OC00,311,0,1,1,eneheuvel,26-09-11
2008,16OC00,313,1,1,2,eneheuvel,26-09-11
2008,16OC00,502,1,0,1,eneheuvel,26-09-11
2008,16OC00,9999,2,0,2,eneheuvel,26-09-11
2008,16UK00,103,6,11,17,eneheuvel,26-09-11
2008,16UK00,107,1,1,2,eneheuvel,26-09-11
2008,16UK00,108,72,80,152,eneheuvel,26-09-11
2008,16UK00,109,0,1,1,eneheuvel,26-09-11
2008,16UK00,201,0,1,1,eneheuvel,26-09-11
2008,16UK00,212,0,1,1,eneheuvel,26-09-11
2008,16WV00,201,5,0,5,eneheuvel,26-09-11
2008,16WV00,202,1,0,1,eneheuvel,26-09-11
2008,16WV00,209,17,9,26,eneheuvel,26-09-11
2008,16WV00,210,0,1,1,eneheuvel,26-09-11
2008,16WV00,211,64,51,115,eneheuvel,26-09-11
2008,16WV00,214,2,1,3,eneheuvel,26-09-11
2008,16WV00,216,0,1,1,eneheuvel,26-09-11
2008,16WV00,306,0,1,1,eneheuvel,26-09-11
2008,16WV00,9999,1,1,2,eneheuvel,26-09-11
2008,16YS00,201,11,6,17,eneheuvel,26-09-11
2008,16YS00,203,1,0,1,eneheuvel,26-09-11
2008,16YS00,206,0,1,1,eneheuvel,26-09-11
2008,16YS00,208,0,1,1,eneheuvel,26-09-11
2008,16YS00,209,2,1,3,eneheuvel,26-09-11
2008,16YS00,210,1,0,1,eneheuvel,26-09-11
2008,16YS00,211,89,73,162,eneheuvel,26-09-11
2008,16YS00,212,1,0,1,eneheuvel,26-09-11
2008,16YS00,213,2,0,2,eneheuvel,26-09-11
2008,16YS00,309,0,1,1,eneheuvel,26-09-11
2008,16YS00,312,1,0,1,eneheuvel,26-09-11
2008,16ZG00,108,1,0,1,eneheuvel,26-09-11
2008,16ZG00,201,0,1,1,eneheuvel,26-09-11
2008,16ZG00,202,2,0,2,eneheuvel,26-09-11
2008,16ZG00,203,0,1,1,eneheuvel,26-09-11
2008,16ZG00,211,84,60,144,eneheuvel,26-09-11
2008,16ZG00,212,1,1,2,eneheuvel,26-09-11
2008,16ZG00,213,0,2,2,eneheuvel,26-09-11
2008,16ZG00,214,0,2,2,eneheuvel,26-09-11
2008,16ZG00,301,1,0,1,eneheuvel,26-09-11
2008,16ZG00,309,0,1,1,eneheuvel,26-09-11
2008,16ZG00,312,0,1,1,eneheuvel,26-09-11
2008,16ZG00,9999,2,1,3,eneheuvel,26-09-11
2008,16ZX00,201,1,2,3,eneheuvel,26-09-11
2008,16ZX00,206,13,25,38,eneheuvel,26-09-11
2008,16ZX00,207,0,1,1,eneheuvel,26-09-11
2008,16ZX00,209,37,31,68,eneheuvel,26-09-11
2008,16ZX00,210,1,1,2,eneheuvel,26-09-11
2008,16ZX00,211,0,1,1,eneheuvel,26-09-11
2008,16ZX00,305,0,1,1,eneheuvel,26-09-11
2008,16ZX00,308,1,0,1,eneheuvel,26-09-11
2008,16ZX00,311,0,1,1,eneheuvel,26-09-11
2008,16ZX00,9999,1,1,2,eneheuvel,26-09-11
2008,17AK00,202,1,0,1,eneheuvel,26-09-11
2008,17AK00,204,1,1,2,eneheuvel,26-09-11
2008,17AK00,205,1,0,1,eneheuvel,26-09-11
2008,17AK00,206,54,58,112,eneheuvel,26-09-11
2008,17AK00,207,0,2,2,eneheuvel,26-09-11
2008,17AK00,209,4,1,5,eneheuvel,26-09-11
2008,17AK00,210,1,5,6,eneheuvel,26-09-11
2008,17AK00,211,0,1,1,eneheuvel,26-09-11
2008,17AK00,303,1,0,1,eneheuvel,26-09-11
2008,17AK00,304,2,0,2,eneheuvel,26-09-11
2008,17AK00,305,1,4,5,eneheuvel,26-09-11
2008,17AK00,306,1,0,1,eneheuvel,26-09-11
2008,17AK00,307,0,1,1,eneheuvel,26-09-11
2008,17AK00,309,0,1,1,eneheuvel,26-09-11
2008,17AK00,9999,1,1,2,eneheuvel,26-09-11
2008,17AV00,202,0,1,1,eneheuvel,26-09-11
2008,17AV00,204,1,2,3,eneheuvel,26-09-11
2008,17AV00,205,1,0,1,eneheuvel,26-09-11
2008,17AV00,206,66,84,150,eneheuvel,26-09-11
2008,17AV00,207,1,0,1,eneheuvel,26-09-11
2008,17AV00,208,1,1,2,eneheuvel,26-09-11
2008,17AV00,209,3,0,3,eneheuvel,26-09-11
2008,17AV00,210,1,0,1,eneheuvel,26-09-11
2008,17AV00,211,1,0,1,eneheuvel,26-09-11
2008,17AV00,214,1,1,2,eneheuvel,26-09-11
2008,17AV00,215,1,0,1,eneheuvel,26-09-11
2008,17AV00,9999,0,2,2,eneheuvel,26-09-11
2008,17BP00,108,0,1,1,eneheuvel,26-09-11
2008,17BP00,201,0,1,1,eneheuvel,26-09-11
2008,17BP00,208,1,1,2,eneheuvel,26-09-11
2008,17BP00,209,1,0,1,eneheuvel,26-09-11
2008,17BP00,210,2,1,3,eneheuvel,26-09-11
2008,17BP00,211,53,57,110,eneheuvel,26-09-11
2008,17BP00,212,4,6,10,eneheuvel,26-09-11
2008,17BP00,213,66,76,142,eneheuvel,26-09-11
2008,17BP00,214,3,1,4,eneheuvel,26-09-11
2008,17BP00,309,0,1,1,eneheuvel,26-09-11
2008,17BP00,312,0,1,1,eneheuvel,26-09-11
2008,17DA00,102,0,1,1,eneheuvel,26-09-11
2008,17DA00,209,9,7,16,eneheuvel,26-09-11
2008,17DA00,210,47,49,96,eneheuvel,26-09-11
2008,17DA00,211,1,1,2,eneheuvel,26-09-11
2008,17DA00,302,0,3,3,eneheuvel,26-09-11
2008,17DA00,303,0,1,1,eneheuvel,26-09-11
2008,17DA00,307,0,2,2,eneheuvel,26-09-11
2008,17DK00,202,1,1,2,eneheuvel,26-09-11
2008,17DK00,203,0,1,1,eneheuvel,26-09-11
2008,17DK00,206,0,1,1,eneheuvel,26-09-11
2008,17DK00,207,2,0,2,eneheuvel,26-09-11
2008,17DK00,301,3,5,8,eneheuvel,26-09-11
2008,17DK00,302,1,2,3,eneheuvel,26-09-11
2008,17DK00,303,0,2,2,eneheuvel,26-09-11
2008,17DK00,304,31,42,73,eneheuvel,26-09-11
2008,17DK00,305,1,3,4,eneheuvel,26-09-11
2008,17DK00,306,0,1,1,eneheuvel,26-09-11
2008,17DK00,308,3,0,3,eneheuvel,26-09-11
2008,17DK00,309,3,1,4,eneheuvel,26-09-11
2008,17DV00,106,0,1,1,eneheuvel,26-09-11
2008,17DV00,108,0,1,1,eneheuvel,26-09-11
2008,17DV00,202,0,1,1,eneheuvel,26-09-11
2008,17DV00,203,0,1,1,eneheuvel,26-09-11
2008,17DV00,204,1,3,4,eneheuvel,26-09-11
2008,17DV00,206,0,2,2,eneheuvel,26-09-11
2008,17DV00,207,2,0,2,eneheuvel,26-09-11
2008,17DV00,211,1,0,1,eneheuvel,26-09-11
2008,17DV00,212,0,1,1,eneheuvel,26-09-11
2008,17DV00,214,0,1,1,eneheuvel,26-09-11
2008,17DV00,216,1,1,2,eneheuvel,26-09-11
2008,17DV00,301,20,5,25,eneheuvel,26-09-11
2008,17DV00,302,2,6,8,eneheuvel,26-09-11
2008,17DV00,303,33,26,59,eneheuvel,26-09-11
2008,17DV00,304,39,41,80,eneheuvel,26-09-11
2008,17DV00,305,9,4,13,eneheuvel,26-09-11
2008,17DV00,306,12,6,18,eneheuvel,26-09-11
2008,17DV00,307,6,12,18,eneheuvel,26-09-11
2008,17DV00,308,10,13,23,eneheuvel,26-09-11
2008,17DV00,309,13,18,31,eneheuvel,26-09-11
2008,17DV00,310,0,2,2,eneheuvel,26-09-11
2008,17DV00,311,6,4,10,eneheuvel,26-09-11
2008,17DV00,312,0,2,2,eneheuvel,26-09-11
2008,17DV00,502,1,1,2,eneheuvel,26-09-11
2008,17DV00,9999,1,2,3,eneheuvel,26-09-11
2008,17FI00,101,0,1,1,eneheuvel,26-09-11
2008,17FI00,102,1,1,2,eneheuvel,26-09-11
2008,17FI00,103,4,3,7,eneheuvel,26-09-11
2008,17FI00,104,2,0,2,eneheuvel,26-09-11
2008,17FI00,105,2,1,3,eneheuvel,26-09-11
2008,17FI00,106,1,1,2,eneheuvel,26-09-11
2008,17FI00,108,2,2,4,eneheuvel,26-09-11
2008,17FI00,201,1,1,2,eneheuvel,26-09-11
2008,17FI00,202,3,25,28,eneheuvel,26-09-11
2008,17FI00,203,8,11,19,eneheuvel,26-09-11
2008,17FI00,204,6,6,12,eneheuvel,26-09-11
2008,17FI00,205,1,9,10,eneheuvel,26-09-11
2008,17FI00,206,9,5,14,eneheuvel,26-09-11
2008,17FI00,207,4,5,9,eneheuvel,26-09-11
2008,17FI00,208,4,11,15,eneheuvel,26-09-11
2008,17FI00,209,2,1,3,eneheuvel,26-09-11
2008,17FI00,210,4,5,9,eneheuvel,26-09-11
2008,17FI00,211,10,6,16,eneheuvel,26-09-11
2008,17FI00,212,2,7,9,eneheuvel,26-09-11
2008,17FI00,213,4,4,8,eneheuvel,26-09-11
2008,17FI00,214,1,5,6,eneheuvel,26-09-11
2008,17FI00,216,2,0,2,eneheuvel,26-09-11
2008,17FI00,302,1,3,4,eneheuvel,26-09-11
2008,17FI00,303,4,3,7,eneheuvel,26-09-11
2008,17FI00,304,6,4,10,eneheuvel,26-09-11
2008,17FI00,305,1,7,8,eneheuvel,26-09-11
2008,17FI00,306,2,1,3,eneheuvel,26-09-11
2008,17FI00,307,4,6,10,eneheuvel,26-09-11
2008,17FI00,308,2,1,3,eneheuvel,26-09-11
2008,17FI00,309,6,1,7,eneheuvel,26-09-11
2008,17FI00,310,0,2,2,eneheuvel,26-09-11
2008,17FI00,311,2,4,6,eneheuvel,26-09-11
2008,17FI00,312,1,1,2,eneheuvel,26-09-11
2008,17FI00,313,1,0,1,eneheuvel,26-09-11
2008,17FI00,402,1,0,1,eneheuvel,26-09-11
2008,17FI00,502,1,0,1,eneheuvel,26-09-11
2008,17FI00,9999,0,1,1,eneheuvel,26-09-11
2008,17LP00,209,0,2,2,eneheuvel,26-09-11
2008,17LP00,211,0,1,1,eneheuvel,26-09-11
2008,17LP00,301,1,0,1,eneheuvel,26-09-11
2008,17LP00,302,2,0,2,eneheuvel,26-09-11
2008,17LP00,305,54,46,100,eneheuvel,26-09-11
2008,17LP00,306,7,3,10,eneheuvel,26-09-11
2008,17LP00,308,1,1,2,eneheuvel,26-09-11
2008,17LP00,309,3,1,4,eneheuvel,26-09-11
2008,17LP00,9999,1,0,1,eneheuvel,26-09-11
2008,17MH00,202,1,1,2,eneheuvel,26-09-11
2008,17MH00,203,1,0,1,eneheuvel,26-09-11
2008,17MH00,206,0,1,1,eneheuvel,26-09-11
2008,17MH00,210,0,3,3,eneheuvel,26-09-11
2008,17MH00,212,1,0,1,eneheuvel,26-09-11
2008,17MH00,216,0,1,1,eneheuvel,26-09-11
2008,17MH00,302,0,2,2,eneheuvel,26-09-11
2008,17MH00,303,0,1,1,eneheuvel,26-09-11
2008,17MH00,304,0,1,1,eneheuvel,26-09-11
2008,17MH00,305,60,66,126,eneheuvel,26-09-11
2008,17MH00,306,4,1,5,eneheuvel,26-09-11
2008,17MH00,311,0,1,1,eneheuvel,26-09-11
2008,21KO00,106,0,1,1,eneheuvel,26-09-11
2008,21KO00,202,1,0,1,eneheuvel,26-09-11
2008,21KO00,206,1,0,1,eneheuvel,26-09-11
2008,21KO00,209,2,5,7,eneheuvel,26-09-11
2008,21KO00,210,91,89,180,eneheuvel,26-09-11
2008,21KO00,211,2,0,2,eneheuvel,26-09-11
2008,21KO00,212,1,0,1,eneheuvel,26-09-11
2008,21KO00,213,0,1,1,eneheuvel,26-09-11
2008,21KO00,214,0,2,2,eneheuvel,26-09-11
2008,21KO00,216,0,2,2,eneheuvel,26-09-11
2008,21KO00,309,0,1,1,eneheuvel,26-09-11
2008,21KO00,9999,0,2,2,eneheuvel,26-09-11
2008,21NC00,103,0,1,1,eneheuvel,26-09-11
