LLPerWijk_Jaar,LLPerWijk_Brin,LLPerWijk_WijkNr,LLPerWijk_Onderbouw,LLPerWijk_Bovenbouw,LLPerWijk_Totaal,LLPerWijk_InvoerWie,LLPerWijk_InvoerWanneer
2005,15SJ00,209,4,0,4,eneheuvel,26-09-11
2005,15SJ00,210,6,0,6,eneheuvel,26-09-11
2005,15SJ00,211,4,0,4,eneheuvel,26-09-11
2005,15SJ00,212,4,0,4,eneheuvel,26-09-11
2005,15SJ00,214,1,0,1,eneheuvel,26-09-11
2005,15SJ00,302,2,0,2,eneheuvel,26-09-11
2005,15SJ00,303,2,0,2,eneheuvel,26-09-11
2005,15SJ00,304,1,0,1,eneheuvel,26-09-11
2005,15SJ00,305,2,0,2,eneheuvel,26-09-11
2005,15SJ00,307,1,0,1,eneheuvel,26-09-11
2005,15ZL00,105,0,1,1,eneheuvel,26-09-11
2005,15ZL00,202,0,2,2,eneheuvel,26-09-11
2005,15ZL00,205,1,0,1,eneheuvel,26-09-11
2005,15ZL00,206,2,3,5,eneheuvel,26-09-11
2005,15ZL00,207,1,5,6,eneheuvel,26-09-11
2005,15ZL00,208,1,3,4,eneheuvel,26-09-11
2005,15ZL00,210,0,1,1,eneheuvel,26-09-11
2005,15ZL00,211,2,0,2,eneheuvel,26-09-11
2005,15ZL00,215,0,1,1,eneheuvel,26-09-11
2005,15ZL00,302,1,5,6,eneheuvel,26-09-11
2005,15ZL00,303,4,7,11,eneheuvel,26-09-11
2005,15ZL00,304,2,4,6,eneheuvel,26-09-11
2005,15ZL00,305,47,46,93,eneheuvel,26-09-11
2005,15ZL00,306,10,19,29,eneheuvel,26-09-11
2005,15ZL00,307,1,4,5,eneheuvel,26-09-11
2005,15ZL00,308,4,0,4,eneheuvel,26-09-11
2005,15ZL00,309,7,8,15,eneheuvel,26-09-11
2005,15ZL00,311,2,0,2,eneheuvel,26-09-11
2005,15ZL00,312,1,1,2,eneheuvel,26-09-11
2005,15ZL00,9999,0,2,2,eneheuvel,26-09-11
2005,15ZL01,106,1,0,1,eneheuvel,26-09-11
2005,15ZL01,202,2,1,3,eneheuvel,26-09-11
2005,15ZL01,206,1,2,3,eneheuvel,26-09-11
2005,15ZL01,207,1,0,1,eneheuvel,26-09-11
2005,15ZL01,209,7,5,12,eneheuvel,26-09-11
2005,15ZL01,210,78,61,139,eneheuvel,26-09-11
2005,15ZL01,212,0,4,4,eneheuvel,26-09-11
2005,15ZL01,213,1,0,1,eneheuvel,26-09-11
2005,15ZL01,214,1,1,2,eneheuvel,26-09-11
2005,15ZL01,215,3,8,11,eneheuvel,26-09-11
2005,15ZL01,305,0,1,1,eneheuvel,26-09-11
2005,15ZL01,9999,1,2,3,eneheuvel,26-09-11
2005,16CK00,106,1,0,1,eneheuvel,26-09-11
2005,16CK00,202,3,0,3,eneheuvel,26-09-11
2005,16CK00,203,1,0,1,eneheuvel,26-09-11
2005,16CK00,204,1,0,1,eneheuvel,26-09-11
2005,16CK00,205,2,0,2,eneheuvel,26-09-11
2005,16CK00,208,1,0,1,eneheuvel,26-09-11
2005,16CK00,209,2,0,2,eneheuvel,26-09-11
2005,16CK00,210,1,0,1,eneheuvel,26-09-11
2005,16CK00,211,1,0,1,eneheuvel,26-09-11
2005,16CK00,302,2,0,2,eneheuvel,26-09-11
2005,16CK00,304,4,0,4,eneheuvel,26-09-11
2005,16CK00,305,2,0,2,eneheuvel,26-09-11
2005,16CK00,306,2,0,2,eneheuvel,26-09-11
2005,16CK00,308,1,0,1,eneheuvel,26-09-11
2005,16CK00,309,2,0,2,eneheuvel,26-09-11
2005,16CK00,311,3,0,3,eneheuvel,26-09-11
2005,16CK00,9999,2,0,2,eneheuvel,26-09-11
2005,06RM00,102,4,0,4,eneheuvel,26-09-11
2005,06RM00,103,2,1,3,eneheuvel,26-09-11
2005,06RM00,105,2,3,5,eneheuvel,26-09-11
2005,06RM00,106,1,1,2,eneheuvel,26-09-11
2005,06RM00,108,4,1,5,eneheuvel,26-09-11
2005,06RM00,109,0,2,2,eneheuvel,26-09-11
2005,06RM00,202,6,11,17,eneheuvel,26-09-11
2005,06RM00,206,4,5,9,eneheuvel,26-09-11
2005,06RM00,207,3,1,4,eneheuvel,26-09-11
2005,06RM00,208,2,4,6,eneheuvel,26-09-11
2005,06RM00,210,5,3,8,eneheuvel,26-09-11
2005,06RM00,211,5,7,12,eneheuvel,26-09-11
2005,06RM00,212,37,21,58,eneheuvel,26-09-11
2005,06RM00,213,10,7,17,eneheuvel,26-09-11
2005,06RM00,214,17,10,27,eneheuvel,26-09-11
2005,06RM00,215,4,2,6,eneheuvel,26-09-11
2005,06RM00,216,1,0,1,eneheuvel,26-09-11
2005,06RM00,302,4,5,9,eneheuvel,26-09-11
2005,06RM00,303,5,4,9,eneheuvel,26-09-11
2005,06RM00,304,1,1,2,eneheuvel,26-09-11
2005,06RM00,306,1,1,2,eneheuvel,26-09-11
2005,06RM00,307,1,0,1,eneheuvel,26-09-11
2005,06RM00,309,4,3,7,eneheuvel,26-09-11
2005,06RM00,311,2,2,4,eneheuvel,26-09-11
2005,06RM00,312,1,1,2,eneheuvel,26-09-11
2005,06RM00,502,4,3,7,eneheuvel,26-09-11
2005,06RM00,9999,9,7,16,eneheuvel,26-09-11
2005,12HU00,103,1,0,1,eneheuvel,26-09-11
2005,12HU00,104,0,1,1,eneheuvel,26-09-11
2005,12HU00,106,0,1,1,eneheuvel,26-09-11
2005,12HU00,201,4,10,14,eneheuvel,26-09-11
2005,12HU00,202,1,2,3,eneheuvel,26-09-11
2005,12HU00,203,1,0,1,eneheuvel,26-09-11
2005,12HU00,204,1,2,3,eneheuvel,26-09-11
2005,12HU00,205,1,0,1,eneheuvel,26-09-11
2005,12HU00,206,1,3,4,eneheuvel,26-09-11
2005,12HU00,209,1,3,4,eneheuvel,26-09-11
2005,12HU00,210,3,2,5,eneheuvel,26-09-11
2005,12HU00,211,56,46,102,eneheuvel,26-09-11
2005,12HU00,212,1,1,2,eneheuvel,26-09-11
2005,12HU00,213,1,2,3,eneheuvel,26-09-11
2005,12HU00,214,1,0,1,eneheuvel,26-09-11
2005,12HU00,312,0,1,1,eneheuvel,26-09-11
2005,12HU00,9999,0,3,3,eneheuvel,26-09-11
2005,12PM00,101,6,6,12,eneheuvel,26-09-11
2005,12PM00,102,4,6,10,eneheuvel,26-09-11
2005,12PM00,103,43,23,66,eneheuvel,26-09-11
2005,12PM00,104,1,1,2,eneheuvel,26-09-11
2005,12PM00,106,3,3,6,eneheuvel,26-09-11
2005,12PM00,107,18,14,32,eneheuvel,26-09-11
2005,12PM00,108,18,8,26,eneheuvel,26-09-11
2005,12PM00,109,18,19,37,eneheuvel,26-09-11
2005,12PM00,202,2,0,2,eneheuvel,26-09-11
2005,12PM00,212,1,1,2,eneheuvel,26-09-11
2005,12PM00,214,1,0,1,eneheuvel,26-09-11
2005,12PM00,311,3,0,3,eneheuvel,26-09-11
2005,12PM00,9999,0,2,2,eneheuvel,26-09-11
2005,12QK00,104,1,0,1,eneheuvel,26-09-11
2005,12QK00,202,2,0,2,eneheuvel,26-09-11
2005,12QK00,204,0,2,2,eneheuvel,26-09-11
2005,12QK00,205,0,3,3,eneheuvel,26-09-11
2005,12QK00,206,100,117,217,eneheuvel,26-09-11
2005,12QK00,207,3,1,4,eneheuvel,26-09-11
2005,12QK00,208,2,5,7,eneheuvel,26-09-11
2005,12QK00,209,4,4,8,eneheuvel,26-09-11
2005,12QK00,210,9,6,15,eneheuvel,26-09-11
2005,12QK00,212,1,1,2,eneheuvel,26-09-11
2005,12QK00,213,1,1,2,eneheuvel,26-09-11
2005,12QK00,215,11,17,28,eneheuvel,26-09-11
2005,12QK00,216,1,0,1,eneheuvel,26-09-11
2005,12QK00,303,1,0,1,eneheuvel,26-09-11
2005,12QK00,305,0,1,1,eneheuvel,26-09-11
2005,12QK00,308,1,1,2,eneheuvel,26-09-11
2005,12QK00,309,1,1,2,eneheuvel,26-09-11
2005,12QK00,311,1,1,2,eneheuvel,26-09-11
2005,12QK00,502,0,1,1,eneheuvel,26-09-11
2005,12XA00,201,1,1,2,eneheuvel,26-09-11
2005,12XA00,211,71,47,118,eneheuvel,26-09-11
2005,12XA00,213,0,1,1,eneheuvel,26-09-11
2005,12XA00,309,0,1,1,eneheuvel,26-09-11
2005,13CW00,201,1,0,1,eneheuvel,26-09-11
2005,13CW00,205,6,2,8,eneheuvel,26-09-11
2005,13CW00,206,79,72,151,eneheuvel,26-09-11
2005,13CW00,207,5,1,6,eneheuvel,26-09-11
2005,13CW00,208,1,1,2,eneheuvel,26-09-11
2005,13CW00,209,9,7,16,eneheuvel,26-09-11
2005,13CW00,210,7,13,20,eneheuvel,26-09-11
2005,13CW00,211,1,0,1,eneheuvel,26-09-11
2005,13CW00,212,0,3,3,eneheuvel,26-09-11
2005,13CW00,215,13,11,24,eneheuvel,26-09-11
2005,13CW00,216,1,0,1,eneheuvel,26-09-11
2005,13CW00,302,0,1,1,eneheuvel,26-09-11
2005,13CW00,305,0,1,1,eneheuvel,26-09-11
2005,13CW00,9999,3,0,3,eneheuvel,26-09-11
2005,13IF00,105,3,2,5,eneheuvel,26-09-11
2005,13IF00,208,0,1,1,eneheuvel,26-09-11
2005,13IF00,211,0,1,1,eneheuvel,26-09-11
2005,13IF00,301,8,5,13,eneheuvel,26-09-11
2005,13IF00,302,1,3,4,eneheuvel,26-09-11
2005,13IF00,303,13,9,22,eneheuvel,26-09-11
2005,13IF00,304,43,23,66,eneheuvel,26-09-11
2005,13IF00,305,17,19,36,eneheuvel,26-09-11
2005,13IF00,306,8,11,19,eneheuvel,26-09-11
2005,13IF00,307,0,2,2,eneheuvel,26-09-11
2005,13IF00,308,0,2,2,eneheuvel,26-09-11
2005,13IF00,309,1,2,3,eneheuvel,26-09-11
2005,13IF00,311,0,1,1,eneheuvel,26-09-11
2005,13IF00,9999,0,1,1,eneheuvel,26-09-11
2005,13IU00,101,1,1,2,eneheuvel,26-09-11
2005,13IU00,102,8,6,14,eneheuvel,26-09-11
2005,13IU00,103,6,2,8,eneheuvel,26-09-11
2005,13IU00,104,1,0,1,eneheuvel,26-09-11
2005,13IU00,105,2,4,6,eneheuvel,26-09-11
2005,13IU00,106,48,38,86,eneheuvel,26-09-11
2005,13IU00,107,6,4,10,eneheuvel,26-09-11
2005,13IU00,108,4,2,6,eneheuvel,26-09-11
2005,13IU00,109,1,2,3,eneheuvel,26-09-11
2005,13IU00,203,0,1,1,eneheuvel,26-09-11
2005,13IU00,205,1,0,1,eneheuvel,26-09-11
2005,13IU00,211,1,1,2,eneheuvel,26-09-11
2005,13IU00,308,0,1,1,eneheuvel,26-09-11
2005,13IU00,309,1,1,2,eneheuvel,26-09-11
2005,13IU00,311,0,1,1,eneheuvel,26-09-11
2005,13IU00,9999,1,4,5,eneheuvel,26-09-11
2005,13NH00,101,3,1,4,eneheuvel,26-09-11
2005,13NH00,102,7,10,17,eneheuvel,26-09-11
2005,13NH00,103,1,0,1,eneheuvel,26-09-11
2005,13NH00,104,16,19,35,eneheuvel,26-09-11
2005,16KK00,101,17,12,29,eneheuvel,26-09-11
2005,16KK00,102,47,47,94,eneheuvel,26-09-11
2005,16KK00,103,62,43,105,eneheuvel,26-09-11
2005,16KK00,104,1,3,4,eneheuvel,26-09-11
2005,16KK00,105,5,1,6,eneheuvel,26-09-11
2005,16KK00,106,2,6,8,eneheuvel,26-09-11
2005,16KK00,107,17,16,33,eneheuvel,26-09-11
2005,16KK00,108,25,35,60,eneheuvel,26-09-11
2005,16KK00,109,23,16,39,eneheuvel,26-09-11
2005,16KK00,110,2,0,2,eneheuvel,26-09-11
2005,16KK00,202,4,0,4,eneheuvel,26-09-11
2005,16KK00,203,2,0,2,eneheuvel,26-09-11
2005,16KK00,207,3,0,3,eneheuvel,26-09-11
2005,16KK00,208,1,0,1,eneheuvel,26-09-11
2005,16KK00,210,1,0,1,eneheuvel,26-09-11
2005,16KK00,211,2,2,4,eneheuvel,26-09-11
2005,16KK00,213,2,0,2,eneheuvel,26-09-11
2005,16KK00,214,3,1,4,eneheuvel,26-09-11
2005,16KK00,303,2,0,2,eneheuvel,26-09-11
2005,16KK00,305,2,0,2,eneheuvel,26-09-11
2005,13NH00,105,57,55,112,eneheuvel,26-09-11
2005,13NH00,106,3,7,10,eneheuvel,26-09-11
2005,13NH00,107,2,5,7,eneheuvel,26-09-11
2005,13NH00,108,0,1,1,eneheuvel,26-09-11
2005,13NH00,109,0,1,1,eneheuvel,26-09-11
2005,13NH00,110,1,4,5,eneheuvel,26-09-11
2005,13NH00,202,0,3,3,eneheuvel,26-09-11
2005,13NH00,203,1,0,1,eneheuvel,26-09-11
2005,13NH00,213,1,0,1,eneheuvel,26-09-11
2005,13NH00,303,1,0,1,eneheuvel,26-09-11
2005,13NH00,9999,1,1,2,eneheuvel,26-09-11
2005,13NU00,205,0,1,1,eneheuvel,26-09-11
2005,13NU00,207,1,0,1,eneheuvel,26-09-11
2005,13NU00,208,1,2,3,eneheuvel,26-09-11
2005,13NU00,210,1,0,1,eneheuvel,26-09-11
2005,13NU00,211,1,0,1,eneheuvel,26-09-11
2005,13NU00,213,1,0,1,eneheuvel,26-09-11
2005,13NU00,214,1,0,1,eneheuvel,26-09-11
2005,13NU00,301,12,7,19,eneheuvel,26-09-11
2005,13NU00,302,0,3,3,eneheuvel,26-09-11
2005,13NU00,303,38,38,76,eneheuvel,26-09-11
2005,13NU00,304,67,69,136,eneheuvel,26-09-11
2005,13NU00,305,15,13,28,eneheuvel,26-09-11
2005,13NU00,306,8,12,20,eneheuvel,26-09-11
2005,13NU00,307,1,2,3,eneheuvel,26-09-11
2005,13NU00,308,3,10,13,eneheuvel,26-09-11
2005,13NU00,309,0,8,8,eneheuvel,26-09-11
2005,13NU00,311,1,1,2,eneheuvel,26-09-11
2005,13NU00,502,0,1,1,eneheuvel,26-09-11
2005,13NU00,9999,1,1,2,eneheuvel,26-09-11
2005,14QC00,102,0,1,1,eneheuvel,26-09-11
2005,14QC00,108,0,1,1,eneheuvel,26-09-11
2005,14QC00,109,3,0,3,eneheuvel,26-09-11
2005,14QC00,201,3,1,4,eneheuvel,26-09-11
2005,14QC00,202,56,70,126,eneheuvel,26-09-11
2005,14QC00,203,60,38,98,eneheuvel,26-09-11
2005,14QC00,204,26,26,52,eneheuvel,26-09-11
2005,14QC00,205,11,12,23,eneheuvel,26-09-11
2005,14QC00,206,6,2,8,eneheuvel,26-09-11
2005,14QC00,207,9,6,15,eneheuvel,26-09-11
2005,14QC00,208,16,15,31,eneheuvel,26-09-11
2005,14QC00,210,5,1,6,eneheuvel,26-09-11
2005,14QC00,211,3,1,4,eneheuvel,26-09-11
2005,14QC00,212,2,7,9,eneheuvel,26-09-11
2005,14QC00,213,1,0,1,eneheuvel,26-09-11
2005,14QC00,214,3,6,9,eneheuvel,26-09-11
2005,14QC00,215,1,1,2,eneheuvel,26-09-11
2005,14QC00,216,1,0,1,eneheuvel,26-09-11
2005,14QC00,301,1,0,1,eneheuvel,26-09-11
2005,14QC00,302,3,6,9,eneheuvel,26-09-11
2005,14QC00,303,1,1,2,eneheuvel,26-09-11
2005,14QC00,304,2,0,2,eneheuvel,26-09-11
2005,14QC00,307,2,1,3,eneheuvel,26-09-11
2005,14QC00,309,3,1,4,eneheuvel,26-09-11
2005,14QC00,310,2,0,2,eneheuvel,26-09-11
2005,14QC00,311,2,1,3,eneheuvel,26-09-11
2005,14QC00,312,1,0,1,eneheuvel,26-09-11
2005,14QC00,502,14,9,23,eneheuvel,26-09-11
2005,14QC00,9999,1,2,3,eneheuvel,26-09-11
2005,15SJ00,102,1,0,1,eneheuvel,26-09-11
2005,15SJ00,103,1,0,1,eneheuvel,26-09-11
2005,15SJ00,104,1,0,1,eneheuvel,26-09-11
2005,15SJ00,108,1,0,1,eneheuvel,26-09-11
2005,15SJ00,201,1,0,1,eneheuvel,26-09-11
2005,15SJ00,202,2,0,2,eneheuvel,26-09-11
2005,15SJ00,204,2,0,2,eneheuvel,26-09-11
2005,15SJ00,205,1,0,1,eneheuvel,26-09-11
2005,15SJ00,206,6,0,6,eneheuvel,26-09-11
2005,15SJ00,208,2,0,2,eneheuvel,26-09-11
2005,16KK00,306,1,0,1,eneheuvel,26-09-11
2005,16KK00,309,0,1,1,eneheuvel,26-09-11
2005,16KK00,311,1,1,2,eneheuvel,26-09-11
2005,16KK00,502,2,2,4,eneheuvel,26-09-11
2005,16KK00,9999,2,0,2,eneheuvel,26-09-11
2005,16LJ00,101,2,2,4,eneheuvel,26-09-11
2005,16LJ00,102,3,3,6,eneheuvel,26-09-11
2005,16LJ00,103,1,2,3,eneheuvel,26-09-11
2005,16LJ00,104,2,5,7,eneheuvel,26-09-11
2005,16LJ00,105,0,1,1,eneheuvel,26-09-11
2005,16LJ00,106,53,45,98,eneheuvel,26-09-11
2005,16LJ00,107,6,3,9,eneheuvel,26-09-11
2005,16LJ00,108,5,6,11,eneheuvel,26-09-11
2005,16LJ00,109,1,1,2,eneheuvel,26-09-11
2005,16LJ00,202,0,3,3,eneheuvel,26-09-11
2005,16LJ00,203,1,0,1,eneheuvel,26-09-11
2005,16LJ00,204,0,1,1,eneheuvel,26-09-11
2005,16LJ00,205,0,1,1,eneheuvel,26-09-11
2005,16LJ00,207,0,1,1,eneheuvel,26-09-11
2005,16LJ00,211,0,2,2,eneheuvel,26-09-11
2005,16LJ00,213,1,0,1,eneheuvel,26-09-11
2005,16LJ00,302,0,1,1,eneheuvel,26-09-11
2005,16LJ00,305,0,1,1,eneheuvel,26-09-11
2005,16LJ00,308,0,1,1,eneheuvel,26-09-11
2005,16LJ00,9999,0,2,2,eneheuvel,26-09-11
2005,16ML00,101,1,7,8,eneheuvel,26-09-11
2005,16ML00,102,22,19,41,eneheuvel,26-09-11
2005,16ML00,103,1,1,2,eneheuvel,26-09-11
2005,16ML00,104,58,72,130,eneheuvel,26-09-11
2005,16ML00,105,31,34,65,eneheuvel,26-09-11
2005,16ML00,106,1,2,3,eneheuvel,26-09-11
2005,16ML00,107,2,1,3,eneheuvel,26-09-11
2005,16ML00,108,0,4,4,eneheuvel,26-09-11
2005,16ML00,109,2,5,7,eneheuvel,26-09-11
2005,16ML00,110,1,1,2,eneheuvel,26-09-11
2005,16ML00,202,0,1,1,eneheuvel,26-09-11
2005,16ML00,203,1,0,1,eneheuvel,26-09-11
2005,16ML00,205,1,0,1,eneheuvel,26-09-11
2005,16ML00,207,0,1,1,eneheuvel,26-09-11
2005,16ML00,209,0,1,1,eneheuvel,26-09-11
2005,16ML00,210,0,2,2,eneheuvel,26-09-11
2005,16ML00,212,3,0,3,eneheuvel,26-09-11
2005,16ML00,214,2,0,2,eneheuvel,26-09-11
2005,16ML00,302,2,0,2,eneheuvel,26-09-11
2005,16ML00,303,1,1,2,eneheuvel,26-09-11
2005,16ML00,306,1,1,2,eneheuvel,26-09-11
2005,16ML00,309,0,2,2,eneheuvel,26-09-11
2005,16ML00,502,1,0,1,eneheuvel,26-09-11
2005,16ML00,9999,1,0,1,eneheuvel,26-09-11
2005,16OC00,101,1,0,1,eneheuvel,26-09-11
2005,16OC00,102,0,1,1,eneheuvel,26-09-11
2005,16OC00,103,3,5,8,eneheuvel,26-09-11
2005,16OC00,104,0,1,1,eneheuvel,26-09-11
2005,16OC00,105,1,1,2,eneheuvel,26-09-11
2005,16OC00,106,1,0,1,eneheuvel,26-09-11
2005,16OC00,107,69,81,150,eneheuvel,26-09-11
2005,16OC00,108,16,21,37,eneheuvel,26-09-11
2005,16OC00,109,43,47,90,eneheuvel,26-09-11
2005,16OC00,202,0,1,1,eneheuvel,26-09-11
2005,16OC00,207,1,0,1,eneheuvel,26-09-11
2005,16OC00,208,0,2,2,eneheuvel,26-09-11
2005,16OC00,209,0,2,2,eneheuvel,26-09-11
2005,16OC00,210,0,1,1,eneheuvel,26-09-11
2005,16OC00,212,0,1,1,eneheuvel,26-09-11
2005,16OC00,214,1,1,2,eneheuvel,26-09-11
2005,16OC00,302,1,0,1,eneheuvel,26-09-11
2005,16OC00,307,1,1,2,eneheuvel,26-09-11
2005,16OC00,308,0,1,1,eneheuvel,26-09-11
2005,16OC00,311,1,2,3,eneheuvel,26-09-11
2005,16UK00,101,2,1,3,eneheuvel,26-09-11
2005,16UK00,102,1,3,4,eneheuvel,26-09-11
2005,16UK00,103,6,12,18,eneheuvel,26-09-11
2005,16UK00,107,0,1,1,eneheuvel,26-09-11
2005,16UK00,108,63,64,127,eneheuvel,26-09-11
2005,16UK00,109,1,4,5,eneheuvel,26-09-11
2005,16UK00,207,1,0,1,eneheuvel,26-09-11
2005,16UK00,210,0,1,1,eneheuvel,26-09-11
2005,16UK00,306,0,1,1,eneheuvel,26-09-11
2005,16UK00,9999,1,6,7,eneheuvel,26-09-11
2005,16WV00,201,4,5,9,eneheuvel,26-09-11
2005,16WV00,202,0,1,1,eneheuvel,26-09-11
2005,16WV00,205,0,1,1,eneheuvel,26-09-11
2005,16WV00,209,15,17,32,eneheuvel,26-09-11
2005,16WV00,210,1,3,4,eneheuvel,26-09-11
2005,16WV00,211,49,64,113,eneheuvel,26-09-11
2005,16WV00,305,1,0,1,eneheuvel,26-09-11
2005,16YS00,201,9,9,18,eneheuvel,26-09-11
2005,16YS00,208,1,0,1,eneheuvel,26-09-11
2005,16YS00,209,0,1,1,eneheuvel,26-09-11
2005,16YS00,210,0,1,1,eneheuvel,26-09-11
2005,16YS00,211,86,67,153,eneheuvel,26-09-11
2005,16YS00,212,0,4,4,eneheuvel,26-09-11
2005,16YS00,213,1,0,1,eneheuvel,26-09-11
2005,16YS00,303,0,1,1,eneheuvel,26-09-11
2005,16YS00,311,0,1,1,eneheuvel,26-09-11
2005,16YS00,312,1,0,1,eneheuvel,26-09-11
2005,16YS00,9999,0,1,1,eneheuvel,26-09-11
2005,16ZG00,102,0,1,1,eneheuvel,26-09-11
2005,16ZG00,206,1,1,2,eneheuvel,26-09-11
2005,16ZG00,208,1,0,1,eneheuvel,26-09-11
2005,16ZG00,210,1,0,1,eneheuvel,26-09-11
2005,16ZG00,211,90,81,171,eneheuvel,26-09-11
2005,16ZG00,212,3,1,4,eneheuvel,26-09-11
2005,16ZG00,214,0,1,1,eneheuvel,26-09-11
2005,16ZG00,303,0,1,1,eneheuvel,26-09-11
2005,16ZG00,308,1,0,1,eneheuvel,26-09-11
2005,16ZG00,309,1,0,1,eneheuvel,26-09-11
2005,16ZG00,311,0,1,1,eneheuvel,26-09-11
2005,16ZG00,9999,1,0,1,eneheuvel,26-09-11
2005,16ZX00,108,1,1,2,eneheuvel,26-09-11
2005,16ZX00,201,2,1,3,eneheuvel,26-09-11
2005,16ZX00,204,0,1,1,eneheuvel,26-09-11
2005,16ZX00,206,25,43,68,eneheuvel,26-09-11
2005,16ZX00,207,38,15,53,eneheuvel,26-09-11
2005,16ZX00,209,45,45,90,eneheuvel,26-09-11
2005,16ZX00,210,0,1,1,eneheuvel,26-09-11
2005,16ZX00,211,1,0,1,eneheuvel,26-09-11
2005,16ZX00,212,0,1,1,eneheuvel,26-09-11
2005,16ZX00,304,1,0,1,eneheuvel,26-09-11
2005,16ZX00,305,0,1,1,eneheuvel,26-09-11
2005,16ZX00,9999,3,1,4,eneheuvel,26-09-11
2005,17AK00,202,0,2,2,eneheuvel,26-09-11
2005,17AK00,203,0,3,3,eneheuvel,26-09-11
2005,17AK00,204,0,1,1,eneheuvel,26-09-11
2005,17AK00,205,1,2,3,eneheuvel,26-09-11
2005,17AK00,206,66,66,132,eneheuvel,26-09-11
2005,17AK00,207,0,2,2,eneheuvel,26-09-11
2005,17AK00,209,2,0,2,eneheuvel,26-09-11
2005,17AK00,210,4,2,6,eneheuvel,26-09-11
2005,17AK00,212,0,1,1,eneheuvel,26-09-11
2005,17AK00,215,2,2,4,eneheuvel,26-09-11
2005,17AK00,301,1,1,2,eneheuvel,26-09-11
2005,17AK00,302,2,1,3,eneheuvel,26-09-11
2005,17AK00,303,1,0,1,eneheuvel,26-09-11
2005,17AK00,304,1,1,2,eneheuvel,26-09-11
2005,17AK00,305,3,2,5,eneheuvel,26-09-11
2005,17AK00,306,1,0,1,eneheuvel,26-09-11
2005,17AK00,307,1,1,2,eneheuvel,26-09-11
2005,17AK00,309,1,2,3,eneheuvel,26-09-11
2005,17AK00,312,1,0,1,eneheuvel,26-09-11
2005,17AV00,103,1,0,1,eneheuvel,26-09-11
2005,17AV00,201,0,1,1,eneheuvel,26-09-11
2005,17AV00,203,0,1,1,eneheuvel,26-09-11
2005,17AV00,204,0,1,1,eneheuvel,26-09-11
2005,17AV00,205,1,1,2,eneheuvel,26-09-11
2005,17AV00,206,76,74,150,eneheuvel,26-09-11
2005,17AV00,207,1,5,6,eneheuvel,26-09-11
2005,17AV00,208,0,1,1,eneheuvel,26-09-11
2005,17AV00,209,1,2,3,eneheuvel,26-09-11
2005,17AV00,210,0,6,6,eneheuvel,26-09-11
2005,17AV00,211,0,1,1,eneheuvel,26-09-11
2005,17AV00,305,0,1,1,eneheuvel,26-09-11
2005,17AV00,9999,4,3,7,eneheuvel,26-09-11
2005,17BP00,202,0,1,1,eneheuvel,26-09-11
2005,17BP00,207,1,0,1,eneheuvel,26-09-11
2005,17BP00,208,0,1,1,eneheuvel,26-09-11
2005,17BP00,211,55,59,114,eneheuvel,26-09-11
2005,17BP00,212,4,5,9,eneheuvel,26-09-11
2005,17BP00,213,76,90,166,eneheuvel,26-09-11
2005,17BP00,214,2,7,9,eneheuvel,26-09-11
2005,17BP00,301,0,1,1,eneheuvel,26-09-11
2005,17BP00,303,0,3,3,eneheuvel,26-09-11
2005,17BP00,312,1,0,1,eneheuvel,26-09-11
2005,17BP00,9999,2,0,2,eneheuvel,26-09-11
2005,17DA00,207,1,1,2,eneheuvel,26-09-11
2005,17DA00,209,16,11,27,eneheuvel,26-09-11
2005,17DA00,210,50,69,119,eneheuvel,26-09-11
2005,17DA00,211,1,2,3,eneheuvel,26-09-11
2005,17DA00,214,0,1,1,eneheuvel,26-09-11
2005,17DA00,215,0,2,2,eneheuvel,26-09-11
2005,17DA00,307,1,1,2,eneheuvel,26-09-11
2005,17DA00,309,1,0,1,eneheuvel,26-09-11
2005,17DA00,9999,2,2,4,eneheuvel,26-09-11
2005,17DK00,201,0,1,1,eneheuvel,26-09-11
2005,17DK00,206,1,0,1,eneheuvel,26-09-11
2005,17DK00,207,1,0,1,eneheuvel,26-09-11
2005,17DK00,208,0,1,1,eneheuvel,26-09-11
2005,17DK00,301,5,5,10,eneheuvel,26-09-11
2005,17DK00,302,1,0,1,eneheuvel,26-09-11
2005,17DK00,303,1,5,6,eneheuvel,26-09-11
2005,17DK00,304,35,47,82,eneheuvel,26-09-11
2005,17DK00,305,0,2,2,eneheuvel,26-09-11
2005,17DK00,306,0,2,2,eneheuvel,26-09-11
2005,17DK00,309,3,1,4,eneheuvel,26-09-11
2005,17DV00,103,0,1,1,eneheuvel,26-09-11
2005,17DV00,106,1,0,1,eneheuvel,26-09-11
2005,17DV00,108,1,0,1,eneheuvel,26-09-11
2005,17DV00,202,1,0,1,eneheuvel,26-09-11
2005,17DV00,203,2,0,2,eneheuvel,26-09-11
2005,17DV00,204,3,2,5,eneheuvel,26-09-11
2005,17DV00,205,1,1,2,eneheuvel,26-09-11
2005,17DV00,206,0,1,1,eneheuvel,26-09-11
2005,17DV00,207,0,2,2,eneheuvel,26-09-11
2005,17DV00,208,0,4,4,eneheuvel,26-09-11
2005,17DV00,209,1,1,2,eneheuvel,26-09-11
2005,17DV00,211,1,2,3,eneheuvel,26-09-11
2005,17DV00,301,13,7,20,eneheuvel,26-09-11
2005,17DV00,302,4,4,8,eneheuvel,26-09-11
