DatumExport;BrinVest;EsisIdentificatienummer;Vormingsgebied;Toets;Toetsversie;Schooljaar;Afnamedatum;Leerjaar;Afnamemoment;DL;Ruwescore;Vaardigheidsscore;DLE;AE;IV;Norm
03-04-2013;13NU00;135946828;Spelling;PI-Dictee;1999 M7 - Dictee;2012-2013;17-02-2013;7;M7;46;107;;40;C;;
03-04-2013;13NU00;135946828;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;04-02-2013;7;;46;11;;55;;;
03-04-2013;13NU00;135946828;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M7 - Kaart 3;2012-2013;22-01-2013;7;M7;45;93;100;;A;II;
03-04-2013;13NU00;135946833;Begr. lezen;CITO Begrijpend lezen;LOVS M7 - Start + Vervolg 2;2012-2013;23-01-2013;7;M7;45;42;49;52;B;II;
03-04-2013;13NU00;135946833;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M7 - Totaal;2012-2013;24-01-2013;7;M7;45;70;102;52;B;II;
03-04-2013;13NU00;135946833;Spelling;CITO Spelling;LOVS M7 - Start + Vervolg 2;2012-2013;23-01-2013;7;M7;45;58;152;;A;I;
03-04-2013;13NU00;135946833;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;31-01-2013;7;;45;11;;55;;;
03-04-2013;13NU00;135946833;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M7 - Kaart 3;2012-2013;31-01-2013;7;M7;45;90;97;;B;II;
03-04-2013;13NU00;135946835;Begr. lezen;CITO Begrijpend lezen;LOVS M7 - Start + Vervolg 2;2012-2013;23-01-2013;7;M7;45;40;46;47;B;III;
03-04-2013;13NU00;135946835;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M7 - Totaal;2012-2013;24-01-2013;7;M7;45;60;96;45;C;III;
03-04-2013;13NU00;135946835;Spelling;CITO Spelling;LOVS M7 - Start + Vervolg 2;2012-2013;23-01-2013;7;M7;45;60;165;;A;I;
03-04-2013;13NU00;135946835;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;31-01-2013;7;;45;11;;55;;;
03-04-2013;13NU00;135946835;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M7 - Kaart 3;2012-2013;31-01-2013;7;M7;45;100;106;;A;I;
03-04-2013;13NU00;135946837;Begr. lezen;CITO Begrijpend lezen;LOVS M7 - Start + Vervolg 2;2012-2013;22-01-2013;7;M7;45;34;37;39;C;IV;
03-04-2013;13NU00;135946837;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M7 - Totaal;2012-2013;24-01-2013;7;M7;45;50;90;41;C;IV;
03-04-2013;13NU00;135946837;Spelling;CITO Spelling;LOVS M7 - Start + Vervolg 1;2012-2013;22-01-2013;7;M7;45;33;129;29;E;V;
03-04-2013;13NU00;135946837;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;04-02-2013;7;;46;11;;55;;;
03-04-2013;13NU00;135946837;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M7 - Kaart 1*;2012-2013;22-01-2013;7;M7;45;112;97;;A;II;
03-04-2013;13NU00;135946837;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M7 - Kaart 1+2+3;2012-2013;22-01-2013;7;M7;45;292;97;55;B;II;
03-04-2013;13NU00;135946837;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M7 - Kaart 2*;2012-2013;22-01-2013;7;M7;45;104;102;;A;I;
03-04-2013;13NU00;135946837;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M7 - Kaart 3;2012-2013;22-01-2013;7;M7;45;76;85;37;C;IV;
03-04-2013;13NU00;135946841;Begr. lezen;CITO Begrijpend lezen;LOVS M7 - Start + Vervolg 2;2012-2013;22-01-2013;7;M7;45;39;44;45;C;III;
03-04-2013;13NU00;135946841;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M7 - Totaal;2012-2013;24-01-2013;7;M7;45;60;96;45;C;III;
03-04-2013;13NU00;135946841;Spelling;CITO Spelling;LOVS M7 - Start + Vervolg 2;2012-2013;22-01-2013;7;M7;45;52;142;55;B;II;
03-04-2013;13NU00;135946841;Spelling;PI-Dictee;1999 M7 - Dictee;2012-2013;17-02-2013;7;M7;46;111;;43;C;;
03-04-2013;13NU00;135946841;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;04-02-2013;7;;46;11;;55;;;
03-04-2013;13NU00;135946841;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M7 - Kaart 3;2012-2013;22-01-2013;7;M7;45;90;97;;B;II;
03-04-2013;13NU00;135946845;Begr. lezen;CITO Begrijpend lezen;LOVS M7 - Start + Vervolg 2;2012-2013;22-01-2013;7;M7;45;28;30;32;D;V;
03-04-2013;13NU00;135946845;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M7 - Totaal;2012-2013;24-01-2013;7;M7;45;55;93;43;C;IV;
03-04-2013;13NU00;135946845;Spelling;CITO Spelling;LOVS M7 - Start + Vervolg 2;2012-2013;22-01-2013;7;M7;45;41;135;38;C;IV;
03-04-2013;13NU00;135946845;Spelling;PI-Dictee;1999 M7 - Dictee;2012-2013;17-02-2013;7;M7;46;111;;43;C;;
03-04-2013;13NU00;135946845;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;04-02-2013;7;;46;10;;50;;;
03-04-2013;13NU00;135946845;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M7 - Kaart 1*;2012-2013;22-01-2013;7;M7;45;92;80;32;C;IV;
03-04-2013;13NU00;135946845;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M7 - Kaart 2*;2012-2013;22-01-2013;7;M7;45;92;91;45;C;III;
03-04-2013;13NU00;135946845;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M7 - Kaart 3;2012-2013;22-01-2013;7;M7;45;74;83;36;C;IV;
03-04-2013;13NU00;135946847;Begr. lezen;CITO Begrijpend lezen;LOVS M7 - Start + Vervolg 2;2012-2013;22-01-2013;7;M7;45;47;60;;A;I;
03-04-2013;13NU00;135946847;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M7 - Totaal;2012-2013;24-01-2013;7;M7;45;89;121;;A+;I;
03-04-2013;13NU00;135946847;Spelling;CITO Spelling;LOVS M7 - Start + Vervolg 2;2012-2013;22-01-2013;7;M7;45;54;145;;A;I;
03-04-2013;13NU00;135946847;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;04-02-2013;7;;46;10;;50;;;
03-04-2013;13NU00;135946847;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M7 - Kaart 3;2012-2013;22-01-2013;7;M7;45;85;93;48;B;III;
03-04-2013;13NU00;135946849;Begr. lezen;CITO Begrijpend lezen;LOVS M7 - Start + Vervolg 2;2012-2013;22-01-2013;7;M7;45;46;57;;A;I;
03-04-2013;13NU00;135946849;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M7 - Totaal;2012-2013;24-01-2013;7;M7;45;85;115;;A+;I;
03-04-2013;13NU00;135946849;Spelling;CITO Spelling;LOVS M7 - Start + Vervolg 2;2012-2013;22-01-2013;7;M7;45;57;149;;A;I;
03-04-2013;13NU00;135946849;Spelling;PI-Dictee;1999 M7 - Dictee;2012-2013;17-02-2013;7;M7;46;135;;60;A;;
03-04-2013;13NU00;135946849;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;04-02-2013;7;;46;11;;55;;;
03-04-2013;13NU00;135946849;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M7 - Kaart 3;2012-2013;22-01-2013;7;M7;45;106;112;;A;I;
03-04-2013;13NU00;135946855;Begr. lezen;CITO Begrijpend lezen;LOVS M7 - Start + Vervolg 2;2012-2013;23-01-2013;7;M7;45;32;35;36;C;IV;
03-04-2013;13NU00;135946855;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M7 - Totaal;2012-2013;24-01-2013;7;M7;45;26;75;31;E;V;
03-04-2013;13NU00;135946855;Spelling;CITO Spelling;LOVS M7 - Start + Vervolg 2;2012-2013;23-01-2013;7;M7;45;50;141;52;B;II;
03-04-2013;13NU00;135946855;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;31-01-2013;7;;45;11;;55;;;
03-04-2013;13NU00;135946855;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M7 - Kaart 3;2012-2013;31-01-2013;7;M7;45;92;99;;A;II;
03-04-2013;13NU00;135946857;Begr. lezen;CITO Begrijpend lezen;LOVS M7 - Start + Vervolg 2;2012-2013;22-01-2013;7;M7;45;34;37;39;C;IV;
03-04-2013;13NU00;135946857;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M7 - Totaal;2012-2013;24-01-2013;7;M7;45;49;90;41;C;IV;
03-04-2013;13NU00;135946857;Spelling;CITO Spelling;LOVS M7 - Start + Vervolg 2;2012-2013;22-01-2013;7;M7;45;42;136;38;C;IV;
03-04-2013;13NU00;135946857;Spelling;PI-Dictee;1999 M7 - Dictee;2012-2013;17-02-2013;7;M7;46;112;;44;C;;
03-04-2013;13NU00;135946857;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;04-02-2013;7;;46;11;;55;;;
03-04-2013;13NU00;135946857;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M7 - Kaart 3;2012-2013;22-01-2013;7;M7;45;98;104;;A;I;
03-04-2013;13NU00;135946860;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;04-02-2013;8;;56;11;;55;B;;
03-04-2013;13NU00;135946860;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M8 - Kaart 3;2012-2013;04-02-2013;8;M8;56;95;102;;B;II;
03-04-2013;13NU00;135946867;Begr. lezen;CITO Begrijpend lezen;LOVS M6 - Start + Vervolg 2;2012-2013;23-01-2013;6;M6;35;32;36;38;B;III;
03-04-2013;13NU00;135946867;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M6 - Totaal;2012-2013;24-01-2013;6;M6;35;85;101;51;A+;I;
03-04-2013;13NU00;135946867;Spelling;CITO Spelling;LOVS M6 - Start + Vervolg 2;2012-2013;23-01-2013;6;M6;35;51;137;39;B;II;
03-04-2013;13NU00;135946867;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;31-01-2013;6;;35;11;;55;;;
03-04-2013;13NU00;135946867;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M6 - Kaart 3;2012-2013;31-01-2013;6;M6;35;88;96;52;A;I;
03-04-2013;13NU00;135946880;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;04-02-2013;8;;56;11;;55;B;;
03-04-2013;13NU00;135946880;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M8 - Kaart 3;2012-2013;04-02-2013;8;M8;56;91;98;;B;III;
03-04-2013;13NU00;135946886;Begr. lezen;CITO Begrijpend lezen;LOVS M6 - Start + Vervolg 2;2012-2013;23-01-2013;6;M6;35;25;25;28;C;IV;
03-04-2013;13NU00;135946886;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M6 - Totaal;2012-2013;22-01-2013;6;M6;35;45;72;28;D;IV;
03-04-2013;13NU00;135946886;Spelling;CITO Spelling;LOVS M6 - Start + Vervolg 2;2012-2013;22-01-2013;6;M6;35;49;135;37;B;III;
03-04-2013;13NU00;135946886;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;20-01-2013;6;;35;11;;55;;;
03-04-2013;13NU00;135946886;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M6 - Kaart 3;2012-2013;17-01-2013;6;M6;35;82;90;46;B;II;
03-04-2013;13NU00;135946896;Begr. lezen;CITO Begrijpend lezen;LOVS M7 - Start + Vervolg 2;2012-2013;22-01-2013;7;M7;45;44;53;55;B;II;
03-04-2013;13NU00;135946896;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M7 - Totaal;2012-2013;24-01-2013;7;M7;45;53;92;42;C;IV;
03-04-2013;13NU00;135946896;Spelling;CITO Spelling;LOVS M7 - Start + Vervolg 2;2012-2013;22-01-2013;7;M7;45;49;140;50;B;III;
03-04-2013;13NU00;135946896;Spelling;PI-Dictee;1999 M7 - Dictee;2012-2013;17-02-2013;7;M7;46;125;;60;A;;
03-04-2013;13NU00;135946896;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;04-02-2013;7;;46;11;;55;;;
03-04-2013;13NU00;135946896;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M7 - Kaart 3;2012-2013;22-01-2013;7;M7;45;98;104;;A;I;
03-04-2013;13NU00;135946905;Begr. lezen;CITO Begrijpend lezen;LOVS M6 - Start + Vervolg 2;2012-2013;23-01-2013;6;M6;35;27;28;31;C;IV;
03-04-2013;13NU00;135946905;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M6 - Totaal;2012-2013;22-01-2013;6;M6;35;51;76;31;C;IV;
03-04-2013;13NU00;135946905;Spelling;CITO Spelling;LOVS M6 - Start + Vervolg 2;2012-2013;22-01-2013;6;M6;35;29;125;24;D;V;
03-04-2013;13NU00;135946905;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;20-01-2013;6;;35;7;;35;;;
03-04-2013;13NU00;135946905;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M6 - Kaart 1*;2012-2013;17-01-2013;6;M6;35;85;74;26;C;IV;
03-04-2013;13NU00;135946905;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M6 - Kaart 1+2+3;2012-2013;17-01-2013;6;M6;35;206;68;22;D;V;
03-04-2013;13NU00;135946905;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M6 - Kaart 2*;2012-2013;17-01-2013;6;M6;35;77;76;28;C;IV;
03-04-2013;13NU00;135946905;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M6 - Kaart 3;2012-2013;17-01-2013;6;M6;35;44;52;16;E;V;
03-04-2013;13NU00;135946911;Begr. lezen;CITO Begrijpend lezen;LOVS M7 - Start + Vervolg 2;2012-2013;22-01-2013;7;M7;45;45;55;;A;II;
03-04-2013;13NU00;135946911;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M7 - Totaal;2012-2013;24-01-2013;7;M7;45;64;98;48;B;III;
03-04-2013;13NU00;135946911;Spelling;CITO Spelling;LOVS M7 - Start + Vervolg 2;2012-2013;22-01-2013;7;M7;45;56;147;;A;I;
03-04-2013;13NU00;135946911;Spelling;PI-Dictee;1999 M7 - Dictee;2012-2013;17-02-2013;7;M7;46;127;;60;A;;
03-04-2013;13NU00;135946911;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;04-02-2013;7;;46;11;;55;;;
03-04-2013;13NU00;135946911;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M7 - Kaart 3;2012-2013;22-01-2013;7;M7;45;98;104;;A;I;
03-04-2013;13NU00;135946914;Begr. lezen;CITO Begrijpend lezen;LOVS M5 - Start + Vervolg 2;2012-2013;24-01-2013;6;M5;35;25;18;23;C;IV;
03-04-2013;13NU00;135946914;Overig;CITO Woordenschattoets;LOVS M5 - Totaal;2012-2013;24-01-2013;6;M5;35;49;62;24;C;III;
03-04-2013;13NU00;135946914;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M5 - Totaal;2012-2013;22-01-2013;6;M5;35;37;67;24;C;III;
03-04-2013;13NU00;135946914;Spelling;CITO Spelling;LOVS M5 - Start + Vervolg 1;2012-2013;23-01-2013;6;M5;35;17;116;13;E;V;
03-04-2013;13NU00;135946914;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;29-01-2013;6;;35;5;;25;;;
03-04-2013;13NU00;135946914;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 1*;2012-2013;22-01-2013;6;M5;35;69;60;18;D;IV;
03-04-2013;13NU00;135946914;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 1+2+3;2012-2013;22-01-2013;6;M5;35;152;50;14;D;V;
03-04-2013;13NU00;135946914;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 2*;2012-2013;22-01-2013;6;M5;35;47;46;13;D;V;
03-04-2013;13NU00;135946914;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 3;2012-2013;22-01-2013;6;M5;35;36;42;14;D;V;
03-04-2013;13NU00;135946916;Begr. lezen;CITO Begrijpend lezen;LOVS M7 - Start + Vervolg 2;2012-2013;23-01-2013;7;M7;45;38;43;43;C;III;
03-04-2013;13NU00;135946916;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M7 - Totaal;2012-2013;24-01-2013;7;M7;45;77;107;55;A;II;
03-04-2013;13NU00;135946916;Spelling;CITO Spelling;LOVS M7 - Start + Vervolg 2;2012-2013;23-01-2013;7;M7;45;48;139;48;B;III;
03-04-2013;13NU00;135946916;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;31-01-2013;7;;45;11;;55;;;
03-04-2013;13NU00;135946916;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M7 - Kaart 3;2012-2013;31-01-2013;7;M7;45;92;99;;A;II;
03-04-2013;13NU00;135946918;Begr. lezen;CITO Begrijpend lezen;LOVS M7 - Start + Vervolg 2;2012-2013;22-01-2013;7;M7;45;44;53;55;B;II;
03-04-2013;13NU00;135946918;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M7 - Totaal;2012-2013;24-01-2013;7;M7;45;67;100;50;B;II;
03-04-2013;13NU00;135946918;Spelling;CITO Spelling;LOVS M7 - Start + Vervolg 2;2012-2013;22-01-2013;7;M7;45;54;145;;A;I;
03-04-2013;13NU00;135946918;Spelling;PI-Dictee;1999 M7 - Dictee;2012-2013;17-02-2013;7;M7;46;124;;60;A;;
03-04-2013;13NU00;135946918;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;04-02-2013;7;;46;11;;55;;;
03-04-2013;13NU00;135946918;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M7 - Kaart 3;2012-2013;22-01-2013;7;M7;45;84;92;47;B;III;
03-04-2013;13NU00;135946923;Begr. lezen;CITO Begrijpend lezen;LOVS M7 - Start + Vervolg 2;2012-2013;22-01-2013;7;M7;45;48;63;;A;I;
03-04-2013;13NU00;135946923;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M7 - Totaal;2012-2013;24-01-2013;7;M7;45;76;106;54;A;II;
03-04-2013;13NU00;135946923;Spelling;CITO Spelling;LOVS M7 - Start + Vervolg 2;2012-2013;22-01-2013;7;M7;45;52;142;55;B;II;
03-04-2013;13NU00;135946923;Spelling;PI-Dictee;1999 M7 - Dictee;2012-2013;17-02-2013;7;M7;46;118;;51;B;;
03-04-2013;13NU00;135946923;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;04-02-2013;7;;46;11;;55;;;
03-04-2013;13NU00;135946923;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M7 - Kaart 3;2012-2013;22-01-2013;7;M7;45;86;94;48;B;II;
03-04-2013;13NU00;135946930;Begr. lezen;CITO Begrijpend lezen;LOVS M6 - Start + Vervolg 1;2012-2013;23-01-2013;6;M6;35;18;7;14;E;V;
03-04-2013;13NU00;135946930;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M6 - Totaal;2012-2013;24-01-2013;6;M6;35;60;81;34;C;III;
03-04-2013;13NU00;135946930;Spelling;CITO Spelling;LOVS M6 - Start + Vervolg 2;2012-2013;23-01-2013;6;M6;35;30;125;24;D;V;
03-04-2013;13NU00;135946930;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;31-01-2013;6;;35;11;;55;;;
03-04-2013;13NU00;135946930;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M6 - Kaart 3;2012-2013;31-01-2013;6;M6;35;78;87;39;B;II;
03-04-2013;13NU00;135946934;Begr. lezen;CITO Begrijpend lezen;LOVS M5 - Start + Vervolg 2;2012-2013;24-01-2013;5;M5;25;28;22;25;C;III;
03-04-2013;13NU00;135946934;Overig;CITO Woordenschattoets;LOVS M5 - Totaal;2012-2013;24-01-2013;5;M5;25;50;63;25;B;III;
03-04-2013;13NU00;135946934;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M5 - Totaal;2012-2013;22-01-2013;5;M5;25;46;78;32;B;II;
03-04-2013;13NU00;135946934;Spelling;CITO Spelling;LOVS M5 - Start + Vervolg 2;2012-2013;23-01-2013;5;M5;25;45;135;37;A;I;
03-04-2013;13NU00;135946934;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;29-01-2013;5;;25;7;;35;;;
03-04-2013;13NU00;135946934;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M5 - Kaart 3;2012-2013;22-01-2013;5;M5;25;78;87;39;A;I;
03-04-2013;13NU00;135946945;Begr. lezen;CITO Begrijpend lezen;LOVS M6 - Start + Vervolg 2;2012-2013;23-01-2013;6;M6;35;34;39;40;B;II;
03-04-2013;13NU00;135946945;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M6 - Totaal;2012-2013;22-01-2013;6;M6;35;86;103;52;A+;I;
03-04-2013;13NU00;135946945;Spelling;CITO Spelling;LOVS E4 - Start + Vervolg 1;2012-2013;05-02-2013;6;E4;36;32;116;13;D;IV;
03-04-2013;13NU00;135946945;Spelling;CITO Spelling;LOVS M4 - Start + Vervolg 2;2012-2013;02-04-2013;6;M4;38;37;119;16;B;III;
03-04-2013;13NU00;135946945;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;20-01-2013;6;;35;4;;20;;;
03-04-2013;13NU00;135946945;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M6 - Kaart 1*;2012-2013;17-01-2013;6;M6;35;51;44;12;E;V;
03-04-2013;13NU00;135946945;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M6 - Kaart 1+2+3;2012-2013;17-01-2013;6;M6;35;123;41;11;E;V;
03-04-2013;13NU00;135946945;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M6 - Kaart 2*;2012-2013;17-01-2013;6;M6;35;41;40;11;E;V;
03-04-2013;13NU00;135946945;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M6 - Kaart 3;2012-2013;17-01-2013;6;M6;35;31;36;12;E;V;
03-04-2013;13NU00;135946947;Begr. lezen;CITO Begrijpend lezen;LOVS M6 - Start + Vervolg 2;2012-2013;23-01-2013;6;M6;35;31;34;36;B;III;
03-04-2013;13NU00;135946947;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M6 - Totaal;2012-2013;24-01-2013;6;M6;35;87;104;53;A+;I;
03-04-2013;13NU00;135946947;Spelling;CITO Spelling;LOVS M6 - Start + Vervolg 2;2012-2013;23-01-2013;6;M6;35;54;139;49;A;I;
03-04-2013;13NU00;135946947;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;31-01-2013;6;;35;11;;55;;;
03-04-2013;13NU00;135946947;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M6 - Kaart 3;2012-2013;31-01-2013;6;M6;35;84;92;47;A;II;
03-04-2013;13NU00;135946981;Begr. lezen;CITO Begrijpend lezen;LOVS M6 - Start + Vervolg 2;2012-2013;23-01-2013;6;M6;35;34;39;40;B;II;
03-04-2013;13NU00;135946981;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M6 - Totaal;2012-2013;24-01-2013;6;M6;35;78;94;43;A;II;
03-04-2013;13NU00;135946981;Spelling;CITO Spelling;LOVS M6 - Start + Vervolg 1;2012-2013;23-01-2013;6;M6;35;46;130;30;C;IV;
03-04-2013;13NU00;135946981;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;31-01-2013;6;;35;11;;55;;;
03-04-2013;13NU00;135946981;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M6 - Kaart 3;2012-2013;31-01-2013;6;M6;35;80;88;43;B;II;
03-04-2013;13NU00;135946987;Begr. lezen;CITO Begrijpend lezen;LOVS M6 - Start + Vervolg 2;2012-2013;23-01-2013;6;M6;35;40;51;54;A;I;
03-04-2013;13NU00;135946987;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M6 - Totaal;2012-2013;22-01-2013;6;M6;35;85;101;51;A+;I;
03-04-2013;13NU00;135946987;Spelling;CITO Spelling;LOVS M6 - Start + Vervolg 2;2012-2013;22-01-2013;6;M6;35;56;142;55;A;I;
03-04-2013;13NU00;135946987;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;20-01-2013;6;;35;11;;55;;;
03-04-2013;13NU00;135946987;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M6 - Kaart 3;2012-2013;17-01-2013;6;M6;35;110;115;;A;I;
03-04-2013;13NU00;135946989;Begr. lezen;CITO Begrijpend lezen;LOVS M4 - Start + Vervolg 1;2012-2013;24-01-2013;4;M4;15;30;-1;11;C;IV;
03-04-2013;13NU00;135946989;Overig;CITO Woordenschattoets;LOVS M4 - Totaal;2012-2013;24-01-2013;4;M4;15;32;38;;D;V;
03-04-2013;13NU00;135946989;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M4 - Totaal;2012-2013;22-01-2013;4;M4;15;26;36;10;D;IV;
03-04-2013;13NU00;135946989;Spelling;CITO Spelling;LOVS M4 - Start + Vervolg 1;2012-2013;22-01-2013;4;M4;15;21;108;6;E;V;
03-04-2013;13NU00;135946989;Tech. lezen;AVI;AVI-CITO - AVI-Beheersing (0=Start t/m 11=Plus);2012-2013;24-01-2013;4;;15;3;;15;;;
03-04-2013;13NU00;135946989;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1*;2012-2013;17-01-2013;4;M4;15;55;48;13;C;IV;
03-04-2013;13NU00;135946989;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 1+2+3;2012-2013;17-01-2013;4;M4;15;118;39;11;C;IV;
03-04-2013;13NU00;135946989;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 2*;2012-2013;17-01-2013;4;M4;15;44;43;12;C;IV;
03-04-2013;13NU00;135946989;Tech. lezen;CITO Drie-Minuten-Toets;LOVS M4 - Kaart 3*;2012-2013;17-01-2013;4;M4;15;19;22;9;D;V;
03-04-2013;13NU00;135946992;Begr. lezen;CITO Begrijpend lezen;LOVS M6 - Start + Vervolg 2;2012-2013;23-01-2013;6;M6;35;28;30;32;C;III;
03-04-2013;13NU00;135946992;Rek. en wisk.;CITO Rekenen-Wiskunde;LOVS M6 - Totaal;2012-2013;24-01-2013;6;M6;35;64;83;36;B;III;
03-04-2013;13NU00;135946992;Spelling;CITO Spelling;LOVS M6 - Start + Vervolg 2;2012-2013;23-01-2013;6;M6;35;50;136;38;B;II;
