LLPerWijk_ID,LLPerWijk_Jaar,LLPerWijk_Brin,LLPerWijk_WijkNr,LLPerWijk_Onderbouw,LLPerWijk_Bovenbouw,LLPerWijk_Totaal,LLPerWijk_InvoerWie,LLPerWijk_InvoerWanneer
200506RM00102,2005,06RM00,102,4,0,4,eneheuvel,26-09-11
200506RM00103,2005,06RM00,103,2,1,3,eneheuvel,26-09-11
200506RM00105,2005,06RM00,105,2,3,5,eneheuvel,26-09-11
200506RM00106,2005,06RM00,106,1,1,2,eneheuvel,26-09-11
200506RM00108,2005,06RM00,108,4,1,5,eneheuvel,26-09-11
200506RM00109,2005,06RM00,109,0,2,2,eneheuvel,26-09-11
200506RM00202,2005,06RM00,202,6,11,17,eneheuvel,26-09-11
200506RM00206,2005,06RM00,206,4,5,9,eneheuvel,26-09-11
200506RM00207,2005,06RM00,207,3,1,4,eneheuvel,26-09-11
200506RM00208,2005,06RM00,208,2,4,6,eneheuvel,26-09-11
200506RM00210,2005,06RM00,210,5,3,8,eneheuvel,26-09-11
200506RM00211,2005,06RM00,211,5,7,12,eneheuvel,26-09-11
200506RM00212,2005,06RM00,212,37,21,58,eneheuvel,26-09-11
200506RM00213,2005,06RM00,213,10,7,17,eneheuvel,26-09-11
200506RM00214,2005,06RM00,214,17,10,27,eneheuvel,26-09-11
200506RM00215,2005,06RM00,215,4,2,6,eneheuvel,26-09-11
200506RM00216,2005,06RM00,216,1,0,1,eneheuvel,26-09-11
200506RM00302,2005,06RM00,302,4,5,9,eneheuvel,26-09-11
200506RM00303,2005,06RM00,303,5,4,9,eneheuvel,26-09-11
200506RM00304,2005,06RM00,304,1,1,2,eneheuvel,26-09-11
200506RM00306,2005,06RM00,306,1,1,2,eneheuvel,26-09-11
200506RM00307,2005,06RM00,307,1,0,1,eneheuvel,26-09-11
200506RM00309,2005,06RM00,309,4,3,7,eneheuvel,26-09-11
200506RM00311,2005,06RM00,311,2,2,4,eneheuvel,26-09-11
200506RM00312,2005,06RM00,312,1,1,2,eneheuvel,26-09-11
200506RM00502,2005,06RM00,502,4,3,7,eneheuvel,26-09-11
200506RM009999,2005,06RM00,9999,9,7,16,eneheuvel,26-09-11
200512HU00103,2005,12HU00,103,1,0,1,eneheuvel,26-09-11
200512HU00104,2005,12HU00,104,0,1,1,eneheuvel,26-09-11
200512HU00106,2005,12HU00,106,0,1,1,eneheuvel,26-09-11
200512HU00201,2005,12HU00,201,4,10,14,eneheuvel,26-09-11
200512HU00202,2005,12HU00,202,1,2,3,eneheuvel,26-09-11
200512HU00203,2005,12HU00,203,1,0,1,eneheuvel,26-09-11
200512HU00204,2005,12HU00,204,1,2,3,eneheuvel,26-09-11
200512HU00205,2005,12HU00,205,1,0,1,eneheuvel,26-09-11
200512HU00206,2005,12HU00,206,1,3,4,eneheuvel,26-09-11
200512HU00209,2005,12HU00,209,1,3,4,eneheuvel,26-09-11
200512HU00210,2005,12HU00,210,3,2,5,eneheuvel,26-09-11
200512HU00211,2005,12HU00,211,56,46,102,eneheuvel,26-09-11
200512HU00212,2005,12HU00,212,1,1,2,eneheuvel,26-09-11
200512HU00213,2005,12HU00,213,1,2,3,eneheuvel,26-09-11
200512HU00214,2005,12HU00,214,1,0,1,eneheuvel,26-09-11
200512HU00312,2005,12HU00,312,0,1,1,eneheuvel,26-09-11
200512HU009999,2005,12HU00,9999,0,3,3,eneheuvel,26-09-11
200512PM00101,2005,12PM00,101,6,6,12,eneheuvel,26-09-11
200512PM00102,2005,12PM00,102,4,6,10,eneheuvel,26-09-11
200512PM00103,2005,12PM00,103,43,23,66,eneheuvel,26-09-11
200512PM00104,2005,12PM00,104,1,1,2,eneheuvel,26-09-11
200512PM00106,2005,12PM00,106,3,3,6,eneheuvel,26-09-11
200512PM00107,2005,12PM00,107,18,14,32,eneheuvel,26-09-11
200512PM00108,2005,12PM00,108,18,8,26,eneheuvel,26-09-11
200512PM00109,2005,12PM00,109,18,19,37,eneheuvel,26-09-11
200512PM00202,2005,12PM00,202,2,0,2,eneheuvel,26-09-11
200512PM00212,2005,12PM00,212,1,1,2,eneheuvel,26-09-11
200512PM00214,2005,12PM00,214,1,0,1,eneheuvel,26-09-11
200512PM00311,2005,12PM00,311,3,0,3,eneheuvel,26-09-11
200512PM009999,2005,12PM00,9999,0,2,2,eneheuvel,26-09-11
200512QK00104,2005,12QK00,104,1,0,1,eneheuvel,26-09-11
200512QK00202,2005,12QK00,202,2,0,2,eneheuvel,26-09-11
200512QK00204,2005,12QK00,204,0,2,2,eneheuvel,26-09-11
200512QK00205,2005,12QK00,205,0,3,3,eneheuvel,26-09-11
200512QK00206,2005,12QK00,206,100,117,217,eneheuvel,26-09-11
200512QK00207,2005,12QK00,207,3,1,4,eneheuvel,26-09-11
200512QK00208,2005,12QK00,208,2,5,7,eneheuvel,26-09-11
200512QK00209,2005,12QK00,209,4,4,8,eneheuvel,26-09-11
200512QK00210,2005,12QK00,210,9,6,15,eneheuvel,26-09-11
200512QK00212,2005,12QK00,212,1,1,2,eneheuvel,26-09-11
200512QK00213,2005,12QK00,213,1,1,2,eneheuvel,26-09-11
200512QK00215,2005,12QK00,215,11,17,28,eneheuvel,26-09-11
200512QK00216,2005,12QK00,216,1,0,1,eneheuvel,26-09-11
200512QK00303,2005,12QK00,303,1,0,1,eneheuvel,26-09-11
200512QK00305,2005,12QK00,305,0,1,1,eneheuvel,26-09-11
200512QK00308,2005,12QK00,308,1,1,2,eneheuvel,26-09-11
200512QK00309,2005,12QK00,309,1,1,2,eneheuvel,26-09-11
200512QK00311,2005,12QK00,311,1,1,2,eneheuvel,26-09-11
200512QK00502,2005,12QK00,502,0,1,1,eneheuvel,26-09-11
200512XA00201,2005,12XA00,201,1,1,2,eneheuvel,26-09-11
200512XA00211,2005,12XA00,211,71,47,118,eneheuvel,26-09-11
200512XA00213,2005,12XA00,213,0,1,1,eneheuvel,26-09-11
200512XA00309,2005,12XA00,309,0,1,1,eneheuvel,26-09-11
200513CW00201,2005,13CW00,201,1,0,1,eneheuvel,26-09-11
200513CW00205,2005,13CW00,205,6,2,8,eneheuvel,26-09-11
200513CW00206,2005,13CW00,206,79,72,151,eneheuvel,26-09-11
200513CW00207,2005,13CW00,207,5,1,6,eneheuvel,26-09-11
200513CW00208,2005,13CW00,208,1,1,2,eneheuvel,26-09-11
200513CW00209,2005,13CW00,209,9,7,16,eneheuvel,26-09-11
200513CW00210,2005,13CW00,210,7,13,20,eneheuvel,26-09-11
200513CW00211,2005,13CW00,211,1,0,1,eneheuvel,26-09-11
200513CW00212,2005,13CW00,212,0,3,3,eneheuvel,26-09-11
200513CW00215,2005,13CW00,215,13,11,24,eneheuvel,26-09-11
200513CW00216,2005,13CW00,216,1,0,1,eneheuvel,26-09-11
200513CW00302,2005,13CW00,302,0,1,1,eneheuvel,26-09-11
200513CW00305,2005,13CW00,305,0,1,1,eneheuvel,26-09-11
200513CW009999,2005,13CW00,9999,3,0,3,eneheuvel,26-09-11
200513IF00105,2005,13IF00,105,3,2,5,eneheuvel,26-09-11
200513IF00208,2005,13IF00,208,0,1,1,eneheuvel,26-09-11
200513IF00211,2005,13IF00,211,0,1,1,eneheuvel,26-09-11
200513IF00301,2005,13IF00,301,8,5,13,eneheuvel,26-09-11
200513IF00302,2005,13IF00,302,1,3,4,eneheuvel,26-09-11
200513IF00303,2005,13IF00,303,13,9,22,eneheuvel,26-09-11
200513IF00304,2005,13IF00,304,43,23,66,eneheuvel,26-09-11
200513IF00305,2005,13IF00,305,17,19,36,eneheuvel,26-09-11
200513IF00306,2005,13IF00,306,8,11,19,eneheuvel,26-09-11
200513IF00307,2005,13IF00,307,0,2,2,eneheuvel,26-09-11
200513IF00308,2005,13IF00,308,0,2,2,eneheuvel,26-09-11
200513IF00309,2005,13IF00,309,1,2,3,eneheuvel,26-09-11
200513IF00311,2005,13IF00,311,0,1,1,eneheuvel,26-09-11
200513IF009999,2005,13IF00,9999,0,1,1,eneheuvel,26-09-11
200513IU00101,2005,13IU00,101,1,1,2,eneheuvel,26-09-11
200513IU00102,2005,13IU00,102,8,6,14,eneheuvel,26-09-11
200513IU00103,2005,13IU00,103,6,2,8,eneheuvel,26-09-11
200513IU00104,2005,13IU00,104,1,0,1,eneheuvel,26-09-11
200513IU00105,2005,13IU00,105,2,4,6,eneheuvel,26-09-11
200513IU00106,2005,13IU00,106,48,38,86,eneheuvel,26-09-11
200513IU00107,2005,13IU00,107,6,4,10,eneheuvel,26-09-11
200513IU00108,2005,13IU00,108,4,2,6,eneheuvel,26-09-11
200513IU00109,2005,13IU00,109,1,2,3,eneheuvel,26-09-11
200513IU00203,2005,13IU00,203,0,1,1,eneheuvel,26-09-11
200513IU00205,2005,13IU00,205,1,0,1,eneheuvel,26-09-11
200513IU00211,2005,13IU00,211,1,1,2,eneheuvel,26-09-11
200513IU00308,2005,13IU00,308,0,1,1,eneheuvel,26-09-11
200513IU00309,2005,13IU00,309,1,1,2,eneheuvel,26-09-11
200513IU00311,2005,13IU00,311,0,1,1,eneheuvel,26-09-11
200513IU009999,2005,13IU00,9999,1,4,5,eneheuvel,26-09-11
200513NH00101,2005,13NH00,101,3,1,4,eneheuvel,26-09-11
200513NH00102,2005,13NH00,102,7,10,17,eneheuvel,26-09-11
200513NH00103,2005,13NH00,103,1,0,1,eneheuvel,26-09-11
200513NH00104,2005,13NH00,104,16,19,35,eneheuvel,26-09-11
200513NH00105,2005,13NH00,105,57,55,112,eneheuvel,26-09-11
200513NH00106,2005,13NH00,106,3,7,10,eneheuvel,26-09-11
200513NH00107,2005,13NH00,107,2,5,7,eneheuvel,26-09-11
200513NH00108,2005,13NH00,108,0,1,1,eneheuvel,26-09-11
200513NH00109,2005,13NH00,109,0,1,1,eneheuvel,26-09-11
200513NH00110,2005,13NH00,110,1,4,5,eneheuvel,26-09-11
200513NH00202,2005,13NH00,202,0,3,3,eneheuvel,26-09-11
200513NH00203,2005,13NH00,203,1,0,1,eneheuvel,26-09-11
200513NH00213,2005,13NH00,213,1,0,1,eneheuvel,26-09-11
200513NH00303,2005,13NH00,303,1,0,1,eneheuvel,26-09-11
200513NH009999,2005,13NH00,9999,1,1,2,eneheuvel,26-09-11
200513NU00205,2005,13NU00,205,0,1,1,eneheuvel,26-09-11
200513NU00207,2005,13NU00,207,1,0,1,eneheuvel,26-09-11
200513NU00208,2005,13NU00,208,1,2,3,eneheuvel,26-09-11
200513NU00210,2005,13NU00,210,1,0,1,eneheuvel,26-09-11
200513NU00211,2005,13NU00,211,1,0,1,eneheuvel,26-09-11
200513NU00213,2005,13NU00,213,1,0,1,eneheuvel,26-09-11
200513NU00214,2005,13NU00,214,1,0,1,eneheuvel,26-09-11
200513NU00301,2005,13NU00,301,12,7,19,eneheuvel,26-09-11
200513NU00302,2005,13NU00,302,0,3,3,eneheuvel,26-09-11
200513NU00303,2005,13NU00,303,38,38,76,eneheuvel,26-09-11
200513NU00304,2005,13NU00,304,67,69,136,eneheuvel,26-09-11
200513NU00305,2005,13NU00,305,15,13,28,eneheuvel,26-09-11
200513NU00306,2005,13NU00,306,8,12,20,eneheuvel,26-09-11
200513NU00307,2005,13NU00,307,1,2,3,eneheuvel,26-09-11
200513NU00308,2005,13NU00,308,3,10,13,eneheuvel,26-09-11
200513NU00309,2005,13NU00,309,0,8,8,eneheuvel,26-09-11
200513NU00311,2005,13NU00,311,1,1,2,eneheuvel,26-09-11
200513NU00502,2005,13NU00,502,0,1,1,eneheuvel,26-09-11
200513NU009999,2005,13NU00,9999,1,1,2,eneheuvel,26-09-11
200514QC00102,2005,14QC00,102,0,1,1,eneheuvel,26-09-11
200514QC00108,2005,14QC00,108,0,1,1,eneheuvel,26-09-11
200514QC00109,2005,14QC00,109,3,0,3,eneheuvel,26-09-11
200514QC00201,2005,14QC00,201,3,1,4,eneheuvel,26-09-11
200514QC00202,2005,14QC00,202,56,70,126,eneheuvel,26-09-11
200514QC00203,2005,14QC00,203,60,38,98,eneheuvel,26-09-11
200514QC00204,2005,14QC00,204,26,26,52,eneheuvel,26-09-11
200514QC00205,2005,14QC00,205,11,12,23,eneheuvel,26-09-11
200514QC00206,2005,14QC00,206,6,2,8,eneheuvel,26-09-11
200514QC00207,2005,14QC00,207,9,6,15,eneheuvel,26-09-11
200514QC00208,2005,14QC00,208,16,15,31,eneheuvel,26-09-11
200514QC00210,2005,14QC00,210,5,1,6,eneheuvel,26-09-11
200514QC00211,2005,14QC00,211,3,1,4,eneheuvel,26-09-11
200514QC00212,2005,14QC00,212,2,7,9,eneheuvel,26-09-11
200514QC00213,2005,14QC00,213,1,0,1,eneheuvel,26-09-11
200514QC00214,2005,14QC00,214,3,6,9,eneheuvel,26-09-11
200514QC00215,2005,14QC00,215,1,1,2,eneheuvel,26-09-11
200514QC00216,2005,14QC00,216,1,0,1,eneheuvel,26-09-11
200514QC00301,2005,14QC00,301,1,0,1,eneheuvel,26-09-11
200514QC00302,2005,14QC00,302,3,6,9,eneheuvel,26-09-11
200514QC00303,2005,14QC00,303,1,1,2,eneheuvel,26-09-11
200514QC00304,2005,14QC00,304,2,0,2,eneheuvel,26-09-11
200514QC00307,2005,14QC00,307,2,1,3,eneheuvel,26-09-11
200514QC00309,2005,14QC00,309,3,1,4,eneheuvel,26-09-11
200514QC00310,2005,14QC00,310,2,0,2,eneheuvel,26-09-11
200514QC00311,2005,14QC00,311,2,1,3,eneheuvel,26-09-11
200514QC00312,2005,14QC00,312,1,0,1,eneheuvel,26-09-11
200514QC00502,2005,14QC00,502,14,9,23,eneheuvel,26-09-11
200514QC009999,2005,14QC00,9999,1,2,3,eneheuvel,26-09-11
200515SJ00102,2005,15SJ00,102,1,0,1,eneheuvel,26-09-11
200515SJ00103,2005,15SJ00,103,1,0,1,eneheuvel,26-09-11
200515SJ00104,2005,15SJ00,104,1,0,1,eneheuvel,26-09-11
200515SJ00108,2005,15SJ00,108,1,0,1,eneheuvel,26-09-11
200515SJ00201,2005,15SJ00,201,1,0,1,eneheuvel,26-09-11
200515SJ00202,2005,15SJ00,202,2,0,2,eneheuvel,26-09-11
200515SJ00204,2005,15SJ00,204,2,0,2,eneheuvel,26-09-11
200515SJ00205,2005,15SJ00,205,1,0,1,eneheuvel,26-09-11
200515SJ00206,2005,15SJ00,206,6,0,6,eneheuvel,26-09-11
200515SJ00208,2005,15SJ00,208,2,0,2,eneheuvel,26-09-11
200515SJ00209,2005,15SJ00,209,4,0,4,eneheuvel,26-09-11
200515SJ00210,2005,15SJ00,210,6,0,6,eneheuvel,26-09-11
200515SJ00211,2005,15SJ00,211,4,0,4,eneheuvel,26-09-11
200515SJ00212,2005,15SJ00,212,4,0,4,eneheuvel,26-09-11
200515SJ00214,2005,15SJ00,214,1,0,1,eneheuvel,26-09-11
200515SJ00302,2005,15SJ00,302,2,0,2,eneheuvel,26-09-11
200515SJ00303,2005,15SJ00,303,2,0,2,eneheuvel,26-09-11
200515SJ00304,2005,15SJ00,304,1,0,1,eneheuvel,26-09-11
200515SJ00305,2005,15SJ00,305,2,0,2,eneheuvel,26-09-11
200515SJ00307,2005,15SJ00,307,1,0,1,eneheuvel,26-09-11
200515ZL00105,2005,15ZL00,105,0,1,1,eneheuvel,26-09-11
200515ZL00202,2005,15ZL00,202,0,2,2,eneheuvel,26-09-11
200515ZL00205,2005,15ZL00,205,1,0,1,eneheuvel,26-09-11
200515ZL00206,2005,15ZL00,206,2,3,5,eneheuvel,26-09-11
200515ZL00207,2005,15ZL00,207,1,5,6,eneheuvel,26-09-11
200515ZL00208,2005,15ZL00,208,1,3,4,eneheuvel,26-09-11
200515ZL00210,2005,15ZL00,210,0,1,1,eneheuvel,26-09-11
200515ZL00211,2005,15ZL00,211,2,0,2,eneheuvel,26-09-11
200515ZL00215,2005,15ZL00,215,0,1,1,eneheuvel,26-09-11
200515ZL00302,2005,15ZL00,302,1,5,6,eneheuvel,26-09-11
200515ZL00303,2005,15ZL00,303,4,7,11,eneheuvel,26-09-11
200515ZL00304,2005,15ZL00,304,2,4,6,eneheuvel,26-09-11
200515ZL00305,2005,15ZL00,305,47,46,93,eneheuvel,26-09-11
200515ZL00306,2005,15ZL00,306,10,19,29,eneheuvel,26-09-11
200515ZL00307,2005,15ZL00,307,1,4,5,eneheuvel,26-09-11
200515ZL00308,2005,15ZL00,308,4,0,4,eneheuvel,26-09-11
200515ZL00309,2005,15ZL00,309,7,8,15,eneheuvel,26-09-11
200515ZL00311,2005,15ZL00,311,2,0,2,eneheuvel,26-09-11
200515ZL00312,2005,15ZL00,312,1,1,2,eneheuvel,26-09-11
200515ZL009999,2005,15ZL00,9999,0,2,2,eneheuvel,26-09-11
200515ZL01106,2005,15ZL01,106,1,0,1,eneheuvel,26-09-11
200515ZL01202,2005,15ZL01,202,2,1,3,eneheuvel,26-09-11
200515ZL01206,2005,15ZL01,206,1,2,3,eneheuvel,26-09-11
200515ZL01207,2005,15ZL01,207,1,0,1,eneheuvel,26-09-11
200515ZL01209,2005,15ZL01,209,7,5,12,eneheuvel,26-09-11
200515ZL01210,2005,15ZL01,210,78,61,139,eneheuvel,26-09-11
200515ZL01212,2005,15ZL01,212,0,4,4,eneheuvel,26-09-11
200515ZL01213,2005,15ZL01,213,1,0,1,eneheuvel,26-09-11
200515ZL01214,2005,15ZL01,214,1,1,2,eneheuvel,26-09-11
200515ZL01215,2005,15ZL01,215,3,8,11,eneheuvel,26-09-11
200515ZL01305,2005,15ZL01,305,0,1,1,eneheuvel,26-09-11
200515ZL019999,2005,15ZL01,9999,1,2,3,eneheuvel,26-09-11
200516CK00106,2005,16CK00,106,1,0,1,eneheuvel,26-09-11
200516CK00202,2005,16CK00,202,3,0,3,eneheuvel,26-09-11
200516CK00203,2005,16CK00,203,1,0,1,eneheuvel,26-09-11
200516CK00204,2005,16CK00,204,1,0,1,eneheuvel,26-09-11
200516CK00205,2005,16CK00,205,2,0,2,eneheuvel,26-09-11
200516CK00208,2005,16CK00,208,1,0,1,eneheuvel,26-09-11
200516CK00209,2005,16CK00,209,2,0,2,eneheuvel,26-09-11
200516CK00210,2005,16CK00,210,1,0,1,eneheuvel,26-09-11
200516CK00211,2005,16CK00,211,1,0,1,eneheuvel,26-09-11
200516CK00302,2005,16CK00,302,2,0,2,eneheuvel,26-09-11
200516CK00304,2005,16CK00,304,4,0,4,eneheuvel,26-09-11
200516CK00305,2005,16CK00,305,2,0,2,eneheuvel,26-09-11
200516CK00306,2005,16CK00,306,2,0,2,eneheuvel,26-09-11
200516CK00308,2005,16CK00,308,1,0,1,eneheuvel,26-09-11
200516CK00309,2005,16CK00,309,2,0,2,eneheuvel,26-09-11
200516CK00311,2005,16CK00,311,3,0,3,eneheuvel,26-09-11
200516CK009999,2005,16CK00,9999,2,0,2,eneheuvel,26-09-11
200516KK00101,2005,16KK00,101,17,12,29,eneheuvel,26-09-11
200516KK00102,2005,16KK00,102,47,47,94,eneheuvel,26-09-11
200516KK00103,2005,16KK00,103,62,43,105,eneheuvel,26-09-11
200516KK00104,2005,16KK00,104,1,3,4,eneheuvel,26-09-11
200516KK00105,2005,16KK00,105,5,1,6,eneheuvel,26-09-11
200516KK00106,2005,16KK00,106,2,6,8,eneheuvel,26-09-11
200516KK00107,2005,16KK00,107,17,16,33,eneheuvel,26-09-11
200516KK00108,2005,16KK00,108,25,35,60,eneheuvel,26-09-11
200516KK00109,2005,16KK00,109,23,16,39,eneheuvel,26-09-11
200516KK00110,2005,16KK00,110,2,0,2,eneheuvel,26-09-11
200516KK00202,2005,16KK00,202,4,0,4,eneheuvel,26-09-11
200516KK00203,2005,16KK00,203,2,0,2,eneheuvel,26-09-11
200516KK00207,2005,16KK00,207,3,0,3,eneheuvel,26-09-11
200516KK00208,2005,16KK00,208,1,0,1,eneheuvel,26-09-11
200516KK00210,2005,16KK00,210,1,0,1,eneheuvel,26-09-11
200516KK00211,2005,16KK00,211,2,2,4,eneheuvel,26-09-11
200516KK00213,2005,16KK00,213,2,0,2,eneheuvel,26-09-11
200516KK00214,2005,16KK00,214,3,1,4,eneheuvel,26-09-11
200516KK00303,2005,16KK00,303,2,0,2,eneheuvel,26-09-11
200516KK00305,2005,16KK00,305,2,0,2,eneheuvel,26-09-11
200516KK00306,2005,16KK00,306,1,0,1,eneheuvel,26-09-11
200516KK00309,2005,16KK00,309,0,1,1,eneheuvel,26-09-11
200516KK00311,2005,16KK00,311,1,1,2,eneheuvel,26-09-11
200516KK00502,2005,16KK00,502,2,2,4,eneheuvel,26-09-11
200516KK009999,2005,16KK00,9999,2,0,2,eneheuvel,26-09-11
200516LJ00101,2005,16LJ00,101,2,2,4,eneheuvel,26-09-11
200516LJ00102,2005,16LJ00,102,3,3,6,eneheuvel,26-09-11
200516LJ00103,2005,16LJ00,103,1,2,3,eneheuvel,26-09-11
200516LJ00104,2005,16LJ00,104,2,5,7,eneheuvel,26-09-11
200516LJ00105,2005,16LJ00,105,0,1,1,eneheuvel,26-09-11
200516LJ00106,2005,16LJ00,106,53,45,98,eneheuvel,26-09-11
200516LJ00107,2005,16LJ00,107,6,3,9,eneheuvel,26-09-11
200516LJ00108,2005,16LJ00,108,5,6,11,eneheuvel,26-09-11
200516LJ00109,2005,16LJ00,109,1,1,2,eneheuvel,26-09-11
200516LJ00202,2005,16LJ00,202,0,3,3,eneheuvel,26-09-11
200516LJ00203,2005,16LJ00,203,1,0,1,eneheuvel,26-09-11
200516LJ00204,2005,16LJ00,204,0,1,1,eneheuvel,26-09-11
200516LJ00205,2005,16LJ00,205,0,1,1,eneheuvel,26-09-11
200516LJ00207,2005,16LJ00,207,0,1,1,eneheuvel,26-09-11
200516LJ00211,2005,16LJ00,211,0,2,2,eneheuvel,26-09-11
200516LJ00213,2005,16LJ00,213,1,0,1,eneheuvel,26-09-11
200516LJ00302,2005,16LJ00,302,0,1,1,eneheuvel,26-09-11
200516LJ00305,2005,16LJ00,305,0,1,1,eneheuvel,26-09-11
200516LJ00308,2005,16LJ00,308,0,1,1,eneheuvel,26-09-11
200516LJ009999,2005,16LJ00,9999,0,2,2,eneheuvel,26-09-11
200516ML00101,2005,16ML00,101,1,7,8,eneheuvel,26-09-11
200516ML00102,2005,16ML00,102,22,19,41,eneheuvel,26-09-11
200516ML00103,2005,16ML00,103,1,1,2,eneheuvel,26-09-11
200516ML00104,2005,16ML00,104,58,72,130,eneheuvel,26-09-11
200516ML00105,2005,16ML00,105,31,34,65,eneheuvel,26-09-11
200516ML00106,2005,16ML00,106,1,2,3,eneheuvel,26-09-11
200516ML00107,2005,16ML00,107,2,1,3,eneheuvel,26-09-11
200516ML00108,2005,16ML00,108,0,4,4,eneheuvel,26-09-11
200516ML00109,2005,16ML00,109,2,5,7,eneheuvel,26-09-11
200516ML00110,2005,16ML00,110,1,1,2,eneheuvel,26-09-11
200516ML00202,2005,16ML00,202,0,1,1,eneheuvel,26-09-11
200516ML00203,2005,16ML00,203,1,0,1,eneheuvel,26-09-11
200516ML00205,2005,16ML00,205,1,0,1,eneheuvel,26-09-11
200516ML00207,2005,16ML00,207,0,1,1,eneheuvel,26-09-11
200516ML00209,2005,16ML00,209,0,1,1,eneheuvel,26-09-11
200516ML00210,2005,16ML00,210,0,2,2,eneheuvel,26-09-11
200516ML00212,2005,16ML00,212,3,0,3,eneheuvel,26-09-11
200516ML00214,2005,16ML00,214,2,0,2,eneheuvel,26-09-11
200516ML00302,2005,16ML00,302,2,0,2,eneheuvel,26-09-11
200516ML00303,2005,16ML00,303,1,1,2,eneheuvel,26-09-11
200516ML00306,2005,16ML00,306,1,1,2,eneheuvel,26-09-11
200516ML00309,2005,16ML00,309,0,2,2,eneheuvel,26-09-11
200516ML00502,2005,16ML00,502,1,0,1,eneheuvel,26-09-11
200516ML009999,2005,16ML00,9999,1,0,1,eneheuvel,26-09-11
200516OC00101,2005,16OC00,101,1,0,1,eneheuvel,26-09-11
200516OC00102,2005,16OC00,102,0,1,1,eneheuvel,26-09-11
200516OC00103,2005,16OC00,103,3,5,8,eneheuvel,26-09-11
200516OC00104,2005,16OC00,104,0,1,1,eneheuvel,26-09-11
200516OC00105,2005,16OC00,105,1,1,2,eneheuvel,26-09-11
200516OC00106,2005,16OC00,106,1,0,1,eneheuvel,26-09-11
200516OC00107,2005,16OC00,107,69,81,150,eneheuvel,26-09-11
200516OC00108,2005,16OC00,108,16,21,37,eneheuvel,26-09-11
200516OC00109,2005,16OC00,109,43,47,90,eneheuvel,26-09-11
200516OC00202,2005,16OC00,202,0,1,1,eneheuvel,26-09-11
200516OC00207,2005,16OC00,207,1,0,1,eneheuvel,26-09-11
200516OC00208,2005,16OC00,208,0,2,2,eneheuvel,26-09-11
200516OC00209,2005,16OC00,209,0,2,2,eneheuvel,26-09-11
200516OC00210,2005,16OC00,210,0,1,1,eneheuvel,26-09-11
200516OC00212,2005,16OC00,212,0,1,1,eneheuvel,26-09-11
200516OC00214,2005,16OC00,214,1,1,2,eneheuvel,26-09-11
200516OC00302,2005,16OC00,302,1,0,1,eneheuvel,26-09-11
200516OC00307,2005,16OC00,307,1,1,2,eneheuvel,26-09-11
200516OC00308,2005,16OC00,308,0,1,1,eneheuvel,26-09-11
200516OC00311,2005,16OC00,311,1,2,3,eneheuvel,26-09-11
200516UK00101,2005,16UK00,101,2,1,3,eneheuvel,26-09-11
200516UK00102,2005,16UK00,102,1,3,4,eneheuvel,26-09-11
200516UK00103,2005,16UK00,103,6,12,18,eneheuvel,26-09-11
200516UK00107,2005,16UK00,107,0,1,1,eneheuvel,26-09-11
200516UK00108,2005,16UK00,108,63,64,127,eneheuvel,26-09-11
200516UK00109,2005,16UK00,109,1,4,5,eneheuvel,26-09-11
200516UK00207,2005,16UK00,207,1,0,1,eneheuvel,26-09-11
200516UK00210,2005,16UK00,210,0,1,1,eneheuvel,26-09-11
200516UK00306,2005,16UK00,306,0,1,1,eneheuvel,26-09-11
200516UK009999,2005,16UK00,9999,1,6,7,eneheuvel,26-09-11
200516WV00201,2005,16WV00,201,4,5,9,eneheuvel,26-09-11
200516WV00202,2005,16WV00,202,0,1,1,eneheuvel,26-09-11
200516WV00205,2005,16WV00,205,0,1,1,eneheuvel,26-09-11
200516WV00209,2005,16WV00,209,15,17,32,eneheuvel,26-09-11
200516WV00210,2005,16WV00,210,1,3,4,eneheuvel,26-09-11
200516WV00211,2005,16WV00,211,49,64,113,eneheuvel,26-09-11
200516WV00305,2005,16WV00,305,1,0,1,eneheuvel,26-09-11
200516YS00201,2005,16YS00,201,9,9,18,eneheuvel,26-09-11
200516YS00208,2005,16YS00,208,1,0,1,eneheuvel,26-09-11
200516YS00209,2005,16YS00,209,0,1,1,eneheuvel,26-09-11
200516YS00210,2005,16YS00,210,0,1,1,eneheuvel,26-09-11
200516YS00211,2005,16YS00,211,86,67,153,eneheuvel,26-09-11
200516YS00212,2005,16YS00,212,0,4,4,eneheuvel,26-09-11
200516YS00213,2005,16YS00,213,1,0,1,eneheuvel,26-09-11
200516YS00303,2005,16YS00,303,0,1,1,eneheuvel,26-09-11
200516YS00311,2005,16YS00,311,0,1,1,eneheuvel,26-09-11
200516YS00312,2005,16YS00,312,1,0,1,eneheuvel,26-09-11
200516YS009999,2005,16YS00,9999,0,1,1,eneheuvel,26-09-11
200516ZG00102,2005,16ZG00,102,0,1,1,eneheuvel,26-09-11
200516ZG00206,2005,16ZG00,206,1,1,2,eneheuvel,26-09-11
200516ZG00208,2005,16ZG00,208,1,0,1,eneheuvel,26-09-11
200516ZG00210,2005,16ZG00,210,1,0,1,eneheuvel,26-09-11
200516ZG00211,2005,16ZG00,211,90,81,171,eneheuvel,26-09-11
200516ZG00212,2005,16ZG00,212,3,1,4,eneheuvel,26-09-11
200516ZG00214,2005,16ZG00,214,0,1,1,eneheuvel,26-09-11
