LLPerWijk_ID,LLPerWijk_Jaar,LLPerWijk_Brin,LLPerWijk_WijkNr,LLPerWijk_Onderbouw,LLPerWijk_Bovenbouw,LLPerWijk_Totaal,LLPerWijk_InvoerWie,LLPerWijk_InvoerWanneer
200712HU00211,2007,12HU00,211,53,54,107,eneheuvel,26-09-11
200712HU00212,2007,12HU00,212,0,2,2,eneheuvel,26-09-11
200712HU00213,2007,12HU00,213,0,2,2,eneheuvel,26-09-11
200712HU00305,2007,12HU00,305,1,0,1,eneheuvel,26-09-11
200712HU009999,2007,12HU00,9999,0,2,2,eneheuvel,26-09-11
200712PM00101,2007,12PM00,101,15,2,17,eneheuvel,26-09-11
200712PM00102,2007,12PM00,102,11,6,17,eneheuvel,26-09-11
200712PM00103,2007,12PM00,103,37,33,70,eneheuvel,26-09-11
200712PM00104,2007,12PM00,104,5,5,10,eneheuvel,26-09-11
200712PM00106,2007,12PM00,106,2,4,6,eneheuvel,26-09-11
200712PM00107,2007,12PM00,107,25,18,43,eneheuvel,26-09-11
200712PM00108,2007,12PM00,108,17,15,32,eneheuvel,26-09-11
200712PM00109,2007,12PM00,109,12,14,26,eneheuvel,26-09-11
200712PM00110,2007,12PM00,110,0,1,1,eneheuvel,26-09-11
200712PM00202,2007,12PM00,202,1,3,4,eneheuvel,26-09-11
200712PM00211,2007,12PM00,211,0,1,1,eneheuvel,26-09-11
200712PM00212,2007,12PM00,212,0,2,2,eneheuvel,26-09-11
200712PM00214,2007,12PM00,214,1,0,1,eneheuvel,26-09-11
200712PM00216,2007,12PM00,216,1,1,2,eneheuvel,26-09-11
200712PM00303,2007,12PM00,303,1,0,1,eneheuvel,26-09-11
200712PM00306,2007,12PM00,306,1,1,2,eneheuvel,26-09-11
200712PM00309,2007,12PM00,309,1,0,1,eneheuvel,26-09-11
200712PM00311,2007,12PM00,311,3,0,3,eneheuvel,26-09-11
200712QK00104,2007,12QK00,104,0,1,1,eneheuvel,26-09-11
200712QK00201,2007,12QK00,201,1,0,1,eneheuvel,26-09-11
200712QK00202,2007,12QK00,202,2,0,2,eneheuvel,26-09-11
200712QK00205,2007,12QK00,205,0,2,2,eneheuvel,26-09-11
200712QK00206,2007,12QK00,206,105,105,210,eneheuvel,26-09-11
200712QK00207,2007,12QK00,207,2,1,3,eneheuvel,26-09-11
200712QK00208,2007,12QK00,208,2,5,7,eneheuvel,26-09-11
200712QK00209,2007,12QK00,209,7,3,10,eneheuvel,26-09-11
200712QK00210,2007,12QK00,210,9,7,16,eneheuvel,26-09-11
200712QK00211,2007,12QK00,211,0,1,1,eneheuvel,26-09-11
200712QK00212,2007,12QK00,212,1,0,1,eneheuvel,26-09-11
200712QK00213,2007,12QK00,213,0,2,2,eneheuvel,26-09-11
200712QK00214,2007,12QK00,214,2,2,4,eneheuvel,26-09-11
200712QK00215,2007,12QK00,215,6,11,17,eneheuvel,26-09-11
200712QK00303,2007,12QK00,303,0,1,1,eneheuvel,26-09-11
200712QK00307,2007,12QK00,307,0,1,1,eneheuvel,26-09-11
200712QK00309,2007,12QK00,309,0,1,1,eneheuvel,26-09-11
200712QK00311,2007,12QK00,311,1,1,2,eneheuvel,26-09-11
200712QK00312,2007,12QK00,312,0,3,3,eneheuvel,26-09-11
200712QK009999,2007,12QK00,9999,0,2,2,eneheuvel,26-09-11
200712XA00201,2007,12XA00,201,0,1,1,eneheuvel,26-09-11
200712XA00204,2007,12XA00,204,0,1,1,eneheuvel,26-09-11
200712XA00207,2007,12XA00,207,1,0,1,eneheuvel,26-09-11
200712XA00208,2007,12XA00,208,0,1,1,eneheuvel,26-09-11
200712XA00211,2007,12XA00,211,64,48,112,eneheuvel,26-09-11
200712XA00213,2007,12XA00,213,1,1,2,eneheuvel,26-09-11
200712XA00214,2007,12XA00,214,1,1,2,eneheuvel,26-09-11
200712XA00303,2007,12XA00,303,1,0,1,eneheuvel,26-09-11
200712XA00309,2007,12XA00,309,0,1,1,eneheuvel,26-09-11
200712XA009999,2007,12XA00,9999,1,0,1,eneheuvel,26-09-11
200713CW00102,2007,13CW00,102,0,1,1,eneheuvel,26-09-11
200713CW00106,2007,13CW00,106,0,1,1,eneheuvel,26-09-11
200713CW00201,2007,13CW00,201,3,1,4,eneheuvel,26-09-11
200713CW00202,2007,13CW00,202,1,1,2,eneheuvel,26-09-11
200713CW00203,2007,13CW00,203,1,0,1,eneheuvel,26-09-11
200713CW00205,2007,13CW00,205,3,4,7,eneheuvel,26-09-11
200713CW00206,2007,13CW00,206,65,61,126,eneheuvel,26-09-11
200713CW00207,2007,13CW00,207,2,2,4,eneheuvel,26-09-11
200713CW00208,2007,13CW00,208,1,1,2,eneheuvel,26-09-11
200713CW00209,2007,13CW00,209,18,2,20,eneheuvel,26-09-11
200713CW00210,2007,13CW00,210,8,7,15,eneheuvel,26-09-11
200713CW00211,2007,13CW00,211,1,2,3,eneheuvel,26-09-11
200713CW00212,2007,13CW00,212,1,0,1,eneheuvel,26-09-11
200713CW00215,2007,13CW00,215,0,3,3,eneheuvel,26-09-11
200713CW00216,2007,13CW00,216,1,0,1,eneheuvel,26-09-11
200713CW00308,2007,13CW00,308,2,0,2,eneheuvel,26-09-11
200713IF00105,2007,13IF00,105,0,1,1,eneheuvel,26-09-11
200713IF00207,2007,13IF00,207,1,0,1,eneheuvel,26-09-11
200713IF00208,2007,13IF00,208,1,1,2,eneheuvel,26-09-11
200713IF00211,2007,13IF00,211,0,1,1,eneheuvel,26-09-11
200713IF00301,2007,13IF00,301,12,9,21,eneheuvel,26-09-11
200713IF00302,2007,13IF00,302,0,2,2,eneheuvel,26-09-11
200713IF00303,2007,13IF00,303,10,14,24,eneheuvel,26-09-11
200713IF00304,2007,13IF00,304,42,34,76,eneheuvel,26-09-11
200713IF00305,2007,13IF00,305,9,11,20,eneheuvel,26-09-11
200713IF00306,2007,13IF00,306,7,21,28,eneheuvel,26-09-11
200713IF00307,2007,13IF00,307,1,3,4,eneheuvel,26-09-11
200713IF00308,2007,13IF00,308,2,2,4,eneheuvel,26-09-11
200713IF00309,2007,13IF00,309,1,2,3,eneheuvel,26-09-11
200713IF00310,2007,13IF00,310,1,0,1,eneheuvel,26-09-11
200713IF00311,2007,13IF00,311,0,1,1,eneheuvel,26-09-11
200713IU00102,2007,13IU00,102,12,8,20,eneheuvel,26-09-11
200713IU00103,2007,13IU00,103,9,3,12,eneheuvel,26-09-11
200713IU00104,2007,13IU00,104,4,0,4,eneheuvel,26-09-11
200713IU00105,2007,13IU00,105,1,5,6,eneheuvel,26-09-11
200713IU00106,2007,13IU00,106,56,30,86,eneheuvel,26-09-11
200713IU00107,2007,13IU00,107,5,3,8,eneheuvel,26-09-11
200713IU00108,2007,13IU00,108,2,3,5,eneheuvel,26-09-11
200713IU00109,2007,13IU00,109,2,2,4,eneheuvel,26-09-11
200713IU00211,2007,13IU00,211,1,1,2,eneheuvel,26-09-11
200713IU00212,2007,13IU00,212,1,1,2,eneheuvel,26-09-11
200713IU00311,2007,13IU00,311,1,0,1,eneheuvel,26-09-11
200713IU009999,2007,13IU00,9999,0,1,1,eneheuvel,26-09-11
200713NH00101,2007,13NH00,101,5,2,7,eneheuvel,26-09-11
200713NH00102,2007,13NH00,102,9,8,17,eneheuvel,26-09-11
200713NH00103,2007,13NH00,103,2,2,4,eneheuvel,26-09-11
200713NH00104,2007,13NH00,104,21,26,47,eneheuvel,26-09-11
200713NH00105,2007,13NH00,105,64,62,126,eneheuvel,26-09-11
200713NH00106,2007,13NH00,106,4,10,14,eneheuvel,26-09-11
200713NH00107,2007,13NH00,107,3,3,6,eneheuvel,26-09-11
200713NH00109,2007,13NH00,109,0,2,2,eneheuvel,26-09-11
200713NH00110,2007,13NH00,110,2,3,5,eneheuvel,26-09-11
200713NH00202,2007,13NH00,202,0,1,1,eneheuvel,26-09-11
200713NH00212,2007,13NH00,212,1,1,2,eneheuvel,26-09-11
200713NH00213,2007,13NH00,213,1,0,1,eneheuvel,26-09-11
200713NH00502,2007,13NH00,502,1,0,1,eneheuvel,26-09-11
200713NH009999,2007,13NH00,9999,1,0,1,eneheuvel,26-09-11
200713NU00201,2007,13NU00,201,1,0,1,eneheuvel,26-09-11
200713NU00202,2007,13NU00,202,1,0,1,eneheuvel,26-09-11
200713NU00207,2007,13NU00,207,0,1,1,eneheuvel,26-09-11
200713NU00212,2007,13NU00,212,1,1,2,eneheuvel,26-09-11
200713NU00214,2007,13NU00,214,1,0,1,eneheuvel,26-09-11
200713NU00301,2007,13NU00,301,11,6,17,eneheuvel,26-09-11
200713NU00302,2007,13NU00,302,1,0,1,eneheuvel,26-09-11
200713NU00303,2007,13NU00,303,34,44,78,eneheuvel,26-09-11
200713NU00304,2007,13NU00,304,70,61,131,eneheuvel,26-09-11
200713NU00305,2007,13NU00,305,15,18,33,eneheuvel,26-09-11
200713NU00306,2007,13NU00,306,14,14,28,eneheuvel,26-09-11
200713NU00307,2007,13NU00,307,2,3,5,eneheuvel,26-09-11
200713NU00308,2007,13NU00,308,4,7,11,eneheuvel,26-09-11
200713NU00309,2007,13NU00,309,2,3,5,eneheuvel,26-09-11
200713NU00310,2007,13NU00,310,1,1,2,eneheuvel,26-09-11
200713NU00311,2007,13NU00,311,0,1,1,eneheuvel,26-09-11
200713NU00312,2007,13NU00,312,0,1,1,eneheuvel,26-09-11
200713NU00502,2007,13NU00,502,0,1,1,eneheuvel,26-09-11
200713NU009999,2007,13NU00,9999,0,1,1,eneheuvel,26-09-11
200714QC00104,2007,14QC00,104,0,2,2,eneheuvel,26-09-11
200714QC00109,2007,14QC00,109,2,1,3,eneheuvel,26-09-11
200714QC00201,2007,14QC00,201,1,0,1,eneheuvel,26-09-11
200714QC00202,2007,14QC00,202,53,65,118,eneheuvel,26-09-11
200714QC00203,2007,14QC00,203,44,41,85,eneheuvel,26-09-11
200714QC00204,2007,14QC00,204,22,29,51,eneheuvel,26-09-11
200714QC00205,2007,14QC00,205,18,12,30,eneheuvel,26-09-11
200714QC00206,2007,14QC00,206,19,6,25,eneheuvel,26-09-11
200714QC00207,2007,14QC00,207,14,7,21,eneheuvel,26-09-11
200714QC00208,2007,14QC00,208,20,19,39,eneheuvel,26-09-11
200714QC00210,2007,14QC00,210,7,2,9,eneheuvel,26-09-11
200714QC00211,2007,14QC00,211,6,1,7,eneheuvel,26-09-11
200714QC00212,2007,14QC00,212,2,7,9,eneheuvel,26-09-11
200714QC00213,2007,14QC00,213,4,1,5,eneheuvel,26-09-11
200714QC00214,2007,14QC00,214,2,5,7,eneheuvel,26-09-11
200714QC00215,2007,14QC00,215,1,0,1,eneheuvel,26-09-11
200714QC00216,2007,14QC00,216,1,1,2,eneheuvel,26-09-11
200714QC00302,2007,14QC00,302,6,3,9,eneheuvel,26-09-11
200714QC00303,2007,14QC00,303,9,1,10,eneheuvel,26-09-11
200714QC00304,2007,14QC00,304,2,2,4,eneheuvel,26-09-11
200714QC00306,2007,14QC00,306,1,0,1,eneheuvel,26-09-11
200714QC00307,2007,14QC00,307,2,1,3,eneheuvel,26-09-11
200714QC00309,2007,14QC00,309,3,2,5,eneheuvel,26-09-11
200714QC00311,2007,14QC00,311,6,2,8,eneheuvel,26-09-11
200714QC00312,2007,14QC00,312,3,1,4,eneheuvel,26-09-11
200714QC00313,2007,14QC00,313,2,0,2,eneheuvel,26-09-11
200714QC00502,2007,14QC00,502,15,11,26,eneheuvel,26-09-11
200714QC009999,2007,14QC00,9999,1,3,4,eneheuvel,26-09-11
200715SJ00101,2007,15SJ00,101,1,3,4,eneheuvel,26-09-11
200715SJ00102,2007,15SJ00,102,1,3,4,eneheuvel,26-09-11
200715SJ00103,2007,15SJ00,103,2,8,10,eneheuvel,26-09-11
200715SJ00104,2007,15SJ00,104,0,3,3,eneheuvel,26-09-11
200715SJ00106,2007,15SJ00,106,0,4,4,eneheuvel,26-09-11
200715SJ00108,2007,15SJ00,108,0,4,4,eneheuvel,26-09-11
200715SJ00201,2007,15SJ00,201,0,3,3,eneheuvel,26-09-11
200715SJ00202,2007,15SJ00,202,2,7,9,eneheuvel,26-09-11
200715SJ00203,2007,15SJ00,203,3,7,10,eneheuvel,26-09-11
200715SJ00204,2007,15SJ00,204,0,12,12,eneheuvel,26-09-11
200715SJ00205,2007,15SJ00,205,0,6,6,eneheuvel,26-09-11
200715SJ00206,2007,15SJ00,206,2,20,22,eneheuvel,26-09-11
200715SJ00207,2007,15SJ00,207,6,10,16,eneheuvel,26-09-11
200715SJ00208,2007,15SJ00,208,1,12,13,eneheuvel,26-09-11
200715SJ00209,2007,15SJ00,209,3,6,9,eneheuvel,26-09-11
200715SJ00210,2007,15SJ00,210,3,18,21,eneheuvel,26-09-11
200715SJ00211,2007,15SJ00,211,3,18,21,eneheuvel,26-09-11
200715SJ00212,2007,15SJ00,212,3,15,18,eneheuvel,26-09-11
200715SJ00213,2007,15SJ00,213,1,6,7,eneheuvel,26-09-11
200715SJ00214,2007,15SJ00,214,5,9,14,eneheuvel,26-09-11
200715SJ00216,2007,15SJ00,216,0,1,1,eneheuvel,26-09-11
200715SJ00301,2007,15SJ00,301,0,4,4,eneheuvel,26-09-11
200715SJ00302,2007,15SJ00,302,2,10,12,eneheuvel,26-09-11
200715SJ00303,2007,15SJ00,303,1,9,10,eneheuvel,26-09-11
200715SJ00304,2007,15SJ00,304,3,8,11,eneheuvel,26-09-11
200715SJ00305,2007,15SJ00,305,1,4,5,eneheuvel,26-09-11
200715SJ00306,2007,15SJ00,306,2,8,10,eneheuvel,26-09-11
200715SJ00307,2007,15SJ00,307,1,10,11,eneheuvel,26-09-11
200715SJ00308,2007,15SJ00,308,2,2,4,eneheuvel,26-09-11
200715SJ00309,2007,15SJ00,309,3,5,8,eneheuvel,26-09-11
200715SJ00311,2007,15SJ00,311,1,4,5,eneheuvel,26-09-11
200715SJ00312,2007,15SJ00,312,0,2,2,eneheuvel,26-09-11
200715SJ00313,2007,15SJ00,313,0,1,1,eneheuvel,26-09-11
200715SJ009999,2007,15SJ00,9999,1,3,4,eneheuvel,26-09-11
200715ZL00103,2007,15ZL00,103,0,1,1,eneheuvel,26-09-11
200715ZL00107,2007,15ZL00,107,0,1,1,eneheuvel,26-09-11
200715ZL00108,2007,15ZL00,108,0,1,1,eneheuvel,26-09-11
200715ZL00203,2007,15ZL00,203,1,0,1,eneheuvel,26-09-11
200715ZL00204,2007,15ZL00,204,1,2,3,eneheuvel,26-09-11
200715ZL00205,2007,15ZL00,205,1,1,2,eneheuvel,26-09-11
200715ZL00206,2007,15ZL00,206,2,0,2,eneheuvel,26-09-11
200715ZL00207,2007,15ZL00,207,0,1,1,eneheuvel,26-09-11
200715ZL00208,2007,15ZL00,208,1,1,2,eneheuvel,26-09-11
200715ZL00210,2007,15ZL00,210,0,3,3,eneheuvel,26-09-11
200715ZL00214,2007,15ZL00,214,1,1,2,eneheuvel,26-09-11
200715ZL00302,2007,15ZL00,302,1,6,7,eneheuvel,26-09-11
200715ZL00303,2007,15ZL00,303,3,4,7,eneheuvel,26-09-11
200715ZL00304,2007,15ZL00,304,1,3,4,eneheuvel,26-09-11
200715ZL00305,2007,15ZL00,305,61,53,114,eneheuvel,26-09-11
200715ZL00306,2007,15ZL00,306,6,9,15,eneheuvel,26-09-11
200715ZL00307,2007,15ZL00,307,1,7,8,eneheuvel,26-09-11
200715ZL00308,2007,15ZL00,308,6,3,9,eneheuvel,26-09-11
200715ZL00309,2007,15ZL00,309,5,6,11,eneheuvel,26-09-11
200715ZL00311,2007,15ZL00,311,3,0,3,eneheuvel,26-09-11
200715ZL00313,2007,15ZL00,313,0,1,1,eneheuvel,26-09-11
200715ZL009999,2007,15ZL00,9999,1,1,2,eneheuvel,26-09-11
200715ZL01206,2007,15ZL01,206,1,2,3,eneheuvel,26-09-11
200715ZL01209,2007,15ZL01,209,6,5,11,eneheuvel,26-09-11
200715ZL01210,2007,15ZL01,210,75,66,141,eneheuvel,26-09-11
200715ZL01212,2007,15ZL01,212,0,3,3,eneheuvel,26-09-11
200715ZL01214,2007,15ZL01,214,0,1,1,eneheuvel,26-09-11
200715ZL01215,2007,15ZL01,215,1,3,4,eneheuvel,26-09-11
200715ZL01216,2007,15ZL01,216,0,1,1,eneheuvel,26-09-11
200715ZL019999,2007,15ZL01,9999,1,0,1,eneheuvel,26-09-11
200716KK00101,2007,16KK00,101,16,11,27,eneheuvel,26-09-11
200716KK00102,2007,16KK00,102,46,42,88,eneheuvel,26-09-11
200716KK00103,2007,16KK00,103,63,53,116,eneheuvel,26-09-11
200716KK00104,2007,16KK00,104,2,1,3,eneheuvel,26-09-11
200716KK00105,2007,16KK00,105,2,1,3,eneheuvel,26-09-11
200716KK00106,2007,16KK00,106,5,5,10,eneheuvel,26-09-11
200716KK00107,2007,16KK00,107,17,11,28,eneheuvel,26-09-11
200716KK00108,2007,16KK00,108,28,28,56,eneheuvel,26-09-11
200716KK00109,2007,16KK00,109,20,15,35,eneheuvel,26-09-11
200716KK00201,2007,16KK00,201,0,1,1,eneheuvel,26-09-11
200716KK00202,2007,16KK00,202,2,0,2,eneheuvel,26-09-11
200716KK00203,2007,16KK00,203,0,1,1,eneheuvel,26-09-11
200716KK00204,2007,16KK00,204,1,1,2,eneheuvel,26-09-11
200716KK00206,2007,16KK00,206,0,1,1,eneheuvel,26-09-11
200716KK00207,2007,16KK00,207,2,1,3,eneheuvel,26-09-11
200716KK00208,2007,16KK00,208,0,1,1,eneheuvel,26-09-11
200716KK00209,2007,16KK00,209,0,1,1,eneheuvel,26-09-11
200716KK00210,2007,16KK00,210,3,1,4,eneheuvel,26-09-11
200716KK00211,2007,16KK00,211,3,1,4,eneheuvel,26-09-11
200716KK00212,2007,16KK00,212,1,1,2,eneheuvel,26-09-11
200716KK00213,2007,16KK00,213,3,1,4,eneheuvel,26-09-11
200716KK00214,2007,16KK00,214,1,4,5,eneheuvel,26-09-11
200716KK00307,2007,16KK00,307,1,0,1,eneheuvel,26-09-11
200716KK00311,2007,16KK00,311,0,2,2,eneheuvel,26-09-11
200716KK00502,2007,16KK00,502,2,1,3,eneheuvel,26-09-11
200716KK009999,2007,16KK00,9999,4,0,4,eneheuvel,26-09-11
200716LJ00101,2007,16LJ00,101,1,0,1,eneheuvel,26-09-11
200716LJ00102,2007,16LJ00,102,4,3,7,eneheuvel,26-09-11
200716LJ00104,2007,16LJ00,104,2,4,6,eneheuvel,26-09-11
200716LJ00105,2007,16LJ00,105,1,2,3,eneheuvel,26-09-11
200716LJ00106,2007,16LJ00,106,55,45,100,eneheuvel,26-09-11
200716LJ00107,2007,16LJ00,107,5,6,11,eneheuvel,26-09-11
200716LJ00108,2007,16LJ00,108,1,5,6,eneheuvel,26-09-11
200716LJ00109,2007,16LJ00,109,1,1,2,eneheuvel,26-09-11
200716LJ00202,2007,16LJ00,202,0,1,1,eneheuvel,26-09-11
200716LJ00203,2007,16LJ00,203,2,0,2,eneheuvel,26-09-11
200716LJ00208,2007,16LJ00,208,1,1,2,eneheuvel,26-09-11
200716LJ00209,2007,16LJ00,209,0,1,1,eneheuvel,26-09-11
200716LJ00210,2007,16LJ00,210,0,1,1,eneheuvel,26-09-11
200716LJ00214,2007,16LJ00,214,0,1,1,eneheuvel,26-09-11
200716LJ00216,2007,16LJ00,216,1,0,1,eneheuvel,26-09-11
200716LJ00302,2007,16LJ00,302,0,1,1,eneheuvel,26-09-11
200716LJ00306,2007,16LJ00,306,1,0,1,eneheuvel,26-09-11
200716LJ00307,2007,16LJ00,307,1,0,1,eneheuvel,26-09-11
200716LJ00308,2007,16LJ00,308,0,3,3,eneheuvel,26-09-11
200716LJ00309,2007,16LJ00,309,0,1,1,eneheuvel,26-09-11
200716LJ00311,2007,16LJ00,311,0,2,2,eneheuvel,26-09-11
200716LJ00312,2007,16LJ00,312,1,0,1,eneheuvel,26-09-11
200716LJ009999,2007,16LJ00,9999,2,1,3,eneheuvel,26-09-11
200716ML00101,2007,16ML00,101,7,10,17,eneheuvel,26-09-11
200716ML00102,2007,16ML00,102,33,18,51,eneheuvel,26-09-11
200716ML00103,2007,16ML00,103,2,0,2,eneheuvel,26-09-11
200716ML00104,2007,16ML00,104,56,65,121,eneheuvel,26-09-11
200716ML00105,2007,16ML00,105,27,25,52,eneheuvel,26-09-11
200716ML00106,2007,16ML00,106,3,4,7,eneheuvel,26-09-11
200716ML00107,2007,16ML00,107,2,2,4,eneheuvel,26-09-11
200716ML00108,2007,16ML00,108,1,5,6,eneheuvel,26-09-11
200716ML00109,2007,16ML00,109,3,5,8,eneheuvel,26-09-11
200716ML00110,2007,16ML00,110,0,2,2,eneheuvel,26-09-11
200716ML00203,2007,16ML00,203,1,3,4,eneheuvel,26-09-11
200716ML00205,2007,16ML00,205,0,3,3,eneheuvel,26-09-11
200716ML00209,2007,16ML00,209,0,1,1,eneheuvel,26-09-11
200716ML00210,2007,16ML00,210,1,2,3,eneheuvel,26-09-11
200716ML00212,2007,16ML00,212,2,1,3,eneheuvel,26-09-11
200716ML00213,2007,16ML00,213,1,0,1,eneheuvel,26-09-11
200716ML00214,2007,16ML00,214,2,0,2,eneheuvel,26-09-11
200716ML00303,2007,16ML00,303,1,1,2,eneheuvel,26-09-11
200716ML00306,2007,16ML00,306,0,1,1,eneheuvel,26-09-11
200716ML00502,2007,16ML00,502,2,2,4,eneheuvel,26-09-11
200716ML009999,2007,16ML00,9999,1,0,1,eneheuvel,26-09-11
200716OC00101,2007,16OC00,101,1,1,2,eneheuvel,26-09-11
200716OC00102,2007,16OC00,102,1,2,3,eneheuvel,26-09-11
200716OC00103,2007,16OC00,103,4,7,11,eneheuvel,26-09-11
200716OC00104,2007,16OC00,104,2,1,3,eneheuvel,26-09-11
200716OC00105,2007,16OC00,105,1,1,2,eneheuvel,26-09-11
200716OC00106,2007,16OC00,106,0,1,1,eneheuvel,26-09-11
200716OC00107,2007,16OC00,107,63,76,139,eneheuvel,26-09-11
200716OC00108,2007,16OC00,108,11,21,32,eneheuvel,26-09-11
200716OC00109,2007,16OC00,109,37,47,84,eneheuvel,26-09-11
200716OC00201,2007,16OC00,201,1,0,1,eneheuvel,26-09-11
200716OC00203,2007,16OC00,203,1,1,2,eneheuvel,26-09-11
200716OC00204,2007,16OC00,204,1,0,1,eneheuvel,26-09-11
200716OC00205,2007,16OC00,205,1,0,1,eneheuvel,26-09-11
200716OC00208,2007,16OC00,208,0,2,2,eneheuvel,26-09-11
200716OC00210,2007,16OC00,210,0,2,2,eneheuvel,26-09-11
200716OC00211,2007,16OC00,211,0,1,1,eneheuvel,26-09-11
200716OC00212,2007,16OC00,212,0,2,2,eneheuvel,26-09-11
200716OC00214,2007,16OC00,214,2,3,5,eneheuvel,26-09-11
200716OC00303,2007,16OC00,303,0,1,1,eneheuvel,26-09-11
200716OC00308,2007,16OC00,308,0,1,1,eneheuvel,26-09-11
200716OC00309,2007,16OC00,309,1,1,2,eneheuvel,26-09-11
200716UK00102,2007,16UK00,102,0,1,1,eneheuvel,26-09-11
200716UK00103,2007,16UK00,103,7,14,21,eneheuvel,26-09-11
200716UK00108,2007,16UK00,108,73,75,148,eneheuvel,26-09-11
200716UK00109,2007,16UK00,109,1,1,2,eneheuvel,26-09-11
200716UK00210,2007,16UK00,210,0,1,1,eneheuvel,26-09-11
200716UK00212,2007,16UK00,212,0,1,1,eneheuvel,26-09-11
200716UK00305,2007,16UK00,305,1,1,2,eneheuvel,26-09-11
200716UK00306,2007,16UK00,306,0,1,1,eneheuvel,26-09-11
200716UK009999,2007,16UK00,9999,1,0,1,eneheuvel,26-09-11
200716WV00201,2007,16WV00,201,6,2,8,eneheuvel,26-09-11
200716WV00202,2007,16WV00,202,1,0,1,eneheuvel,26-09-11
200716WV00207,2007,16WV00,207,0,2,2,eneheuvel,26-09-11
200716WV00209,2007,16WV00,209,15,19,34,eneheuvel,26-09-11
200716WV00210,2007,16WV00,210,1,1,2,eneheuvel,26-09-11
200716WV00211,2007,16WV00,211,66,54,120,eneheuvel,26-09-11
200716WV00214,2007,16WV00,214,0,1,1,eneheuvel,26-09-11
200716WV00216,2007,16WV00,216,0,1,1,eneheuvel,26-09-11
200716WV00301,2007,16WV00,301,2,0,2,eneheuvel,26-09-11
200716WV00306,2007,16WV00,306,0,2,2,eneheuvel,26-09-11
200716WV009999,2007,16WV00,9999,1,1,2,eneheuvel,26-09-11
200716YS00108,2007,16YS00,108,0,1,1,eneheuvel,26-09-11
200716YS00201,2007,16YS00,201,12,7,19,eneheuvel,26-09-11
200716YS00203,2007,16YS00,203,1,0,1,eneheuvel,26-09-11
200716YS00208,2007,16YS00,208,0,1,1,eneheuvel,26-09-11
200716YS00209,2007,16YS00,209,1,0,1,eneheuvel,26-09-11
200716YS00210,2007,16YS00,210,1,0,1,eneheuvel,26-09-11
200716YS00211,2007,16YS00,211,94,72,166,eneheuvel,26-09-11
200716YS00212,2007,16YS00,212,0,2,2,eneheuvel,26-09-11
200716YS00213,2007,16YS00,213,2,0,2,eneheuvel,26-09-11
200716YS00214,2007,16YS00,214,1,2,3,eneheuvel,26-09-11
200716YS00309,2007,16YS00,309,0,1,1,eneheuvel,26-09-11
200716YS009999,2007,16YS00,9999,2,2,4,eneheuvel,26-09-11
200716ZG00102,2007,16ZG00,102,0,1,1,eneheuvel,26-09-11
200716ZG00202,2007,16ZG00,202,1,0,1,eneheuvel,26-09-11
200716ZG00206,2007,16ZG00,206,0,1,1,eneheuvel,26-09-11
200716ZG00211,2007,16ZG00,211,84,70,154,eneheuvel,26-09-11
200716ZG00212,2007,16ZG00,212,1,0,1,eneheuvel,26-09-11
200716ZG00213,2007,16ZG00,213,0,2,2,eneheuvel,26-09-11
200716ZG00214,2007,16ZG00,214,2,4,6,eneheuvel,26-09-11
200716ZG00308,2007,16ZG00,308,0,1,1,eneheuvel,26-09-11
200716ZG00309,2007,16ZG00,309,0,1,1,eneheuvel,26-09-11
200716ZX00201,2007,16ZX00,201,1,1,2,eneheuvel,26-09-11
200716ZX00203,2007,16ZX00,203,0,1,1,eneheuvel,26-09-11
200716ZX00206,2007,16ZX00,206,14,32,46,eneheuvel,26-09-11
200716ZX00209,2007,16ZX00,209,36,40,76,eneheuvel,26-09-11
200716ZX00210,2007,16ZX00,210,1,1,2,eneheuvel,26-09-11
200716ZX00211,2007,16ZX00,211,0,1,1,eneheuvel,26-09-11
200716ZX00308,2007,16ZX00,308,1,0,1,eneheuvel,26-09-11
200716ZX009999,2007,16ZX00,9999,1,0,1,eneheuvel,26-09-11
200717AK00202,2007,17AK00,202,0,1,1,eneheuvel,26-09-11
200717AK00203,2007,17AK00,203,0,2,2,eneheuvel,26-09-11
200717AK00205,2007,17AK00,205,1,3,4,eneheuvel,26-09-11
200717AK00206,2007,17AK00,206,64,58,122,eneheuvel,26-09-11
200717AK00207,2007,17AK00,207,1,0,1,eneheuvel,26-09-11
200717AK00209,2007,17AK00,209,5,1,6,eneheuvel,26-09-11
200717AK00210,2007,17AK00,210,4,3,7,eneheuvel,26-09-11
200717AK00211,2007,17AK00,211,0,1,1,eneheuvel,26-09-11
200717AK00304,2007,17AK00,304,1,1,2,eneheuvel,26-09-11
200717AK00305,2007,17AK00,305,2,3,5,eneheuvel,26-09-11
200717AK00306,2007,17AK00,306,1,0,1,eneheuvel,26-09-11
200717AK00307,2007,17AK00,307,0,2,2,eneheuvel,26-09-11
200717AK00309,2007,17AK00,309,1,1,2,eneheuvel,26-09-11
200717AV00101,2007,17AV00,101,1,0,1,eneheuvel,26-09-11
200717AV00108,2007,17AV00,108,0,1,1,eneheuvel,26-09-11
200717AV00204,2007,17AV00,204,0,2,2,eneheuvel,26-09-11
200717AV00205,2007,17AV00,205,1,0,1,eneheuvel,26-09-11
200717AV00206,2007,17AV00,206,65,85,150,eneheuvel,26-09-11
