Postc_Postcode,Postc_PostcodeCompact,Postc_WijkNr,Postc_X_COORD,Postc_Y_COORD
1338 ZV,1338ZV,308,148398.11,488887.17
1338 ZW,1338ZW,308,148355.1,488912.02
1338 ZX,1338ZX,308,148452.11,488902.18
1338 ZZ,1338ZZ,308,148410.06,488920.91
1339 AA,1339AA,309,148386.96,489772.5
1339 AB,1339AB,309,148537.57,489890.78
1339 AC,1339AC,309,148674.28,489995.31
1339 AD,1339AD,309,148799.05,490083.32
1339 AE,1339AE,309,148364.02,489598.02
1339 AG,1339AG,309,148409.45,489751.97
1339 AH,1339AH,309,148434.09,489714.79
1339 AJ,1339AJ,309,148454.66,489693.61
1339 AK,1339AK,309,148462.89,489656.61
1339 AL,1339AL,309,148507.43,489863.68
1339 AM,1339AM,309,148571.22,489898.72
1339 AN,1339AN,309,148601.8,489768.01
1339 AP,1339AP,309,148643.37,489909.77
1339 AR,1339AR,309,148689.46,489843.25
1339 AS,1339AS,309,148667.58,489926.15
1339 AT,1339AT,309,148709.42,489862.11
1339 AV,1339AV,309,148844.18,490050.4
1339 AW,1339AW,309,148890.66,489989.18
1339 AX,1339AX,309,148863.5,490073.92
1339 AZ,1339AZ,309,148914.74,490002.44
1339 BA,1339BA,309,148464.35,489630
1339 BB,1339BB,309,148496.03,489596.7
1339 BC,1339BC,309,148497.5,489567.7
1339 BD,1339BD,309,148519.96,489533.43
1339 BE,1339BE,309,148565.9,489689.92
1339 BG,1339BG,309,148737.06,489778.17
1339 BH,1339BH,309,148756.73,489736.09
1339 BJ,1339BJ,309,148760.45,489790.74
1339 BK,1339BK,309,148942.26,489918.51
1339 BL,1339BL,309,148961.98,489936.02
1339 BM,1339BM,309,148997.05,489897.52
1339 BN,1339BN,309,148728.05,489832.18
1339 BP,1339BP,309,148913.35,489962.21
1339 BR,1339BR,309,148714.2,489983.88
1339 BS,1339BS,309,148775.83,490028.76
1339 BT,1339BT,309,148714.78,489943.68
1339 BV,1339BV,309,148751.71,489884.67
1339 BW,1339BW,309,148796.71,489817.71
1339 BX,1339BX,309,148822.28,489805.68
1339 BZ,1339BZ,309,148814.3,489842.87
1339 CA,1339CA,309,148775.17,489901.22
1339 CB,1339CB,309,148738.2,490000.19
1339 CC,1339CC,309,148751.02,490009.22
1339 CD,1339CD,309,148831.72,489941.09
1339 CE,1339CE,309,148878.04,489877.92
1339 CG,1339CG,309,148906.53,489864.35
1339 CH,1339CH,309,148806.93,490018.72
1339 CJ,1339CJ,309,148855.2,489957.49
1339 CK,1339CK,309,148898.57,489898.85
1339 CL,1339CL,309,149000.69,489892.35
1339 CN,1339CN,309,148764.07,489725.66
1339 CP,1339CP,309,148857,489778.89
1339 CR,1339CR,309,148923.73,489825.26
1339 CS,1339CS,309,148934.05,489664.45
1339 CT,1339CT,309,148988.43,489451.28
1339 CV,1339CV,309,149183.57,489588.93
1339 CW,1339CW,309,148870.67,489587.18
1339 CX,1339CX,309,148900.6,489539.96
1339 EB,1339EB,309,148668.77,489584.88
1339 EC,1339EC,309,148717.11,489602.38
1339 ED,1339ED,309,148718.28,489492.72
1339 EE,1339EE,309,148757.65,489514.32
1339 EG,1339EG,309,148980.04,489562.79
1339 EH,1339EH,309,148893.68,489604.1
1339 EJ,1339EJ,309,148925.58,489555.99
1339 EK,1339EK,309,149056.89,489619.87
1339 EL,1339EL,309,149001.69,489580.97
1339 EM,1339EM,309,149070.92,489729.57
1339 EN,1339EN,309,149104.14,489683.64
1339 EP,1339EP,309,149081.3,489634.12
1339 ER,1339ER,309,149094.45,489745.46
1339 ES,1339ES,309,149128.83,489699.05
1339 ET,1339ET,309,148641.65,489696.09
1339 EV,1339EV,309,149133.08,489533.66
1339 EW,1339EW,309,149094.87,489507.32
1339 EX,1339EX,309,149097.34,489503.82
1339 GA,1339GA,309,148599.13,489262.53
1339 GB,1339GB,309,148550.66,489514.6
1339 GC,1339GC,309,148614.56,489419.7
1339 GE,1339GE,309,148620.77,489393.58
1339 GG,1339GG,309,148647.43,489361.45
1339 GH,1339GH,309,148664.32,489339.37
1339 GJ,1339GJ,309,148686.72,489303.91
1339 GK,1339GK,309,148705.51,489281.27
1339 GL,1339GL,309,148722.97,489244.22
1339 GN,1339GN,309,148724.44,489219.43
1339 GP,1339GP,309,148743.11,489181.14
1339 GR,1339GR,309,148768.06,489159.25
1339 GS,1339GS,309,148787.67,489123.52
1339 GT,1339GT,309,148799.22,489099.41
1339 GV,1339GV,309,148733.78,489383.04
1339 GW,1339GW,309,148835.99,489196.07
1339 GX,1339GX,309,148792.52,489336.09
1339 GZ,1339GZ,309,148931.35,489161.74
1339 HA,1339HA,309,148789.39,489461.68
1339 HB,1339HB,309,148816.05,489412.9
1339 HC,1339HC,309,148791.21,489367.33
1339 HD,1339HD,309,148837.98,489293
1339 HE,1339HE,309,148885.91,489285.11
1339 HG,1339HG,309,148916.44,489228.18
1339 HH,1339HH,309,148859.83,489372.88
1339 HJ,1339HJ,309,149251.81,489508.42
1339 HK,1339HK,309,149104.02,489439.67
1339 HL,1339HL,309,149063.09,489320.21
1339 HM,1339HM,309,149088.3,489335.88
1339 HN,1339HN,309,149131.73,489361.57
1339 HP,1339HP,309,149152.87,489376.89
1339 HR,1339HR,309,149200.76,489395
1339 HS,1339HS,309,149222.54,489410.24
1339 HT,1339HT,309,149269.05,489427.25
1339 HV,1339HV,309,149297.24,489437.02
1339 HW,1339HW,309,149326.86,489521.47
1339 HX,1339HX,309,149335.05,489454.09
1339 HZ,1339HZ,309,149372.36,489460.13
1339 JA,1339JA,309,149398.33,489497.34
1339 JB,1339JB,309,149420.22,489405
1339 JC,1339JC,309,149310.23,489355.91
1339 JD,1339JD,309,149182.82,489296.9
1339 JE,1339JE,309,149367.87,489314.54
1339 JG,1339JG,309,149248.25,489249.16
1339 JH,1339JH,309,149127.5,489183.14
1339 KA,1339KA,311,149570.94,489725.8
1339 KB,1339KB,311,149490.88,489669.44
1339 KC,1339KC,311,149541.01,489737.15
1339 KD,1339KD,311,149549.93,489680.67
1339 KE,1339KE,311,149568.92,489642.67
1339 KG,1339KG,311,149595.46,489595.13
1339 KH,1339KH,311,149582.9,489620.64
1339 KJ,1339KJ,311,149601.42,489555.08
1339 KK,1339KK,311,149615.47,489500.92
1339 KL,1339KL,311,149619.67,489732.78
1339 KM,1339KM,311,149718.97,489779.13
1339 KN,1339KN,311,149682.83,489786.8
1339 KP,1339KP,311,149790.29,489783.16
1339 KR,1339KR,311,149820.03,489558.82
1339 KS,1339KS,311,149757.51,489519.28
1339 KT,1339KT,311,149748.28,489780.79
1339 KV,1339KV,311,149851.23,489801.63
1339 KW,1339KW,311,149858.56,489671.56
1339 KX,1339KX,311,149815.25,489784.57
1339 LB,1339LB,399,149280.77,488979.11
1339 MA,1339MA,311,149918.11,489790.9
1339 MB,1339MB,311,149948.52,489625.89
1339 MC,1339MC,311,149887.58,489591.48
1339 MD,1339MD,311,149880.53,489803.28
1339 ME,1339ME,311,149887.86,489673.21
1339 MG,1339MG,311,149989.6,489825.23
1339 MJ,1339MJ,311,149951.52,489804.41
1339 MK,1339MK,311,150061.27,489829.33
1339 ML,1339ML,311,150088.26,489740.2
1339 MN,1339MN,311,150072.86,489752.19
1339 MP,1339MP,311,150020.39,489800.74
1339 MV,1339MV,311,149863.19,489849.81
1339 NA,1339NA,311,149256.36,489801.75
1339 NB,1339NB,311,149281.76,489851.23
1339 NL,1339NL,311,149391.19,489838.12
1339 NM,1339NM,311,149301.23,489759.55
1339 NN,1339NN,311,149352.38,489893.54
1339 NP,1339NP,311,149409.57,489859.85
1339 NR,1339NR,311,149374.69,489909.34
1339 NS,1339NS,311,149454.47,489869.56
1339 NT,1339NT,311,149402.28,489943.75
1339 NV,1339NV,311,149438.38,489800.12
1339 NW,1339NW,311,149337.81,489806.6
1339 NX,1339NX,311,149342.8,489930.89
1339 NZ,1339NZ,311,149456.15,490011.96
1339 PA,1339PA,311,149499.45,489786.99
1339 PB,1339PB,311,149475.41,489891.44
1339 PC,1339PC,311,149420.27,489965.65
1339 PG,1339PG,311,149507.15,489915.81
1339 PH,1339PH,311,149465.79,489974.24
1339 PJ,1339PJ,311,149529.52,489931.57
1339 PK,1339PK,311,149488.03,489990.28
1339 PL,1339PL,311,149601.8,489955.94
1339 PN,1339PN,311,149637.19,489933.88
1339 PP,1339PP,311,149543.43,490073.53
1339 RA,1339RA,311,149722.97,489959.68
1339 RB,1339RB,311,149674.19,489939.67
1339 RC,1339RC,311,149780.13,489962.82
1339 RD,1339RD,311,149664.46,490111.99
1339 RE,1339RE,311,149700.92,490089.76
1339 RG,1339RG,311,149730.53,490086.03
1339 RH,1339RH,311,149726.52,490182.26
1339 RJ,1339RJ,311,149770.84,490127.35
1339 RK,1339RK,311,149795.79,490128.76
1339 RL,1339RL,311,149865.29,490072.77
1339 RN,1339RN,311,149913.72,489970.37
1339 RP,1339RP,311,149805.09,489964.26
1339 RR,1339RR,311,149871.21,489967.96
1339 RS,1339RS,311,149841.9,489966.43
1339 RT,1339RT,311,149916.44,490047
1339 RV,1339RV,311,149938.69,489971.67
1339 SB,1339SB,311,149372.7,490478.37
1339 SC,1339SC,311,149489.77,490560.83
1339 SE,1339SE,311,149584.06,490433.52
1339 SG,1339SG,311,149544.24,490508.08
1339 SH,1339SH,311,149570.98,490542.97
1339 SJ,1339SJ,311,149651.53,490428.04
1339 SK,1339SK,311,149714.54,490342.25
1339 SL,1339SL,311,149659.38,490340.54
1339 SM,1339SM,311,149678.39,490279.8
1339 SN,1339SN,311,149536.07,490395.32
1339 SP,1339SP,311,149474.14,490483.27
1339 SR,1339SR,311,149526.67,490483.88
1339 ST,1339ST,311,149486.54,490441.09
1339 SV,1339SV,311,149495.78,490303.64
1339 SW,1339SW,311,149554.31,490344.88
1339 SX,1339SX,311,149520.12,490269.13
1339 SZ,1339SZ,311,149578.46,490310.39
1339 TA,1339TA,311,149555.42,490243.57
1339 TB,1339TB,311,149413.23,490445.4
1339 TC,1339TC,311,149587.24,490271.22
1339 TD,1339TD,311,149512.94,490379.01
1339 TE,1339TE,311,149451.01,490466.96
1339 TG,1339TG,311,149496.92,490202.28
1339 TH,1339TH,311,149419.02,490312.86
1339 TJ,1339TJ,311,149357.06,490400.78
1339 TK,1339TK,311,149532.52,490226.95
1339 TL,1339TL,311,149390.1,490429.1
1339 TM,1339TM,311,149532.17,490155.61
1339 TN,1339TN,311,149561.5,490209.48
1339 TP,1339TP,311,149434.57,490168.45
1339 TR,1339TR,311,149360.43,490273.7
1339 TS,1339TS,311,149289.89,490373.83
1339 TT,1339TT,311,149414,490251.09
1339 TV,1339TV,311,149395.88,490296.56
1339 TW,1339TW,311,149333.98,490384.43
1339 TX,1339TX,311,149369.51,490358.57
1339 VA,1339VA,311,149037.45,490244.08
1339 VB,1339VB,311,149208.14,490364.33
1339 VD,1339VD,311,149376.07,490168.27
1339 VE,1339VE,311,149351.24,490203.34
1339 VG,1339VG,311,149225.28,490382.36
1339 VJ,1339VJ,311,149113.83,490027.49
1339 VK,1339VK,311,149328.97,490187.55
1339 VL,1339VL,311,149185.67,490033.56
1339 VN,1339VN,311,149242.63,490073.64
1339 VP,1339VP,311,149354.03,490152.1
1339 VR,1339VR,311,149328.63,490095.95
1339 VS,1339VS,311,149258.94,490194.97
1339 VT,1339VT,311,149184.66,490300.38
1339 VV,1339VV,311,149370.76,490109.66
1339 VW,1339VW,311,149254.75,490266.25
1339 VX,1339VX,311,149224.24,490317.88
1339 WB,1339WB,311,149279.21,490045.25
1339 WC,1339WC,311,149167.09,490204.47
1339 WD,1339WD,311,149128.19,490259.69
1339 WE,1339WE,311,149310.76,490073.97
1339 WG,1339WG,311,149241,490173.04
1339 WH,1339WH,311,149166.75,490278.42
1339 WJ,1339WJ,311,149205.64,490246.88
1339 WK,1339WK,311,149191.15,490146.61
1339 WL,1339WL,311,149214.89,490015.78
1339 WN,1339WN,311,149145.06,490114.87
1339 WP,1339WP,311,149070.95,490220.16
1339 WR,1339WR,311,149256.89,490029.54
1339 WS,1339WS,311,149144.74,490188.8
1339 WT,1339WT,311,149110.23,490237.78
1339 WV,1339WV,311,149091.88,490166.68
1339 XA,1339XA,311,149165.39,489965.13
1339 XB,1339XB,311,149053.38,490124.18
1339 XC,1339XC,311,149013.75,490178.93
1339 XE,1339XE,311,149196.95,489993.84
1339 XG,1339XG,311,149127.15,490092.9
1339 XH,1339XH,311,149053.01,490198.2
1339 XJ,1339XJ,311,149106.86,489978.03
1339 XK,1339XK,311,149044.1,490084.1
1339 XL,1339XL,311,148961.08,490189.31
1339 XN,1339XN,311,149227.28,489940.84
1339 XP,1339XP,311,149365.44,490038.16
1341 AA,1341AA,599,148268.67,484373.14
1341 CA,1341CA,599,147599.77,485498.04
1343 AA,1343AA,502,148773.32,483854.49
1343 AB,1343AB,502,148833.75,483787.22
1343 AC,1343AC,502,148894.55,483719.64
1343 AD,1343AD,502,148955.69,483651.87
1343 AE,1343AE,502,149016.32,483583.59
1343 AG,1343AG,502,149117.07,484109.56
1343 AH,1343AH,502,149139.85,484075
1343 AJ,1343AJ,502,149191,484000.75
1343 AK,1343AK,502,149217.87,483959.21
1343 AL,1343AL,502,149126.32,483803.97
1343 AM,1343AM,502,149334.28,483766.45
1343 AP,1343AP,502,149158.56,483497.33
1343 AR,1343AR,502,149148.97,483313.54
1343 AS,1343AS,502,149181.67,483276.76
1343 AT,1343AT,502,149307.46,483310.67
1343 AV,1343AV,502,149244.93,483161.7
1343 AW,1343AW,502,149300.93,483090.66
1343 BA,1343BA,502,149336.7,483597.44
1343 BB,1343BB,502,149395.16,483529.42
1343 BC,1343BC,502,149343.23,483405.12
1343 BE,1343BE,502,149485.29,483424.4
1343 BG,1343BG,502,149571.78,483324.66
1343 CA,1343CA,502,149618.46,483677.47
1343 CB,1343CB,502,149639.19,483646.29
1343 CC,1343CC,502,149677.89,483574.13
1343 CD,1343CD,502,149734.16,483519.49
1343 CG,1343CG,502,149872.41,483729
1343 CH,1343CH,502,149831.9,483804.39
1343 CK,1343CK,502,149768.08,483594.59
1343 DA,1343DA,502,148708.44,484049.62
1343 DB,1343DB,502,149111.02,484362.94
1343 DC,1343DC,502,149347.33,484466.73
1349 CA,1349CA,599,150649.93,484381.44
1349 CB,1349CB,599,150310.53,485078.75
1349 CC,1349CC,599,151179.03,483812.75
1349 CG,1349CG,599,150627.07,484296.08
1349 CH,1349CH,599,150308.89,484873.36
1349 CJ,1349CJ,599,150440.36,484399.62
1349 CX,1349CX,599,152312.48,480700.76
1349 CZ,1349CZ,599,152520.42,480749.31
1349 RA,1349RA,599,153237.08,481915.25
1349 RB,1349RB,599,153137.88,481671.92
1351 AA,1351AA,171,143653.53,484821.86
1351 AB,1351AB,171,143625.55,484678.19
1351 AC,1351AC,171,143756.9,484689.56
1351 AD,1351AD,171,143925.5,484655.9
1351 AE,1351AE,171,143832.67,484936.42
1351 AE,1351AE,199,143815.42,485040.1
1351 AG,1351AG,171,143968.08,484881.51
1351 AH,1351AH,171,144002.26,484803.64
1351 AJ,1351AJ,171,143919.71,484971.01
1351 AK,1351AK,171,144105.77,484864.58
1351 AL,1351AL,171,144040.07,484730.8
1351 AM,1351AM,171,144075.39,484657.52
1351 AN,1351AN,171,144122.17,484621.73
1351 AP,1351AP,171,144144,484581.98
1351 AR,1351AR,171,144114.92,484598.09
1351 AS,1351AS,171,144097.96,484574.88
1351 AT,1351AT,171,143956.91,484600.77
1351 AV,1351AV,171,143919,484540.13
1351 AW,1351AW,171,143795.67,484441.91
1351 AX,1351AX,171,143695.47,484400.99
1351 EA,1351EA,106,143819.34,484193.44
1351 EB,1351EB,106,143759.54,484240.97
1351 EC,1351EC,106,143728.81,484289.91
1351 ED,1351ED,106,143725.06,484177.52
1351 GA,1351GA,106,143829.05,484290.28
1351 GB,1351GB,106,143821.69,484321.13
1351 GC,1351GC,106,143840.14,484394.98
1351 GD,1351GD,106,143871.25,484326.44
1351 GG,1351GG,106,143915.82,484394.75
1351 GJ,1351GJ,199,143095.45,484749.41
1351 GN,1351GN,199,143125.24,484927.09
1351 GP,1351GP,199,143324.27,484892.8
1351 HB,1351HB,106,144033.99,484434.69
1351 HC,1351HC,106,144007.01,484496.97
1351 HD,1351HD,106,144064.73,484469.67
1351 HE,1351HE,106,144167.33,484455.65
1351 HG,1351HG,106,144220.77,484510.42
1351 HH,1351HH,106,144264.22,484532.58
1351 HJ,1351HJ,106,144223.01,484552.12
1351 HK,1351HK,106,144143.33,484482.86
1351 HL,1351HL,106,144172.23,484538.51
1351 HM,1351HM,106,143989.74,484439.32
1351 HN,1351HN,106,143972.48,484429.82
1351 JA,1351JA,107,143609.13,484301.51
1351 JB,1351JB,107,143576.22,484352.27
1351 JC,1351JC,107,143548.3,484426.36
1351 JD,1351JD,107,143624.59,484246
1351 JE,1351JE,107,143628.05,484219.76
1351 JG,1351JG,107,143583.66,484159.62
1351 JH,1351JH,107,143539.2,484188.92
1351 JJ,1351JJ,107,143513.38,484318.56
1351 JK,1351JK,107,143539.83,484330.68
1351 KA,1351KA,107,143487.92,484287.03
1351 KB,1351KB,107,143454.28,484316.49
1351 KC,1351KC,107,143399.24,484340
1351 KD,1351KD,107,143342.21,484316.16
1351 KE,1351KE,107,143285.71,484290.25
1351 KG,1351KG,107,143216.55,484238.9
1351 KH,1351KH,107,143251.05,484227.92
1351 KJ,1351KJ,107,143288.4,484204.88
1351 KK,1351KK,107,143323.68,484249.13
1351 KL,1351KL,107,143441.55,484267.23
1351 LA,1351LA,107,143240.15,484442.63
1351 LB,1351LB,107,143294.24,484371.95
1351 LC,1351LC,107,143346.82,484397.85
1351 LD,1351LD,107,143398.9,484455.61
1351 LE,1351LE,107,143308.21,484442.9
1351 LG,1351LG,107,143282.63,484537.08
1351 LH,1351LH,107,143322.73,484523.1
1351 LJ,1351LJ,107,143372.03,484507.64
1351 LK,1351LK,107,143411.62,484494.91
1351 LL,1351LL,107,143362.27,484559.55
1351 NA,1351NA,107,143226.69,484328.69
1351 NB,1351NB,107,143181.76,484315.87
1351 NC,1351NC,107,143121.3,484276.58
1351 ND,1351ND,107,143210.65,484367.5
1351 NE,1351NE,107,143195.54,484392.6
1351 NG,1351NG,107,143139.43,484361.82
1351 NH,1351NH,107,143093.64,484313.85
1351 NJ,1351NJ,107,143096.27,484379.24
1351 NK,1351NK,107,143082.27,484416.51
1351 NL,1351NL,107,143008.01,484338.59
1351 NM,1351NM,107,143013.17,484402.2
1351 NN,1351NN,107,143069.48,484443.46
1351 NP,1351NP,107,143148.69,484443.46
1351 NR,1351NR,107,143165.42,484488.2
1351 NS,1351NS,107,143068.74,484486.75
1351 NT,1351NT,107,143018.87,484450.18
1351 PA,1351PA,107,143261.72,484588.6
1351 PB,1351PB,107,143281.91,484640.92
1351 PC,1351PC,107,143276.46,484677.21
1351 PD,1351PD,107,143137.49,484586.03
1351 PE,1351PE,107,143171.35,484515.2
1351 PG,1351PG,107,143069.07,484544.96
1351 PH,1351PH,107,143031.97,484532.3
1351 PJ,1351PJ,107,143007.02,484502.32
1352 AA,1352AA,103,143391.73,483923.21
1352 AB,1352AB,103,143507.39,483941.07
1352 AC,1352AC,103,143547.23,483863.26
1352 AD,1352AD,103,143533.47,483937.6
1352 AE,1352AE,103,143587.64,483928.03
1352 AG,1352AG,103,143620.5,483957.69
1352 AH,1352AH,103,143613.55,483875.99
1352 AJ,1352AJ,103,143637.35,483853.39
1352 AK,1352AK,103,143669.32,483868.96
1352 AL,1352AL,103,143681.14,483806.72
1352 AM,1352AM,103,143620.17,483808.95
1352 AN,1352AN,103,143625.85,483722.66
1352 AP,1352AP,103,143664.72,483770.26
1352 AR,1352AR,103,143727.48,483782.26
1352 AS,1352AS,103,143708.24,483746.68
1352 AT,1352AT,103,143653.69,483715.1
1352 BA,1352BA,107,143428.52,484136.87
1352 BB,1352BB,107,143385.83,484129.47
1352 BC,1352BC,107,143384.1,484040.33
1352 BD,1352BD,107,143341.38,484156.72
1352 BE,1352BE,107,143452.95,484182.12
1352 BG,1352BG,107,143362.25,484137.38
1352 BH,1352BH,107,143445.96,484149.05
1352 CA,1352CA,107,142984.09,483960.05
1352 CB,1352CB,107,143028.45,483963.63
1352 CC,1352CC,107,143054.75,483901.82
1352 CD,1352CD,107,143166.92,483927.38
1352 CE,1352CE,107,143207.97,483989.51
1352 CG,1352CG,107,143129.28,483977.78
1352 EA,1352EA,107,143117.33,484088.82
1352 EB,1352EB,107,143162.76,484040.42
1352 EC,1352EC,107,143160.01,484118.74
1352 EE,1352EE,107,143165.65,484150.24
1352 EG,1352EG,107,143182.25,484178.75
1352 EH,1352EH,107,143229.07,484167.72
1352 EJ,1352EJ,107,143224.06,484131.36
1352 EK,1352EK,107,143189.72,484100.39
1352 EL,1352EL,107,143194.22,484055.16
1352 EN,1352EN,107,143229.86,484096.34
1352 GA,1352GA,107,142894.06,483956.53
1352 GB,1352GB,107,142968.64,484006.73
1352 GC,1352GC,107,142920.85,484011.77
1352 GE,1352GE,107,142926.94,484064.04
1352 GG,1352GG,107,142844.28,484100.52
1352 GH,1352GH,107,142771.94,483984.73
1352 GJ,1352GJ,107,142808.02,484071.78
1352 GK,1352GK,107,142862.9,484195.95
1352 GL,1352GL,107,142904.17,484282.16
1352 GN,1352GN,107,142926.6,484234.74
1352 GP,1352GP,107,142884.61,484148.22
1352 GR,1352GR,107,142961.23,484181.7
1352 GS,1352GS,107,142984.72,484157.65
1352 GT,1352GT,107,142949.29,484095.82
1352 GV,1352GV,107,143019.19,484126.87
1352 GW,1352GW,107,143041.89,484108.13
1352 GX,1352GX,107,143057.58,484049.96
1353 AA,1353AA,101,143434.57,483047.67
1353 AE,1353AE,101,143497.96,483114.8
1353 AG,1353AG,101,143515.48,483118.84
1353 AH,1353AH,101,143505.23,483125.06
1353 AJ,1353AJ,101,143481.73,483130.1
1353 AK,1353AK,101,143457.05,483137.75
1353 AL,1353AL,101,143380.01,483168.92
1353 AN,1353AN,101,143469.65,482984.86
1353 AP,1353AP,101,143470.18,482986.71
1353 AW,1353AW,101,143410.72,482915.58
1353 AX,1353AX,101,143434.48,482975.7
1353 AZ,1353AZ,101,143393.65,482981.04
1353 BA,1353BA,101,143312.74,482967.09
1353 BB,1353BB,101,143375.15,483001.7
1353 BC,1353BC,101,143371.11,483036.63
1353 BD,1353BD,101,143319.39,483036.3
1353 BE,1353BE,101,143218.23,483071.7
1353 BH,1353BH,101,143243.14,483004.16
1353 BJ,1353BJ,101,143268.58,482977.06
1353 BK,1353BK,101,143228.22,483032.99
1353 BL,1353BL,101,143205,483048.86
1353 BM,1353BM,101,143222.81,483047.47
1353 BR,1353BR,101,143448.13,482873.3
1353 BS,1353BS,101,143491.56,482867.78
1353 BT,1353BT,101,143177.8,482541.22
1353 BV,1353BV,101,143494.72,482874.11
1353 BW,1353BW,103,143297.91,483133.81
1353 BX,1353BX,103,143295.87,483131.08
1353 BZ,1353BZ,103,143291.46,483128.28
1353 CA,1353CA,108,143117.96,483017.26
1353 CB,1353CB,108,143105.74,483061.95
1353 CC,1353CC,108,143075.73,483028.3
1353 CE,1353CE,108,143047.59,483037.48
1353 CG,1353CG,108,143035.38,483082.16
1353 CH,1353CH,108,143005.69,483048.47
1353 CJ,1353CJ,108,142945.15,483044.72
1353 CK,1353CK,108,142865.24,483067.65
1353 CL,1353CL,108,143131.03,483109.47
1353 CM,1353CM,108,143104.35,483118.06
1353 CN,1353CN,108,143030.59,483134.38
1353 CP,1353CP,108,143070.17,483184.05
1353 CR,1353CR,108,143160.01,483160.38
1353 CS,1353CS,108,143066.43,483184.05
1353 CT,1353CT,108,143165.38,483157.72
1353 CT,1353CT,101,142676.79,482997.72
1353 CZ,1353CZ,101,143188.16,482713.51
1353 DA,1353DA,108,142770.34,483196.44
1353 DB,1353DB,108,142785.39,483209.06
1353 DC,1353DC,108,142798.91,483222.75
1353 DE,1353DE,108,142834.55,483192.15
1353 DG,1353DG,108,142809.14,483151.43
1353 DH,1353DH,108,142816.18,483103.98
1353 DJ,1353DJ,108,142774.34,483114.98
1353 DK,1353DK,108,142745.9,483124.18
1353 DL,1353DL,108,142703.95,483135.18
1353 DN,1353DN,108,142733.7,483168.79
1353 DR,1353DR,108,142502.72,483236.53
1353 DS,1353DS,108,142512.19,483191.18
1353 DT,1353DT,108,142470.26,483202.16
1353 DV,1353DV,108,142441.84,483211.34
1353 DX,1353DX,108,142399.73,483222.35
1353 DZ,1353DZ,108,142433.29,483259.97
1353 EA,1353EA,108,142431.42,483307.93
1353 EB,1353EB,108,142475.17,483316.87
1353 EC,1353EC,108,142481.99,483296.2
1353 ED,1353ED,108,142488.18,483277.48
1353 EE,1353EE,108,142545.09,483307.9
1353 EG,1353EG,108,142580.95,483334.54
1353 EH,1353EH,108,142597.39,483293.93
1353 EJ,1353EJ,108,142538.42,483268.39
1353 EK,1353EK,108,142557.37,483262.96
1353 EL,1353EL,108,142576.19,483257.57
1353 EM,1353EM,108,142595.02,483252.19
1353 EN,1353EN,108,142613.95,483246.77
1353 EP,1353EP,108,142647.43,483237.43
1353 ER,1353ER,108,142666.35,483232.02
1353 ES,1353ES,108,142685.16,483226.62
1353 ET,1353ET,108,142703.99,483221.21
1353 EV,1353EV,108,142722.97,483215.78
1353 EW,1353EW,108,142686.11,483267.39
1353 EX,1353EX,108,142721.97,483294.04
1353 EZ,1353EZ,108,142738.39,483253.44
1353 GA,1353GA,103,143025.98,483360.83
1353 GB,1353GB,103,142993.5,483399.35
1353 GC,1353GC,103,142989.7,483451.36
1353 GD,1353GD,103,143104.88,483418.19
1353 GE,1353GE,103,143124.03,483367.83
1353 GG,1353GG,103,143105.21,483373.65
1353 GH,1353GH,103,143087.73,483378.65
1353 GJ,1353GJ,103,143066.25,483385.27
1353 GK,1353GK,103,143048.58,483389.55
1353 GL,1353GL,103,143029.77,483395.41
1353 GM,1353GM,103,143053.12,483353
1353 GN,1353GN,103,143072.91,483308.17
1353 GP,1353GP,103,143141.82,483304.36
1353 GR,1353GR,103,143188.64,483257.07
1353 GS,1353GS,103,143210.21,483240.93
1353 GT,1353GT,103,143215.73,483260.04
1353 GV,1353GV,103,143210.01,483286.47
1353 GW,1353GW,103,143200.69,483303.15
1353 GX,1353GX,103,143179.89,483325.02
1353 GZ,1353GZ,103,143151.44,483333.16
1353 HA,1353HA,108,143020.32,483239.36
1353 HB,1353HB,108,143001.25,483244.68
1353 HC,1353HC,108,142982.17,483249.75
1353 HD,1353HD,108,142954.7,483205.28
1353 HE,1353HE,108,142935.78,483210.42
1353 HG,1353HG,108,142916.78,483215.47
1353 HH,1353HH,108,142905.37,483246.34
1353 HJ,1353HJ,108,142886.24,483252.3
1353 HK,1353HK,108,142867.22,483257.36
1353 HL,1353HL,108,142918.41,483324.13
1353 HN,1353HN,108,142848.64,483324.76
1353 HP,1353HP,108,142895.38,483362.29
1353 HR,1353HR,108,142890.3,483405.25
1353 HS,1353HS,108,142897.96,483431.67
1353 HT,1353HT,108,142899.17,483459.77
1353 HV,1353HV,108,142694.52,483514.89
1353 HX,1353HX,108,142724.65,483424.56
1353 JA,1353JA,108,142733.1,483460.04
1353 JB,1353JB,108,142744.93,483488.65
1353 JC,1353JC,108,142815.68,483473.04
1353 JE,1353JE,108,142816.99,483426.65
1353 JG,1353JG,108,142765.95,483417.39
1353 JH,1353JH,108,142716.14,483389.47
1353 JJ,1353JJ,108,142650.45,483422.55
1353 KA,1353KA,108,142437.97,483402.82
1353 KB,1353KB,108,142379.12,483429.73
1353 KC,1353KC,108,142353.17,483550.37
1353 KE,1353KE,108,142393.37,483554.51
1353 KG,1353KG,108,142424.95,483559.49
1353 KH,1353KH,108,142423.67,483465.91
1353 KJ,1353KJ,108,142494.98,483450.77
