Postc_Postcode,Postc_PostcodeCompact,Postc_WijkNr,Postc_X_COORD,Postc_Y_COORD
1311 LD,1311LD,212,140923.37,486945.02
1311 LE,1311LE,212,140946.07,487109.53
1311 LG,1311LG,212,140882.14,487107.76
1311 LH,1311LH,212,140855.03,487021.6
1311 LJ,1311LJ,212,140809.33,487079.56
1311 LK,1311LK,212,140801.3,487143.57
1311 LL,1311LL,212,140788.29,487217.83
1311 LM,1311LM,212,140749.4,487204.61
1311 LN,1311LN,212,140682.79,487207.06
1311 LP,1311LP,212,140726.77,487217.91
1311 LR,1311LR,212,140659.63,487216.84
1311 LS,1311LS,212,140627.6,487231
1311 LT,1311LT,212,140608.52,487250.2
1311 LV,1311LV,212,140699.5,487136.97
1311 LW,1311LW,212,140955.8,486960.24
1311 LX,1311LX,212,140934.51,486988.16
1311 LZ,1311LZ,212,141001.21,487072.37
1311 PA,1311PA,212,141051.29,486788.78
1311 PB,1311PB,212,141144.47,486793.67
1311 PC,1311PC,212,140969.39,486693.34
1311 PD,1311PD,212,141001.26,486798.32
1311 PE,1311PE,212,140932.32,486553.76
1311 PG,1311PG,212,140976.19,486451.94
1311 PH,1311PH,212,141022.1,486538.78
1311 PJ,1311PJ,212,140955.52,486547.6
1311 PK,1311PK,212,141149.16,486820.47
1311 PL,1311PL,212,141055.62,486852.45
1311 PN,1311PN,212,141037.68,486643.2
1311 PP,1311PP,212,141100.71,486651.69
1311 PR,1311PR,212,140989.19,486673.32
1311 PT,1311PT,212,141128.87,486656.07
1311 PV,1311PV,212,141156.99,486744.51
1311 PX,1311PX,212,141175.52,486640.16
1311 RA,1311RA,212,141197,486709.35
1311 RB,1311RB,212,141210,486747.47
1311 RC,1311RC,212,141267.68,486718.73
1311 RD,1311RD,212,141256.33,486783.8
1311 RE,1311RE,212,141234.42,486723.79
1311 RG,1311RG,212,141300.3,486702.98
1311 RH,1311RH,212,141329.1,486693.84
1311 RJ,1311RJ,212,141375.88,486673.46
1311 RK,1311RK,212,141214.18,486404.54
1311 RL,1311RL,212,141344.5,486556.76
1311 RM,1311RM,212,141355.12,486749.16
1311 RN,1311RN,212,141220.2,486644.52
1311 RP,1311RP,212,141055.49,486699.63
1311 RR,1311RR,212,141403.96,486722.28
1311 RS,1311RS,212,141307.75,486662.58
1311 RT,1311RT,212,141234.61,486688.93
1311 RV,1311RV,212,141033.92,486757.14
1311 RW,1311RW,212,140684.3,486853.42
1311 RX,1311RX,212,141279.3,486627.76
1311 SB,1311SB,212,141293.79,486605.4
1311 SC,1311SC,212,141188.5,486577.12
1311 SE,1311SE,212,141212.76,486613.82
1311 SH,1311SH,212,141088.32,486506.37
1311 SJ,1311SJ,212,141145.85,486507
1311 SK,1311SK,212,141131.91,486504.62
1311 SM,1311SM,212,141017.17,486583.32
1311 XA,1311XA,273,140488.77,486333.98
1311 XB,1311XB,273,140358.57,486169.96
1311 XC,1311XC,273,140720.62,486368.47
1311 XE,1311XE,273,140702.73,486156.97
1311 XG,1311XG,273,140588.03,486068.06
1311 ZX,1311ZX,212,141475.24,486635.06
1311 ZZ,1311ZZ,212,141444.11,486600.61
1312 AA,1312AA,209,143078.95,487559.23
1312 AB,1312AB,209,143107.37,487505.5
1312 AC,1312AC,209,143129.57,487544.66
1312 AD,1312AD,209,143008.85,487472.09
1312 AE,1312AE,209,143051.36,487484.47
1312 AG,1312AG,209,143045.79,487519.87
1312 AH,1312AH,209,142992.76,487538.06
1312 AJ,1312AJ,209,143052.72,487572.28
1312 AK,1312AK,209,143021.5,487582.93
1312 AL,1312AL,209,142948.9,487505.65
1312 AM,1312AM,209,142989.06,487576.69
1312 AN,1312AN,209,142912.41,487492.99
1312 AP,1312AP,209,142911.41,487448.32
1312 AR,1312AR,209,142954.42,487459.1
1312 AS,1312AS,209,142901.8,487531.32
1312 AT,1312AT,209,142871.48,487579.48
1312 AV,1312AV,209,142924.53,487561.27
1312 AW,1312AW,209,142790.86,487452.71
1312 AW,1312AW,210,142267.43,487698.62
1312 AZ,1312AZ,209,142870.72,487529.08
1312 AZ,1312AZ,210,142094.49,487738.88
1312 BA,1312BA,209,142875.34,487628.41
1312 BB,1312BB,209,142931.5,487613.72
1312 BC,1312BC,209,142900.26,487624.38
1312 BE,1312BE,209,142942.16,487423.76
1312 EA,1312EA,212,141546.57,487620.32
1312 EB,1312EB,212,141690.05,487611.04
1312 EC,1312EC,212,141585.62,487637.8
1312 EE,1312EE,212,141614.83,487649.17
1312 EG,1312EG,212,141505.91,487441.2
1312 EH,1312EH,212,141557.31,487445.06
1312 EJ,1312EJ,212,141443.08,487514.79
1312 EK,1312EK,212,141454.98,487594.9
1312 EL,1312EL,212,141503.6,487597.38
1312 EN,1312EN,212,141406.57,487497.51
1312 EP,1312EP,212,141391.51,487557.36
1312 ER,1312ER,212,141424.03,487532.74
1312 ES,1312ES,212,141393.37,487586.81
1312 ET,1312ET,212,141373.5,487405.56
1312 EV,1312EV,212,141386.94,487442.56
1312 GC,1312GC,212,141362.92,487381.69
1312 HA,1312HA,212,141699.63,486789.84
1312 HB,1312HB,212,141754.35,486831.25
1312 HC,1312HC,212,141820.13,486882.92
1312 HG,1312HG,212,141811.74,486956.95
1312 HH,1312HH,212,141757.21,486867
1312 HJ,1312HJ,212,141800.74,486901.72
1312 HK,1312HK,212,141705.96,486826.39
1312 HL,1312HL,212,141630.61,486804.09
1312 HN,1312HN,212,141784.05,486936.97
1312 HP,1312HP,212,141705.58,486875.94
1312 HR,1312HR,212,141577.44,486809.71
1312 HS,1312HS,212,141557.15,486785.99
1312 HT,1312HT,212,141578.85,486756.47
1312 HV,1312HV,212,141574.6,486753.31
1312 HX,1312HX,212,141776.28,486962.35
1312 JA,1312JA,212,141695.46,486904.21
1312 JB,1312JB,212,141649.29,486857.14
1312 JC,1312JC,212,141598.16,486825.88
1312 JD,1312JD,212,141521.13,486745.48
1312 JE,1312JE,212,141648.56,487190.41
1312 JG,1312JG,212,141699.62,487097.08
1312 JH,1312JH,212,141737.38,487009.88
1312 JJ,1312JJ,212,141681.14,486962.01
1312 JK,1312JK,212,141560.18,486870.08
1312 JL,1312JL,212,141706.86,487014.07
1312 JN,1312JN,212,141590.69,486990.8
1312 JP,1312JP,212,141678.27,487047.64
1312 JR,1312JR,212,141665.57,487077.77
1312 JS,1312JS,212,141639.82,487094.96
1312 JT,1312JT,212,141579.42,487090.5
1312 JV,1312JV,212,141564.12,486914.23
1312 JW,1312JW,212,142066.85,487110.05
1312 JX,1312JX,212,141584.28,486962.57
1312 JZ,1312JZ,212,141853.73,487068.58
1312 KA,1312KA,212,141506.47,486838.4
1312 KB,1312KB,212,141480.43,486856.23
1312 KE,1312KE,212,141593.36,487166.06
1312 KG,1312KG,212,141551.33,487067.14
1312 KH,1312KH,212,141525.24,487008.58
1312 KJ,1312KJ,212,141494.13,486921.89
1312 KK,1312KK,212,141566.09,487230.66
1312 KL,1312KL,212,141532.38,487150.26
1312 KN,1312KN,212,141504.97,487086.8
1312 KP,1312KP,212,141447,486938.61
1312 KR,1312KR,212,141493.83,487268.58
1312 KS,1312KS,212,141492.74,487210.44
1312 KT,1312KT,212,141486.62,487244.39
1312 KV,1312KV,212,141465.64,487105.95
1312 KX,1312KX,212,141394.59,487130.47
1312 LA,1312LA,212,141509.91,487160.15
1312 LB,1312LB,212,141474.74,487171.82
1312 LC,1312LC,212,141436.98,487185.17
1312 LE,1312LE,212,141403.25,487199.97
1312 LG,1312LG,212,141472.09,487039.46
1312 LH,1312LH,212,141337.39,487067.75
1312 LJ,1312LJ,212,141460.24,487079.12
1312 LK,1312LK,212,141383.84,487107.49
1312 LL,1312LL,212,141433.89,487044.01
1312 LN,1312LN,212,141413.66,486979.42
1312 LP,1312LP,212,141345.1,487002.85
1312 LR,1312LR,212,141411.95,486880.65
1312 LS,1312LS,212,141374.3,486892.93
1312 LT,1312LT,212,141331.85,486907.44
1312 LV,1312LV,212,141294.29,486920.91
1312 LX,1312LX,212,141328.77,486953.57
1312 NA,1312NA,212,141342.66,486974.62
1312 NB,1312NB,212,141411.82,487283.48
1312 NC,1312NC,212,141379.04,487205.93
1312 NE,1312NE,212,141351.56,487139.5
1312 NG,1312NG,212,141293.57,486990.56
1312 NH,1312NH,212,141365.08,487298.41
1312 NJ,1312NJ,212,141334.27,487226.87
1312 NK,1312NK,212,141300.73,487147.38
1312 NL,1312NL,212,141278.74,487089.83
1312 NN,1312NN,212,141244.44,487003.47
1312 NP,1312NP,212,141257.84,487348.19
1312 NR,1312NR,212,141248.94,487322.15
1312 NS,1312NS,212,141266.88,487276.11
1312 NT,1312NT,212,141235.56,487170.38
1312 NV,1312NV,212,141264.66,487239.3
1312 NX,1312NX,212,141276.51,487159.05
1312 PA,1312PA,212,141307.36,487232.14
1312 PB,1312PB,212,141174.63,487200.55
1312 PC,1312PC,212,141205.14,487272.96
1312 PE,1312PE,212,141212.89,487179.7
1312 PG,1312PG,212,141242.24,487249.22
1312 PH,1312PH,212,141165.18,487139.12
1312 PJ,1312PJ,212,141244.32,487112.07
1312 PL,1312PL,212,141231.05,487045.74
1312 PM,1312PM,212,141133.04,487079.04
1312 PN,1312PN,212,141199.68,487096.46
1309 AA,1309AA,399,143686.76,492181.28
1309 BA,1309BA,405,138354.51,482997.38
1309 BB,1309BB,699,140029.6,486525.47
1309 BC,1309BC,699,138220.76,488968.55
1311 GA,1311GA,212,140407.06,486591.09
1311 GB,1311GB,212,140346.44,486527.85
1311 GC,1311GC,212,140364.17,486654.26
1311 HA,1311HA,212,140477,486476.09
1311 HB,1311HB,212,140503.17,486498.59
1311 HE,1311HE,212,140463.55,486508.86
1311 HG,1311HG,212,140397.94,486811.04
1311 HH,1311HH,212,140529.84,486811.34
1311 HJ,1311HJ,212,140488.83,486554.47
1311 HK,1311HK,212,140426.14,486588.6
1311 HL,1311HL,212,140684.98,486495.64
1311 HM,1311HM,212,140519.41,486500.22
1311 HN,1311HN,212,140503.6,486615.94
1311 HP,1311HP,212,140550.68,486796.54
1311 HR,1311HR,212,140543.37,486551.38
1311 HS,1311HS,212,140548.47,486642.53
1311 HT,1311HT,212,140587.03,486786.48
1311 HV,1311HV,212,140567.06,486597.67
1311 HW,1311HW,212,140612.65,486780.07
1311 HX,1311HX,212,140618.79,486483.21
1311 HZ,1311HZ,212,140608.47,486596.65
1311 JA,1311JA,212,140651.34,486770.84
1311 JC,1311JC,212,140633.11,486595.78
1311 JD,1311JD,212,140696.81,486801.58
1311 JE,1311JE,212,140672.95,486608.29
1311 JG,1311JG,212,140716.73,486795.93
1311 JH,1311JH,212,140696.39,486599.25
1311 JK,1311JK,212,140753.88,486584.15
1311 JL,1311JL,212,140790.06,486581.07
1311 JM,1311JM,212,140813.21,486577.69
1311 JN,1311JN,212,140809.51,486500.43
1311 JP,1311JP,212,140850.87,486575.69
1311 JR,1311JR,212,140756.69,486635.38
1311 JS,1311JS,212,140575.49,486693.2
1311 JT,1311JT,212,140654.11,486725.57
1311 JV,1311JV,212,140527.71,486757.2
1311 JW,1311JW,212,140892.42,486731.15
1311 JX,1311JX,212,140832.56,486690.4
1311 JZ,1311JZ,212,140770.11,486758.62
1311 KA,1311KA,212,140843.19,486736.14
1311 KB,1311KB,212,140783.4,486779.74
1311 KC,1311KC,212,140671.49,486807.97
1311 KD,1311KD,212,140706.01,486922.04
1311 KE,1311KE,212,140748.35,486915.79
1311 KG,1311KG,212,140672.11,487010.08
1311 KH,1311KH,212,140781.4,486965.96
1311 KJ,1311KJ,212,140668.38,486870.31
1311 KK,1311KK,212,140733.59,486946.99
1311 KL,1311KL,212,140842.76,486935.75
1311 KM,1311KM,212,140828.66,486881.88
1311 KN,1311KN,212,140648.27,487017.12
1311 KP,1311KP,212,140613.91,487027.57
1311 KR,1311KR,212,140591.4,487034.29
1311 KS,1311KS,212,140644.87,486976.53
1311 KT,1311KT,212,140557.55,487044.47
1311 KV,1311KV,212,140534.15,487051.58
1311 KW,1311KW,212,140745.69,486989.23
1311 KX,1311KX,212,140883.69,486851.83
1311 KZ,1311KZ,212,140923.42,486846.78
1311 LA,1311LA,212,140946.3,487151.77
1311 LB,1311LB,212,140666.91,487268.32
1311 LC,1311LC,212,140967.13,487094.06
1312 PP,1312PP,212,141155.7,487116.63
1312 PR,1312PR,212,141212.29,486949.3
1312 PS,1312PS,212,141174.53,486961.42
1312 PT,1312PT,212,141124.35,486978.41
1312 PV,1312PV,212,141083.03,486992.5
1312 PW,1312PW,212,141190.24,487023.31
1312 PX,1312PX,212,141146.94,487036.79
1312 RB,1312RB,212,141211.08,487349.27
1312 RC,1312RC,212,141181.3,487281.99
1312 RE,1312RE,212,141150.77,487209.63
1312 RG,1312RG,212,141120.9,487141.36
1312 RH,1312RH,212,141091.51,487056.63
1312 SB,1312SB,212,141469,487795.55
1312 SC,1312SC,212,141405.96,487832.7
1312 SE,1312SE,212,141393.58,487711.79
1312 SG,1312SG,212,141353.47,487745.94
1312 SH,1312SH,212,141259.26,487635.78
1312 SJ,1312SJ,212,141150.53,487629.69
1312 SK,1312SK,212,141155.15,487580.52
1312 SM,1312SM,212,141375.95,487826.13
1312 SN,1312SN,212,141127.6,487645.79
1312 SP,1312SP,212,141022.62,487529.8
1312 SR,1312SR,210,141426.78,488206.14
1312 ST,1312ST,212,141136.97,487503.35
1312 SV,1312SV,212,141179.37,487526.52
1312 SW,1312SW,212,141221.72,487549.64
1312 SX,1312SX,212,141309,487809.99
1312 SZ,1312SZ,212,141043.56,487655.28
1312 TA,1312TA,212,140902.81,487580.58
1312 TB,1312TB,212,140909.99,487609.11
1312 TC,1312TC,212,140926.07,487649.31
1312 TD,1312TD,212,140881.47,487736.89
1312 TE,1312TE,212,141072.17,487749.73
1312 TG,1312TG,212,141162.59,487813.93
1312 TH,1312TH,212,141188.26,487827.95
1312 TJ,1312TJ,212,141288.06,487825.12
1312 TK,1312TK,212,141131.55,487733.3
1312 TL,1312TL,212,141022.17,487671.41
1312 TM,1312TM,212,141235.35,487839.94
1312 TN,1312TN,212,141120.87,487776.34
1312 TP,1312TP,212,140973.21,487688.5
1312 TR,1312TR,212,141329.37,487876.55
1312 TS,1312TS,212,141104.88,487796.03
1312 TT,1312TT,212,140957.72,487708.15
1312 TV,1312TV,212,141206.87,487908.61
1312 TW,1312TW,212,140961.45,487777.25
1312 TX,1312TX,212,141205.87,487935.61
1312 TZ,1312TZ,212,140940.88,487802.82
1312 WB,1312WB,212,141027.08,487441.45
1312 WC,1312WC,212,140863.24,487511.55
1312 WD,1312WD,212,141118.95,487361.67
1312 WE,1312WE,212,141029.05,487322.46
1312 WG,1312WG,212,141065.32,487372.53
1312 WH,1312WH,212,141007.25,487397.01
1312 WJ,1312WJ,212,141000.48,487219.01
1312 WK,1312WK,212,140952.78,487267.91
1312 WL,1312WL,212,141052.69,487204.68
1312 WN,1312WN,212,141011.55,487293.57
1312 WP,1312WP,212,140984.85,487181.93
1312 WR,1312WR,212,140764.24,487275.21
1312 WS,1312WS,212,140949.9,487401.34
1312 WT,1312WT,212,140900.47,487284.21
1312 WV,1312WV,212,140914.3,487429.76
1312 WX,1312WX,212,140877.09,487354.88
1312 WZ,1312WZ,212,140892.9,487443.47
1312 XA,1312XA,210,142151.94,487413.97
1312 XB,1312XB,212,140852.39,487360.68
1312 XC,1312XC,212,140856.22,487466.98
1312 XD,1312XD,212,140787.67,487297.82
1312 XE,1312XE,212,140811.42,487407.81
1312 XG,1312XG,212,140741.85,487406.05
1312 XH,1312XH,212,140780.9,487338
1312 XJ,1312XJ,212,140710.85,487438.59
1312 XK,1312XK,212,140609.34,487494.83
1313 AH,1313AH,210,142426.04,488611.9
1313 AJ,1313AJ,210,142381.08,488626.02
1313 AK,1313AK,210,142507.95,488493.24
1313 AL,1313AL,210,142470.17,488484.54
1313 AN,1313AN,210,142548.2,488524.28
1313 AP,1313AP,210,142559.92,488475.94
1313 AR,1313AR,210,142521.31,488369.02
1313 AS,1313AS,210,142527.51,488466.28
1313 AT,1313AT,210,142466.68,488287.87
1313 AV,1313AV,210,142374.98,488317.84
1313 AW,1313AW,210,142335.72,488575.91
1313 AX,1313AX,210,142298.13,488471.05
1313 AZ,1313AZ,210,142322.81,488674.97
1313 BA,1313BA,210,142260.01,488482.92
1313 BB,1313BB,210,142379.04,488581.04
1313 BC,1313BC,210,142451.98,488530.16
1313 BE,1313BE,210,142382.97,488428.45
1313 BG,1313BG,210,142355.34,488563.12
1313 BH,1313BH,210,142351.49,488443.19
1313 BJ,1313BJ,210,142406.86,488450.51
1313 BK,1313BK,210,142342.22,488476.79
1313 BN,1313BN,210,142288.07,488349.25
1313 BP,1313BP,210,142195.14,488377.68
1313 BR,1313BR,210,142242.1,488616.26
1313 BS,1313BS,210,142183.47,488636.3
1313 BT,1313BT,210,142256.24,488740.99
1313 BV,1313BV,210,142267.39,488552.86
1313 BW,1313BW,210,142157.67,488590.3
1313 BX,1313BX,210,142382.95,488802.94
1313 BZ,1313BZ,210,142363.54,488741.25
1313 CA,1313CA,210,142155.09,488538.95
1313 CB,1313CB,210,142048.78,488532.45
1313 CD,1313CD,210,141966.08,488484.68
1313 CE,1313CE,210,142017.92,488363.53
1313 CH,1313CH,210,142171.19,488504.43
1313 CJ,1313CJ,210,142135.62,488400.4
1313 CK,1313CK,210,142116.61,488522.89
1313 CL,1313CL,210,142035.98,488495.76
1313 CM,1313CM,210,142085.17,488397.97
1313 CN,1313CN,210,142400.14,488351.81
1313 CP,1313CP,210,142211.03,488415.1
1313 CR,1313CR,210,142081.43,488435.17
1313 CS,1313CS,210,141870.82,488319.42
1313 CT,1313CT,210,142398.91,488395.05
1313 CV,1313CV,210,142221.57,488456.01
1313 CW,1313CW,210,142068.44,488471.54
1313 CX,1313CX,210,141955.79,488423.24
1313 CZ,1313CZ,210,141797.32,488305.98
1313 DA,1313DA,210,141972.58,488280.71
1313 DB,1313DB,210,141998.57,488334.76
1313 DC,1313DC,210,141915.13,488293.17
1313 DD,1313DD,210,141963.96,488337.69
1313 DE,1313DE,210,141932.71,488322.8
1313 DG,1313DG,210,141879.91,488428.43
1313 DH,1313DH,210,141912.76,488444.15
1313 EA,1313EA,210,142430.69,488094
1313 EB,1313EB,210,142375.71,488112.75
1313 EC,1313EC,210,142338.62,488125.13
1313 EE,1313EE,210,142326.16,488160.4
1313 EG,1313EG,210,142202.25,488204.06
1313 EH,1313EH,210,142405.7,488177.43
1313 EJ,1313EJ,210,142214.58,488240.06
1313 EL,1313EL,210,142353.88,488334.25
1313 EM,1313EM,210,142286.86,488169.85
1313 EN,1313EN,210,142313.38,488345.39
1313 EP,1313EP,210,142278.26,488244.37
1313 ER,1313ER,210,142248.99,488158.68
1313 ES,1313ES,210,142408.67,488216.85
1313 ET,1313ET,210,142352.56,488247.25
1313 EV,1313EV,210,142243.72,488291.58
1313 EW,1313EW,210,142193.51,488171.29
1313 EX,1313EX,210,142227.75,488271.28
1313 GA,1313GA,210,142109.86,488280.02
1313 GB,1313GB,210,142115.58,488154.85
1313 GC,1313GC,210,142219.97,488110.98
1313 GD,1313GD,210,142219.54,488143.59
1313 GE,1313GE,210,142149.13,488087.26
1313 GG,1313GG,210,141964.12,488218.99
1313 GH,1313GH,210,142043.74,488256.75
1313 GJ,1313GJ,210,141932.44,488186.04
1313 GK,1313GK,210,141976.6,488165.42
1313 GL,1313GL,210,142065.94,488208.4
1313 GN,1313GN,210,141929.8,488096.37
1313 GP,1313GP,210,141993.02,488128.56
1313 GR,1313GR,210,142082.78,488172.34
1313 GS,1313GS,210,142116.93,488067.52
1313 GT,1313GT,210,142097.46,488119.8
1313 GV,1313GV,210,141935.93,488038.26
1313 GW,1313GW,210,141992.6,488203.14
1313 GX,1313GX,210,142028.5,488211.3
1313 HA,1313HA,210,142063.58,488139.92
1313 HB,1313HB,210,142043.26,488031.49
1313 HC,1313HC,210,142040.24,488106.23
1313 HE,1313HE,210,141987.31,488081.41
1313 HG,1313HG,210,142014.66,488018.31
1313 HH,1313HH,210,141949.33,488063.87
1313 HJ,1313HJ,210,141985.7,488003.25
1313 HK,1313HK,210,141956.35,487989.85
1313 HL,1313HL,210,141929.16,487975.5
1313 HN,1313HN,210,141899.76,487962.11
1313 HR,1313HR,210,141856.87,487996.13
1313 HS,1313HS,210,141842.68,488024.9
1313 HV,1313HV,210,141892.28,488086.19
1313 HX,1313HX,210,141867.36,488141.92
1313 JA,1313JA,210,141880.63,488111.04
1313 JB,1313JB,210,141786.78,488134.44
1313 JC,1313JC,210,141853.17,488166.97
1313 JE,1313JE,210,141734.79,488274.48
1313 JG,1313JG,210,141745.32,488209.39
1313 JH,1313JH,210,141749.02,488245.54
1313 JJ,1313JJ,210,141723.32,488302.57
1313 JK,1313JK,210,141714.41,488332.51
1313 JL,1313JL,210,141775.89,488295.16
1313 JN,1313JN,210,141832.4,488393.18
1313 JP,1313JP,210,141941.14,488478.12
1313 JR,1313JR,210,141837.08,488426.84
1313 JS,1313JS,210,141762.57,488391.23
1313 JT,1313JT,210,141674.18,488347.25
1313 KA,1313KA,210,142027.5,488634.98
1313 KB,1313KB,210,142160.34,488644.23
1313 KC,1313KC,210,141970.94,488607.33
1313 KE,1313KE,210,141998.53,488620.73
1313 KG,1313KG,210,141942.74,488593.92
1313 KH,1313KH,210,141914.43,488580.05
1313 KJ,1313KJ,210,141886.18,488566.2
1313 KK,1313KK,210,141829.7,488538.27
1313 KL,1313KL,210,141801.48,488524.41
1313 KN,1313KN,210,141772.88,488510.68
1313 KS,1313KS,210,142035.58,488580.12
1313 KT,1313KT,210,141822.29,488475.4
1313 LA,1313LA,210,142561.27,488798.73
1313 LB,1313LB,210,142392.21,488724.28
1313 LC,1313LC,210,142521.76,488696.97
1313 NA,1313NA,210,142144.4,487985.68
1313 NB,1313NB,210,142166.45,487969.08
1313 NC,1313NC,210,142226.61,487916.39
1313 NE,1313NE,210,142368.81,487887.21
1313 NG,1313NG,210,142353.15,487968.21
1313 NH,1313NH,210,142267.21,487998.41
1313 NJ,1313NJ,210,142264.32,488024.6
1314 AJ,1314AJ,272,143217.6,488805.43
1314 AK,1314AK,272,143342.91,488899.23
1314 AL,1314AL,272,143257.78,488531.85
1314 AN,1314AN,272,143119.46,488511.35
1314 AP,1314AP,272,143288.36,488244.95
1314 AR,1314AR,272,143360.19,488348.97
1314 AS,1314AS,272,143238.87,488323.16
1314 AT,1314AT,272,143350.98,488022.64
1314 AV,1314AV,272,143295.73,488021.71
1314 AW,1314AW,272,143300.55,488131.34
1314 AX,1314AX,272,143162.71,488079.68
1314 AZ,1314AZ,272,143121.49,488759.48
1314 AZ,1314AZ,210,142799.41,488823.4
1314 BA,1314BA,271,143884.15,487648.1
1314 BB,1314BB,271,143908.47,487656.1
1314 BC,1314BC,271,144034.53,487648.69
1314 BD,1314BD,271,143779.37,487736.73
1314 BE,1314BE,271,143756.3,487830.81
1314 BG,1314BG,271,143793.12,487921.4
1314 BH,1314BH,271,143843.34,487923.57
1314 BJ,1314BJ,271,143868.64,487814.69
1314 BK,1314BK,271,143864.87,487714.67
1314 BL,1314BL,271,143795.32,487831.74
1314 BM,1314BM,271,143818.22,487837.37
1314 BN,1314BN,271,144124.35,487651.16
1314 CA,1314CA,201,143250.83,487519.78
1314 CB,1314CB,201,143214.91,487621.53
1314 CC,1314CC,209,142887.38,487760.9
1314 CG,1314CG,201,143560.92,487615.26
1314 CH,1314CH,201,143410.37,487571.72
1314 CJ,1314CJ,201,143310.75,487585.12
1314 CK,1314CK,201,143293.76,487657.68
1314 CL,1314CL,201,143181.82,487749.51
1314 CM,1314CM,201,143231.75,487763.7
1314 CN,1314CN,201,143272.53,487762.61
1314 HB,1314HB,210,142798.01,488045.59
1314 HC,1314HC,210,142731.77,488064.51
1314 HD,1314HD,210,142620.91,488104.02
1314 HE,1314HE,210,142545,488128.66
1314 HG,1314HG,210,142563.19,488165.21
1314 HH,1314HH,210,142603.86,488121.67
1314 HJ,1314HJ,210,142663.83,488125.4
1314 HK,1314HK,210,142711.68,488106.96
1314 HL,1314HL,210,142766.07,488100.1
1314 HM,1314HM,210,142795.21,488075.56
1314 HN,1314HN,210,142817.97,488062.32
1314 JA,1314JA,210,142416.28,487861.04
1314 JB,1314JB,210,142475.2,487839.79
1314 JC,1314JC,210,142534.18,487818.07
1314 JD,1314JD,210,142593.81,487795.4
1314 JE,1314JE,210,142652.92,487774.66
1314 JG,1314JG,210,142712.72,487754.77
1314 JH,1314JH,210,142584.36,487828.07
1314 JJ,1314JJ,210,142554.88,487872.5
1314 JK,1314JK,210,142665.9,487894.29
1314 JL,1314JL,210,142710.42,487835.92
1314 JM,1314JM,210,142504.98,487926.32
1314 JN,1314JN,210,142568.84,487926.38
1314 JP,1314JP,210,142478.83,487935.22
1314 JR,1314JR,210,142910.38,487867.78
1314 JS,1314JS,210,142850.55,487931.93
1314 JT,1314JT,210,142845.1,487858.83
1314 JV,1314JV,210,142794.24,488001.17
1314 JW,1314JW,210,142714.14,488025.66
1314 JX,1314JX,210,142609.48,488061.44
1314 JZ,1314JZ,210,142893.07,488011.97
1314 KA,1314KA,210,142537.3,488088.8
1314 KB,1314KB,210,142789.33,487973.66
1314 KC,1314KC,210,142933.22,487898.85
1314 KD,1314KD,210,142969.99,488007.96
1314 KE,1314KE,210,142968.24,487886.89
1314 KG,1314KG,210,143001.52,487984.34
1314 KJ,1314KJ,210,142933.75,487936.18
1314 KK,1314KK,210,142916.86,488012.86
1314 KL,1314KL,210,142890.93,488046.58
1314 KM,1314KM,210,142672.71,488010.98
1314 KN,1314KN,210,142626.23,487871.52
1314 KP,1314KP,210,142634.58,488022.98
1314 KR,1314KR,210,142600.82,487907.84
1314 KS,1314KS,210,142761.38,487971.62
1314 KT,1314KT,210,142703.66,487983.91
1314 KV,1314KV,210,142547.34,488049.95
1314 KW,1314KW,210,142491.29,488062.01
1314 KX,1314KX,210,142596.3,488009.57
1314 KZ,1314KZ,210,142730.68,488290.77
1314 LH,1314LH,210,143043.1,488102.71
1314 LJ,1314LJ,210,143001.9,488098.72
1314 LK,1314LK,210,142977.29,488132.55
1314 LL,1314LL,210,142945.14,488125.54
1314 LM,1314LM,210,142920.86,488133.68
1314 LN,1314LN,210,143060.51,488214.86
1314 LP,1314LP,210,143074.79,488262.75
1314 LR,1314LR,210,142982.37,488235.87
1314 LS,1314LS,210,143036.34,488279.26
1314 LT,1314LT,210,142958.12,488243.95
1314 LV,1314LV,210,142945.13,488164.18
1314 LW,1314LW,210,142782.86,488220.97
1314 LX,1314LX,210,142958.69,488203.82
1314 LZ,1314LZ,210,142596.35,488283.86
1314 MA,1314MA,210,142819.55,488576.78
1314 MB,1314MB,210,142812.88,488536.76
1314 MC,1314MC,210,142866.97,488489.8
1314 MD,1314MD,210,142890.47,488484.7
1314 ME,1314ME,210,142906.49,488553.69
1314 MG,1314MG,210,142951.7,488499.69
1314 MH,1314MH,210,143011.12,488595.58
1314 MJ,1314MJ,210,143018.5,488565.44
1314 MK,1314MK,210,142981.23,488533.94
1314 ML,1314ML,210,143033.45,488504.26
1314 MN,1314MN,210,142982.14,488507.13
1314 MP,1314MP,210,143041.06,488473.19
1314 MR,1314MR,210,143042.53,488413.07
1314 MS,1314MS,210,142980.16,488393.44
1314 MT,1314MT,210,143000.36,488356.28
1314 MV,1314MV,210,142868.14,488278.06
1314 MX,1314MX,210,142886.1,488271.88
1314 NA,1314NA,209,143088.48,487934.5
1314 NB,1314NB,209,143130.89,487932.92
1314 NC,1314NC,209,143151.81,487962.01
1314 ND,1314ND,209,143291.62,487892.87
1314 NE,1314NE,209,143131.22,487900.57
1314 NG,1314NG,209,143267.94,487856.4
1314 NH,1314NH,209,143121.73,487874
1314 NK,1314NK,209,143121.94,487839.35
